Time(ms),MotorCurrent,Position,Velocity,Acceleration
15012,170.00,2,167.71,21109.21
15026,53.00,0,-142.70,-22149.06
15038,167.00,3,251.05,32949.81
15050,8.00,3,0.00,-21018.59
15062,245.00,0,-252.33,-21224.16
15074,2.00,2,167.55,35174.70
15086,120.00,2,0.00,-14122.24
15098,279.00,2,0.00,0.00
15109,73.00,0,-168.92,-14266.80
15121,167.00,4,335.68,42346.60
15133,34.00,1,-251.70,-49281.15
15145,276.00,4,249.98,41803.03
15157,0.00,20,1345.56,92134.92
15169,94.00,25,424.05,-78153.10
15181,228.00,25,0.00,-36031.29
15190,268.00,25,0.00,0.00
15202,2.00,43,1528.14,129734.55
15214,139.00,69,2187.63,55489.12
15226,162.00,96,2267.95,6747.01
15238,161.00,124,2350.18,6901.26
15250,209.00,155,2601.33,21074.90
15262,102.00,188,2758.04,13098.07
15274,284.00,217,2437.79,-26920.82
15286,110.00,243,2184.32,-21294.71
15298,184.00,269,2182.67,-138.54
15309,10.00,1,-22441.80,-2062005.94
15321,254.00,4,251.47,1902201.92
15333,70.00,0,-334.67,-49041.07
15345,156.00,3,251.09,49025.78
15357,35.00,2,-83.85,-28084.73
15372,38.00,3,66.17,9926.46
15384,269.00,0,-252.31,-26785.62
15398,29.00,2,142.33,28084.36
15410,313.00,1,-83.86,-18969.55
15422,116.00,17,1341.49,119506.88
15434,113.00,41,2016.47,56710.95
15446,125.00,65,2017.32,71.23
15458,259.00,87,1853.26,-13820.19
15470,143.00,107,1684.21,-14235.39
15482,12.00,129,1849.05,13854.41
15493,317.00,148,1602.70,-20780.34
15505,41.00,169,1769.17,14024.15
15517,53.00,190,1765.30,-325.04
15529,316.00,211,1768.42,262.89
15541,171.00,233,1852.32,7063.95
15556,151.00,265,2135.18,18873.97
15568,60.00,287,1871.70,-22416.25
15579,278.00,313,2211.82,28934.20
15591,183.00,341,2378.93,14197.51
15603,16.00,19,-27248.88,-2507219.11
15615,232.00,55,3042.85,2560369.56
15627,246.00,190,10971.15,644315.03
15639,195.00,207,1440.92,-807783.33
15651,54.00,233,2211.26,65516.09
15663,136.00,260,2292.02,6855.68
15674,136.00,286,2213.52,-6683.20
15686,288.00,314,2375.10,13705.65
15698,20.00,0,-26571.89,-2449605.09
15710,121.00,2,169.05,2260243.04
15721,259.00,1,-84.90,-21561.51
15731,242.00,1,0.00,8755.70
15743,3.00,3,170.53,14540.59
15757,143.00,0,-217.00,-28031.12
15769,158.00,2,169.69,32809.35
15780,126.00,0,-168.66,-28533.93
15792,98.00,0,0.00,14278.91
15804,114.00,1,85.35,7285.20
15816,209.00,0,-85.65,-14647.23
15827,175.00,0,0.00,7315.15
15839,266.00,11,939.69,80274.14
15851,1.00,34,1959.61,86898.34
15862,52.00,57,1956.61,-255.27
15874,192.00,86,2464.52,43163.53
15886,181.00,114,2372.88,-7765.94
15898,53.00,145,2627.12,21545.53
15913,113.00,181,2401.76,-15034.85
15925,201.00,210,2434.11,2715.28
15937,206.00,238,2350.37,-7029.09
15949,80.00,265,2269.10,-6830.43
15960,272.00,294,2429.42,13430.75
15972,134.00,326,2676.93,20704.96
15984,199.00,357,2596.97,-6698.57
15996,61.00,2,-29739.47,-2708924.60
16008,268.00,1,-83.75,2483728.09
16020,133.00,0,-83.63,9.96
16032,189.00,3,251.49,28092.97
16044,52.00,2,-83.65,-28035.97
16056,280.00,2,0.00,6988.64
16068,110.00,3,84.02,7059.28
16080,162.00,2,-83.82,-14068.88
16092,7.00,2,0.00,7029.71
16107,17.00,2,0.00,0.00
16121,149.00,3,71.69,5139.42
16133,60.00,2,-84.13,-13108.04
16145,272.00,15,1090.97,98614.94
16157,1.00,39,2019.86,78176.39
16168,41.00,60,1768.72,-21152.45
16180,352.00,81,1766.34,-200.21
16192,141.00,102,1768.42,175.36
16204,81.00,121,1600.67,-14132.02
16216,182.00,142,1767.68,14057.47
16228,237.00,164,1850.76,6989.53
16240,129.00,184,1680.53,-14303.86
16252,7.00,206,1849.67,14220.70
16263,308.00,229,1936.84,7340.63
16275,80.00,253,2014.78,6542.39
16287,99.00,278,2102.78,7402.56
16302,129.00,312,2252.10,9890.64
16314,80.00,5,-25796.15,-2356798.14
16327,13.00,142,11078.76,2981959.88
16339,254.00,184,3481.72,-629780.60
16351,119.00,206,1848.89,-137223.81
16363,172.00,231,2102.96,21371.64
16374,27.00,258,2269.67,14013.91
16386,211.00,282,2021.56,-20898.51
16398,1.00,311,2435.54,34767.68
16410,107.00,2,-25951.12,-2384031.52
16422,199.00,2,0.00,2168013.47
16434,146.00,0,-168.36,-14173.28
16446,197.00,2,167.90,28228.87
16458,24.00,2,0.00,-14119.75
16473,34.00,2,0.00,0.00
16487,192.00,3,71.41,5099.85
16499,28.00,12,757.13,57686.24
16511,237.00,3,-757.07,-127371.77
16522,1.00,7,336.50,91996.97
16534,42.00,7,0.00,-28577.67
16546,215.00,0,-592.37,-50128.37
16558,1.00,13,1096.86,142526.85
16570,92.00,41,2354.13,105705.97
16582,257.00,67,2186.90,-14066.17
16594,70.00,95,2354.72,14113.75
16605,165.00,8,-7301.72,-810444.19
16617,56.00,36,2352.55,811146.56
16629,204.00,64,2352.15,-33.20
16641,1.00,92,2355.32,266.30
16653,97.00,119,2268.34,-7307.45
16668,126.00,154,2320.34,3447.61
16680,92.00,186,2671.79,29343.59
16692,188.00,216,2518.05,-12904.28
16704,2.00,245,2430.24,-7358.63
16716,96.00,271,2184.87,-20618.62
16728,278.00,297,2181.57,-276.88
16740,115.00,324,2266.43,7123.10
16752,182.00,6,-26671.14,-2427037.78
16764,46.00,22,1339.14,2344348.52
16776,285.00,5,-1422.83,-231165.76
16787,109.00,0,-418.90,84109.54
16799,169.00,2,167.34,49049.26
16811,8.00,1,-83.86,-21066.80
16823,269.00,4,251.45,28104.12
16835,96.00,0,-335.40,-49207.40
16852,74.00,5,289.77,36231.40
16864,325.00,28,1936.03,138573.73
16876,155.00,53,2101.90,13945.95
16888,117.00,75,1850.61,-21138.50
16900,126.00,94,1599.60,-21132.33
16912,267.00,116,1851.85,21233.67
16924,127.00,135,1601.21,-21122.39
16936,27.00,156,1764.85,13752.47
16948,326.00,178,1852.48,7378.02
16959,68.00,198,1683.93,-14191.18
16971,71.00,220,1850.14,13977.95
16983,228.00,244,2017.99,14113.77
16995,205.00,268,2018.84,71.40
17007,144.00,292,2022.42,301.05
17019,54.00,320,2355.91,28060.22
17034,14.00,26,-19546.57,-1456185.33
17046,23.00,177,12243.57,2577649.14
17058,226.00,188,929.13,-955692.34
17070,193.00,213,2123.68,101473.90
17082,58.00,239,2205.45,6935.49
17093,139.00,267,2377.31,14592.28
17105,151.00,295,2377.31,0.00
17117,269.00,322,2305.13,-6162.60
17129,2.00,3,-27086.69,-2495697.16
17140,69.00,1,-169.28,2278241.05
17152,224.00,0,-84.75,7163.61
17164,212.00,1,84.97,14420.49
17176,59.00,2,84.96,-0.61
17188,157.00,0,-169.46,-21557.75
17199,187.00,3,253.44,35727.41
17211,14.00,8,420.31,14027.13
17223,176.00,4,-338.67,-64260.16
17235,168.00,31,2296.31,224100.72
17247,149.00,1,-2540.87,-409687.01
17259,113.00,0,-84.65,207924.58
17270,151.00,2,169.10,21455.74
17282,243.00,0,-169.39,-28669.06
17294,73.00,8,676.30,71493.37
17306,116.00,35,2293.58,137383.11
17318,250.00,62,2294.36,66.25
17329,202.00,88,2212.58,-6959.40
17341,22.00,115,2289.69,6539.20
17353,165.00,144,2466.62,15048.71
17365,172.00,175,2622.90,13222.75
17376,149.00,206,2632.70,832.36
17388,61.00,232,2209.38,-35971.70
17403,5.00,266,2272.12,4192.62
17415,139.00,291,2102.78,-14243.05
17427,159.00,26,-22289.51,-2051669.22
17439,191.00,1,-2088.55,1687632.13
17451,1.00,0,-83.99,168365.82
17463,28.00,0,0.00,7096.85
17474,193.00,0,0.00,0.00
17486,169.00,5,425.35,36184.68
17498,31.00,33,2351.16,161710.65
17510,239.00,60,2271.39,-6711.04
17522,1.00,9,-4294.01,-552782.90
17534,79.00,2,-587.84,311233.92
17546,284.00,1,-83.99,42318.90
17558,141.00,20,1597.04,141298.86
17569,129.00,43,1934.40,28373.20
17587,235.00,79,2091.69,9138.74
17599,179.00,99,1685.77,-34213.88
17610,113.00,120,1765.89,6737.38
17622,103.00,142,1852.01,7249.32
17634,259.00,161,1602.70,-21029.82
17646,133.00,182,1766.64,13791.25
17658,26.00,203,1769.76,263.49
17670,309.00,223,1683.93,-7227.03
17682,65.00,245,1849.98,13963.70
17694,61.00,267,1851.23,104.79
17705,255.00,291,2017.99,14022.13
17717,187.00,315,2018.67,57.11
17729,140.00,341,2188.37,14282.91
17741,31.00,368,2266.81,6585.86
17753,281.00,41,-27259.09,-2461311.98
17769,176.00,178,8718.90,2289695.26
17781,25.00,210,2686.37,-506424.49
17793,247.00,235,2103.49,-49042.90
17805,1.00,260,2104.73,104.36
17816,110.00,284,2021.90,-6977.88
17828,274.00,313,2439.02,35081.62
17840,117.00,340,2268.34,-14339.97
17852,181.00,1,-28473.04,-2582006.93
17864,39.00,2,83.80,2393098.13
17876,230.00,1,-84.02,-14100.21
17888,2.00,3,167.90,21148.20
17900,126.00,3,0.00,-14116.19
17912,227.00,3,0.00,0.00
17924,144.00,1,-168.32,-14166.12
17935,216.00,3,167.07,28017.06
17953,87.00,5,116.43,-2948.10
17965,199.00,1,-335.46,-37897.17
17977,2.00,2,83.80,35134.43
17988,118.00,3,83.77,-2.94
18000,160.00,1,-167.57,-21059.11
18012,165.00,15,1174.99,112678.46
18024,192.00,40,2101.19,77845.35
18036,48.00,67,2268.91,14093.62
18048,252.00,94,2269.48,48.09
18060,3.00,120,2188.00,-6856.86
18072,153.00,150,2513.19,27242.57
18084,110.00,182,2690.43,14901.45
18096,201.00,213,2603.51,-7300.04
18108,207.00,239,2184.69,-35192.02
18119,66.00,2,-19941.10,-1861656.93
18131,274.00,24,1848.27,1830578.49
18146,265.00,0,-1594.47,-228723.49
18158,52.00,0,0.00,134023.07
18170,91.00,0,0.00,0.00
18182,278.00,1,84.67,7169.69
18194,73.00,0,-84.00,-14168.19
18206,164.00,3,251.11,28049.50
18218,40.00,4,83.91,-14029.40
18230,256.00,30,2184.51,176491.36
18241,11.00,14,-1339.58,-295051.20
18253,115.00,2,-1005.11,28015.36
18265,162.00,2,0.00,84314.18
18277,184.00,23,1773.65,149801.41
18289,140.00,47,2016.64,20417.50
18301,36.00,71,2018.16,128.34
18315,114.00,97,1859.80,-11327.88
18327,108.00,118,1767.53,-7766.33
18342,67.00,145,1789.50,1456.36
18354,293.00,166,1768.27,-1787.59
18366,2.00,186,1684.07,-7090.22
18378,56.00,208,1843.16,13328.99
18389,321.00,228,1684.92,-13331.39
18401,185.00,251,1931.64,20720.32
18413,123.00,275,2017.32,7201.68
18425,70.00,299,2019.01,142.77
18437,258.00,324,2102.61,7030.69
18449,1.00,352,2351.16,20871.25
18461,100.00,5,-29083.90,-2634738.25
18473,69.00,55,4164.93,2769581.87
18485,41.00,175,9668.84,443470.38
18497,253.00,202,2263.58,-620830.04
18512,248.00,236,2269.54,397.83
18524,193.00,263,2293.97,2075.30
18536,18.00,288,2125.85,-14295.70
18547,150.00,315,2294.94,14372.49
18559,157.00,2,-26615.65,-2458383.41
18571,188.00,1,-84.59,2244210.64
18583,67.00,0,-84.67,-7.28
18595,121.00,2,169.78,21600.45
18606,251.00,1,-84.78,-21582.11
18618,1.00,3,169.72,21597.36
18630,95.00,1,-168.80,-28572.46
18642,244.00,1,0.00,14271.63
18654,212.00,3,170.08,14464.03
18665,23.00,4,85.06,-7232.01
18679,108.00,2,-144.39,-16565.56
18691,239.00,1,-84.83,5052.75
18706,164.00,1,0.00,5716.06
18718,177.00,3,169.84,14422.30
18729,155.00,15,1018.50,72030.71
18741,15.00,38,1962.79,80584.53
18753,35.00,42,342.26,-138661.05
18765,103.00,42,0.00,-29353.40
18776,66.00,42,0.00,0.00
18788,176.00,66,2052.16,175473.20
18800,181.00,93,2292.80,20434.77
18811,148.00,120,2294.94,182.21
18823,88.00,149,2457.21,13749.20
18835,124.00,180,2634.93,15106.12
18847,259.00,211,2628.23,-568.19
18859,1.00,237,2209.94,-35553.55
18870,62.00,7,-19466.78,-1834678.31
18882,233.00,1,-508.73,1607431.43
18892,109.00,1,0.00,51449.56
18904,197.00,8,589.28,49606.46
18916,0.00,4,-334.56,-77269.59
18928,110.00,2,-167.24,13991.30
18940,158.00,7,419.04,49135.04
18952,195.00,1,-503.06,-77312.11
18964,180.00,3,167.80,56284.89
18976,50.00,1,-167.79,-28153.07
18987,300.00,1,0.00,14075.94
18999,136.00,0,-84.08,-7068.77
19011,109.00,23,1935.70,169986.29
19023,142.00,48,2102.78,14053.58
19035,244.00,70,1853.10,-21031.36
19049,353.00,94,1725.38,-9182.05
19061,160.00,114,1682.37,-3617.82
19076,231.00,141,1786.07,6859.82
19088,120.00,162,1769.76,-1374.21
19100,72.00,182,1681.24,-7441.57
19112,288.00,204,1853.10,14476.28
19123,5.00,227,1937.98,7152.41
19135,29.00,251,2020.03,6905.77
19147,305.00,275,2019.01,-85.78
19159,101.00,301,2187.82,14204.24
19171,147.00,329,2348.80,13503.96
19183,6.00,30,-25000.00,-2286688.65
19195,139.00,109,6512.78,2597920.71
19207,179.00,186,6274.45,-19420.82
19219,172.00,216,2516.99,-315249.28
19231,191.00,242,2182.31,-28091.59
19243,65.00,270,2346.04,13718.85
19258,109.00,304,2252.10,-6222.30
19270,208.00,2,-25337.70,-2314774.66
19282,168.00,0,-167.49,2107880.91
19320,2.00,4,105.21,7173.01
19332,132.00,3,-84.14,-15932.10
19344,104.00,2,-83.57,47.60
19356,215.00,0,-166.90,-6954.27
19368,1.00,3,251.03,34970.14
19380,128.00,2,-84.01,-28144.35
19392,226.00,9,590.27,56857.61
19403,19.00,10,84.93,-42916.63
19415,107.00,12,169.42,7157.48
19427,251.00,23,930.39,64363.54
19442,1.00,56,2273.98,92584.77
19456,128.00,92,2456.33,12442.12
19471,194.00,131,2555.53,6500.35
19483,48.00,159,2351.36,-17145.89
19495,252.00,187,2351.95,49.77
19507,24.00,215,2351.76,-16.59
19519,156.00,243,2352.94,99.64
19531,103.00,270,2267.57,-7169.52
19543,206.00,301,2596.75,27573.81
19555,1.00,334,2754.36,13155.10
19567,139.00,364,2518.89,-19770.73
19579,160.00,391,2267.57,-21106.74
19591,174.00,7,-32225.58,-2894692.24
19603,1.00,3,-333.50,2659002.75
19615,113.00,2,-83.87,20936.73
19626,212.00,2,0.00,7025.59
19638,166.00,3,83.86,7033.25
19650,179.00,2,-84.05,-14114.42
19665,0.00,2,0.00,5554.77
19677,55.00,1,-84.30,-7106.96
19689,305.00,1,0.00,7051.09
19701,164.00,0,-84.10,-7072.34
19713,145.00,2,167.71,21116.32
19725,55.00,20,1513.50,113157.36
19737,285.00,17,-251.91,-148241.30
19749,79.00,38,1758.20,168294.98
19761,74.00,59,1767.83,809.88
19773,211.00,81,1847.50,6690.62
19784,231.00,100,1600.27,-20822.70
19796,114.00,121,1765.15,13859.07
19810,203.00,146,1786.10,1496.47
19822,121.00,167,1767.53,-1562.92
19834,88.00,189,1849.21,6865.40
19849,20.00,220,2049.04,13209.02
19861,290.00,244,2017.99,-2610.87
19873,73.00,269,2099.25,6823.32
19885,137.00,297,2347.02,20768.79
19897,7.00,27,-22522.52,-2074536.77
19909,208.00,105,6451.61,2396537.26
19921,203.00,183,6345.07,-8666.60
19933,196.00,215,2675.81,-306820.42
19945,207.00,239,2012.07,-55645.25
19957,92.00,267,2345.65,27944.67
19969,278.00,296,2431.87,7230.01
19981,132.00,1,-24731.72,-2277296.24
19993,189.00,2,83.57,2073816.96
20005,64.00,2,0.00,-7003.28
20017,260.00,0,-167.84,-14085.39
20032,262.00,1,66.68,15637.90
20044,2.00,3,169.68,8738.31
20055,86.00,2,-84.66,-21532.18
20067,237.00,1,-84.49,14.50
20079,1.00,3,169.23,21469.06
20091,47.00,1,-169.79,-28782.33
20103,188.00,0,-84.83,7207.47
20114,180.00,8,681.08,65206.45
20126,265.00,0,-684.46,-116833.13
20138,1.00,6,512.47,102232.05
20150,6.00,30,2043.94,130427.07
20161,166.00,58,2378.32,28402.15
20175,260.00,93,2517.80,10033.90
20187,3.00,11,-6970.42,-806547.32
20199,47.00,33,1869.95,751412.79
20211,202.00,60,2292.60,35887.83
20225,71.00,94,2293.89,86.58
20237,102.00,120,2212.39,-6934.83
20249,242.00,148,2377.92,14057.74
20261,2.00,178,2532.07,13010.94
20273,51.00,210,2721.09,16072.75
20284,205.00,239,2464.10,-21836.00
20296,177.00,265,2208.82,-21687.39
20308,117.00,290,2122.42,-7334.84
20320,101.00,316,2205.26,7026.08
20331,137.00,343,2294.36,7571.29
20343,275.00,371,2375.90,6919.30
20355,3.00,401,2545.61,14400.28
20367,48.00,2,-33859.47,-3089365.18
20379,225.00,1,-84.90,2867597.76
20390,159.00,18,1446.19,130250.72
20405,146.00,1,-1134.69,-172265.92
20417,36.00,7,502.85,137239.73
20429,285.00,7,0.00,-42234.96
20441,1.00,31,2019.18,169879.04
20453,63.00,55,2018.16,-85.67
20465,331.00,76,1767.83,-21073.99
20477,151.00,96,1684.49,-7018.56
20489,101.00,118,1849.98,13915.99
20500,150.00,137,1600.13,-21041.64
20512,257.00,158,1764.41,13802.27
20524,129.00,180,1851.54,7333.01
20536,7.00,200,1682.94,-14187.57
20550,112.00,226,1869.29,13398.39
20562,96.00,251,2103.31,19688.84
20574,243.00,275,2019.86,-7023.47
20589,272.00,307,2117.24,6443.05
20601,1.00,334,2269.10,12762.08
20613,151.00,40,-24485.72,-2228268.09
20625,192.00,165,10080.65,2787609.82
20637,92.00,193,2337.23,-646361.97
20649,279.00,219,2183.22,-12931.90
20661,97.00,246,2267.38,7067.56
20673,172.00,273,2266.24,-95.84
20685,8.00,303,2513.19,20688.02
20697,244.00,330,2268.15,-20585.44
20709,2.00,355,2100.13,-14113.81
20721,140.00,2,-29666.36,-2669677.53
20732,87.00,1,-83.54,2471413.23
20744,183.00,1,0.00,7000.35
20756,2.00,3,168.31,14163.74
20771,1.00,2,-66.20,-15524.07
20783,154.00,3,83.56,12514.58
20795,111.00,1,-168.01,-21133.56
20807,180.00,22,1763.37,162178.44
20819,2.00,3,-1593.56,-281550.86
20831,97.00,3,0.00,133475.05
20843,272.00,2,-84.16,-7083.06
20855,119.00,-1,-251.49,-14026.91
20867,206.00,6,582.75,69450.43
20879,83.00,22,1341.16,63571.35
20891,262.00,50,2355.12,85285.68
20903,85.00,78,2350.18,-414.80
20917,244.00,110,2288.66,-4399.90
20928,41.00,138,2351.36,5265.67
20940,166.00,171,2767.99,34946.45
20956,174.00,207,2384.11,-25422.91
20967,6.00,235,2354.52,-2487.55
20979,235.00,259,2015.28,-28486.14
20991,1.00,286,2269.86,21402.16
21003,129.00,18,-22470.03,-2074275.78
21015,92.00,12,-501.59,1836518.78
21027,175.00,0,-1010.44,-42847.16
21039,177.00,0,0.00,85312.50
21051,132.00,0,0.00,0.00
21062,124.00,0,0.00,0.00
21074,151.00,26,2197.43,185719.29
21086,60.00,52,2183.96,-1131.82
21098,232.00,6,-3870.10,-509343.40
21110,2.00,2,-335.43,296408.34
21122,72.00,1,-84.01,21121.00
21134,296.00,12,926.16,85052.22
21149,285.00,42,1992.56,70828.99
21161,177.00,65,1931.15,-5156.24
21173,131.00,87,1849.52,-6862.86
21184,69.00,109,1848.89,-52.25
21196,281.00,129,1682.51,-13997.19
21208,1.00,150,1763.96,6842.03
21220,29.00,170,1686.06,-6567.90
21232,343.00,190,1684.64,-119.63
21244,127.00,211,1768.27,7042.44
21256,79.00,232,1766.64,-137.66
21268,173.00,253,1767.08,37.53
21282,73.00,283,2142.09,26776.89
21294,215.00,307,2018.16,-10421.18
21305,203.00,332,2098.72,6762.97
21317,174.00,359,2265.86,14026.27
21333,138.00,70,-18864.23,-1379248.75
21345,217.00,168,7896.86,2156413.15
21357,0.00,203,2925.69,-415545.42
21369,101.00,227,2018.33,-76305.97
21381,298.00,251,2016.98,-114.04
21393,124.00,278,2265.29,20833.50
21405,180.00,306,2348.99,7022.03
21417,3.00,335,2436.97,7393.40
21429,223.00,361,2183.77,-21266.75
21440,2.00,383,1848.58,-28164.75
21452,140.00,2,-31949.69,-2834236.45
21464,54.00,1,-83.42,2658401.75
21476,215.00,9,670.92,63262.29
21488,2.00,4,-418.90,-91305.01
21500,147.00,24,1673.64,175108.03
21515,122.00,60,2404.17,48786.37
21527,246.00,87,2295.92,-9204.83
21539,2.00,113,2209.01,-7384.23
21550,16.00,139,2210.32,111.75
21562,172.00,1,-11715.77,-1182280.83
