0,2048,0
16,2048,0
32,2048,0
48,2048,0
64,2048,0
80,2048,0
96,2048,0
112,2048,0
129,2048,0
145,2048,0
161,2048,0
177,2048,0
193,2048,0
209,2048,0
225,2048,0
241,2048,0
257,2048,0
273,2048,0
289,2048,0
305,2048,0
321,2048,0
337,2048,0
353,2048,0
369,2048,0
386,2048,0
402,2048,0
418,2048,0
434,2048,0
450,2048,0
466,2048,0
482,2048,0
498,2048,0
514,2048,0
530,2048,0
546,2048,0
562,2048,0
578,2048,0
594,2048,0
610,2048,0
626,2048,0
643,2048,0
659,2048,0
675,2048,0
691,2048,0
707,2048,0
723,2048,0
739,2048,0
755,2048,0
771,2048,0
787,2048,0
803,2048,0
819,2048,0
835,2048,0
851,2048,0
867,2048,0
883,2048,0
900,2048,0
916,2048,0
932,2048,0
948,2048,0
964,2048,0
980,2048,0
996,2048,0
1012,2048,0
1028,2048,0
1044,2048,0
1060,2048,0
1076,2048,0
1092,2048,0
1108,2048,0
1124,2048,0
1140,2048,0
1157,2048,0
1173,2048,0
1189,2048,0
1205,2048,0
1221,2048,0
1237,2048,0
1253,2048,0
1269,2048,0
1285,2048,0
1301,2048,0
1317,2048,0
1333,2048,0
1349,2048,0
1365,2048,0
1381,2048,0
1397,2048,0
1414,2048,0
1430,2048,0
1446,2048,0
1462,2048,0
1478,2048,0
1494,2048,0
1510,2048,0
1526,2048,0
1542,2048,0
1558,2048,0
1574,2048,0
1590,2048,0
1606,2048,0
1622,2048,0
1638,2048,0
1654,2048,0
1671,2048,0
1687,2048,0
1703,2048,0
1719,2048,0
1735,2048,0
1751,2048,0
1767,2048,0
1783,2048,0
1799,2048,0
1815,2048,0
1831,2048,0
1847,2048,0
1863,2048,0
1879,2048,0
1895,2048,0
1911,2048,0
1928,2048,0
1944,2048,0
1960,2048,0
1976,2048,0
1992,2048,0
2008,2048,0
2024,2048,0
2040,2048,0
2056,2048,0
2072,2048,0
2088,2048,0
2104,2048,0
2120,2048,0
2136,2048,0
2152,2048,0
2168,2048,0
2185,2048,0
2201,2048,0
2217,2048,0
2233,2048,0
2249,2048,0
2265,2048,0
2281,2048,0
2297,2048,0
2313,2048,0
2329,2048,0
2345,2048,0
2361,2048,0
2377,2048,0
2393,2048,0
2409,2048,0
2425,2048,0
2442,2048,0
2458,2048,0
2474,2048,0
2490,2048,0
2506,2048,0
2522,2048,0
2538,2048,0
2554,2048,0
2570,2048,0
2586,2048,0
2602,2048,0
2618,2048,0
2634,2048,0
2650,2048,0
2666,2048,0
2682,2048,0
2699,2048,0
2715,2048,0
2731,2048,0
2747,2048,0
2763,2048,0
2779,2048,0
2795,2048,0
2811,2048,0
2827,2048,0
2843,2048,0
2859,2048,0
2875,2048,0
2891,2048,0
2907,2048,0
2923,2048,0
2939,2048,0
2956,2048,0
2972,2048,0
2988,2048,0
3004,2048,0
3020,2048,0
3036,2048,0
3052,2048,0
3068,2048,0
3084,2048,0
3100,2048,0
3116,2048,0
3132,2048,0
3148,2048,0
3164,2048,0
3180,2048,0
3196,2048,0
3213,2048,0
3229,2048,0
3245,2048,0
3261,2048,0
3277,2048,0
3293,2048,0
3309,2048,0
3325,2048,0
3341,2048,0
3357,2048,0
3373,2048,0
3389,2048,0
3405,2048,0
3421,2048,0
3437,2048,0
3453,2048,0
3470,2048,0
3486,2048,0
3502,2048,0
3518,2048,0
3534,2048,0
3550,2048,0
3566,2048,0
3582,2048,0
3598,2048,0
3614,2048,0
3630,2048,0
3646,2048,0
3662,2048,0
3678,2048,0
3694,2048,0
3710,2048,0
3727,2048,0
3743,2048,0
3759,2048,0
3775,2048,0
3791,2048,0
3807,2048,0
3823,2048,0
3839,2048,0
3855,2048,0
3871,2048,0
3887,2048,0
3903,2048,0
3919,2048,0
3935,2048,0
3951,2048,0
3967,2048,0
3984,2048,0
4000,2048,0
4016,2048,0
4032,2048,0
4048,2048,0
4064,2048,0
4080,2048,0
4096,2048,0
