Time(ms),MotorCurrent,Position,Velocity,Acceleration
22745,145.00,33,2205.26,380905.53
22756,286.00,14,-1613.45,-324279.02
22768,1.00,8,-509.04,93697.78
22780,53.00,0,-681.61,-14703.06
22791,172.00,1,85.74,65793.23
22803,105.00,1,0.00,-7335.21
22815,250.00,5,341.24,29110.96
22827,1.00,12,594.58,21518.91
22841,129.00,5,-503.85,-79063.68
22852,108.00,2,-254.69,21152.93
22864,281.00,5,254.91,43299.98
22876,2.00,14,765.18,43382.85
22888,34.00,38,2040.82,108472.82
22902,290.00,67,1976.02,-4415.44
22914,2.00,91,2038.22,5282.49
22926,65.00,116,2127.48,7596.12
22938,218.00,137,1787.99,-28904.52
22949,87.00,158,1787.08,-77.69
22961,334.00,179,1790.59,298.83
22973,0.00,198,1620.61,-14498.41
22985,88.00,220,1873.14,21501.08
22996,198.00,240,1705.03,-14331.43
23008,78.00,261,1785.11,6806.98
23020,338.00,283,1871.86,7381.55
23032,2.00,306,1957.95,7328.19
23043,58.00,330,2042.90,7231.38
23055,221.00,354,2041.86,-88.72
23067,129.00,379,2125.49,7110.25
23082,138.00,415,2400.64,18348.31
23094,7.00,48,-30575.69,-2747340.63
23106,97.00,181,10697.34,3319635.42
23118,219.00,200,1591.42,-762703.30
23130,169.00,227,2260.74,56042.49
23142,185.00,255,2351.36,7610.17
23154,40.00,281,2185.79,-13919.13
23166,257.00,311,2516.78,27767.30
23178,53.00,340,2433.91,-6955.24
23190,163.00,366,2181.39,-21185.99
23204,0.00,398,2298.52,8413.25
23215,123.00,422,2019.01,-23513.75
23227,241.00,441,1596.77,-35485.30
23239,114.00,466,2101.37,42413.82
23251,186.00,489,1932.77,-14167.81
23266,4.00,524,2309.93,24891.30
23278,93.00,550,2183.22,-10639.29
23290,275.00,577,2262.06,6605.36
23302,104.00,0,-48524.09,-4270974.53
23314,151.00,0,0.00,4099357.43
23326,270.00,1,85.07,7236.94
23337,40.00,0,-84.55,-14340.15
23349,153.00,27,2265.86,197247.92
23361,82.00,54,2268.72,239.97
23373,192.00,79,2098.20,-14311.49
23385,1.00,106,2269.10,14362.78
23397,97.00,135,2432.89,13740.58
23409,155.00,171,3003.25,47582.18
23421,155.00,200,2434.72,-47731.45
23433,211.00,228,2344.47,-7557.12
23448,15.00,7,-14563.43,-1114194.15
23460,156.00,19,1003.60,1301917.11
23472,47.00,10,-754.97,-147518.37
23484,225.00,3,-586.41,14120.65
23496,1.00,30,2264.72,239148.86
23508,119.00,6,-2013.59,-358948.94
23520,136.00,0,-502.98,126633.90
23531,178.00,0,0.00,42259.78
23543,174.00,26,2192.61,184905.77
23555,7.00,12,-1176.47,-283116.23
23569,167.00,27,1069.98,160243.03
23581,37.00,5,-1850.92,-245742.34
23593,249.00,17,1008.57,240333.66
23605,2.00,5,-1007.73,-169323.04
23617,68.00,7,168.25,98929.67
23632,99.00,22,995.36,54884.14
23644,221.00,46,2019.69,86201.88
23656,176.00,68,1852.94,-14044.33
23668,118.00,89,1770.66,-6938.11
23679,142.00,110,1772.15,126.10
23691,215.00,130,1688.76,-7041.34
23703,124.00,151,1768.72,6734.41
23715,85.00,172,1772.30,302.35
23727,259.00,192,1688.33,-7088.29
23739,140.00,215,1935.21,20772.30
23751,14.00,239,2019.01,7049.71
23762,304.00,263,2021.56,214.87
23774,61.00,288,2103.49,6893.43
23786,103.00,314,2188.74,7176.08
23948,2.00,459,898.02,-7993.71
24139,207.00,5,-2368.09,-17036.15
24151,160.00,1,-334.56,170084.15
24163,201.00,12,920.04,104934.78
24175,86.00,14,167.57,-63046.99
24187,227.00,0,-1171.55,-112060.46
24199,177.00,14,1170.76,195878.28
24211,1.00,5,-753.26,-161033.52
24223,95.00,3,-167.27,49008.79
24235,284.00,6,252.04,35226.69
24247,83.00,-2,-675.68,-78354.14
24259,140.00,-1,84.20,63984.43
24271,104.00,8,756.18,56458.75
24283,209.00,33,2097.67,112560.16
24294,5.00,13,-1677.15,-316546.44
24306,87.00,6,-586.95,91413.38
24322,136.00,8,131.90,47408.36
24333,85.00,4,-335.65,-39234.28
24345,270.00,24,1677.85,168918.40
24357,1.00,46,1849.52,14431.63
24369,59.00,69,1931.80,6911.01
24381,271.00,92,1930.50,-108.88
24393,185.00,112,1680.53,-21004.19
24405,123.00,132,1679.83,-59.28
24417,51.00,154,1849.21,14237.23
24429,308.00,174,1683.08,-13980.39
24441,4.00,195,1764.56,6846.56
24452,55.00,217,1849.36,7128.74
24464,268.00,240,1930.83,6838.90
24476,182.00,265,2100.31,14238.83
24488,153.00,289,2012.92,-7329.92
24506,164.00,329,2250.23,13349.96
24518,58.00,2,-27704.82,-2537917.97
24530,129.00,135,10911.48,3168126.87
24542,211.00,186,4263.86,-555774.60
24554,166.00,211,2122.24,-181801.06
24565,128.00,238,2292.80,14483.51
24577,91.00,262,2042.03,-21336.43
24589,113.00,287,2125.67,7111.45
24601,241.00,314,2292.99,14210.11
24613,2.00,342,2377.72,7194.61
24624,6.00,367,2125.31,-21457.90
24636,174.00,392,2122.60,-229.81
24648,171.00,416,2038.56,-7138.25
24660,188.00,442,2210.32,14601.52
24671,40.00,471,2463.05,21465.41
24686,166.00,498,1842.63,-42341.37
24698,206.00,526,2373.89,45041.22
24710,39.00,552,2207.32,-14141.19
24721,111.00,578,2206.19,-95.36
24733,240.00,606,2376.51,14455.29
24745,1.00,632,2209.38,-14201.66
24757,5.00,660,2376.51,14184.79
24769,170.00,688,2378.32,154.31
24780,178.00,717,2465.15,7380.54
24792,216.00,744,2292.60,-14650.90
24804,56.00,774,2542.80,21206.95
24816,121.00,802,2376.51,-14114.52
24827,253.00,829,2286.39,-7631.03
24839,1.00,858,2453.47,14135.11
24851,77.00,883,2124.77,-27936.63
24868,90.00,0,-51855.77,-3170104.14
24880,189.00,4,334.42,4363363.19
24892,46.00,5,83.74,-20991.64
24904,277.00,0,-418.62,-42059.47
24916,77.00,19,1593.83,168815.22
24928,142.00,0,-1605.95,-270456.98
24940,171.00,0,0.00,135101.41
24951,120.00,1,84.44,7129.79
24963,184.00,9,669.18,48911.59
24975,46.00,4,-419.15,-91233.36
24987,283.00,4,0.00,35033.99
24999,107.00,9,419.99,35278.59
25011,150.00,11,167.81,-21159.44
25023,47.00,4,-588.14,-63514.52
25035,211.00,0,-334.45,21211.40
25050,234.00,14,926.23,83405.91
25062,112.00,40,2183.77,105622.43
25074,88.00,63,1934.89,-20937.67
25086,86.00,86,1932.45,-204.88
25098,213.00,109,1935.21,232.57
25110,2.00,131,1849.98,-7166.94
25121,14.00,150,1600.67,-21003.30
25133,247.00,172,1851.07,21068.47
25145,79.00,192,1683.64,-14094.57
25157,61.00,213,1764.71,6811.97
25169,172.00,237,2018.16,21313.29
25181,183.00,260,1932.94,-7162.61
25193,111.00,285,2099.96,14029.61
25205,16.00,310,2097.32,-221.69
25217,235.00,335,2101.02,311.07
25228,53.00,362,2269.29,14142.89
25241,146.00,57,-25300.71,-2287017.34
25253,34.00,162,8392.61,2693095.64
25265,120.00,197,2928.63,-457199.34
25277,64.00,222,2102.61,-69471.66
25289,167.00,247,2105.26,223.66
25301,163.00,276,2436.57,27835.84
25313,57.00,306,2521.43,7132.87
25324,205.00,333,2273.68,-20862.99
25336,35.00,357,2016.30,-21623.61
25348,116.00,380,1936.03,-6756.86
25360,97.00,407,2268.34,27918.07
25372,128.00,433,2186.53,-6879.83
25384,170.00,459,2183.04,-292.88
25396,47.00,480,1766.78,-35020.61
25411,83.00,516,2383.16,40803.29
25423,213.00,544,2356.51,-2243.17
25435,72.00,571,2269.10,-7345.78
25447,136.00,10,-47138.90,-4151583.41
25459,10.00,2,-668.45,3882891.60
25470,186.00,20,1511.72,183099.44
25482,3.00,48,2349.98,70353.61
25494,114.00,79,2601.98,21151.74
25506,141.00,109,2521.64,-6752.69
25518,154.00,136,2272.15,-20995.59
25530,190.00,163,2272.54,32.19
25542,11.00,2,-13554.47,-1332463.92
25554,241.00,10,669.90,1191121.67
25566,4.00,6,-336.02,-84503.20
25578,168.00,9,250.75,49044.95
25593,193.00,2,-462.38,-47105.77
25607,177.00,0,-142.11,22756.57
25619,2.00,5,418.24,46870.85
25631,94.00,2,-251.76,-56226.70
25643,286.00,0,-168.32,7022.43
25654,60.00,0,0.00,14175.66
25666,145.00,6,505.60,42605.86
25678,47.00,5,-83.63,-49279.65
25690,231.00,1,-334.42,-20967.07
25702,92.00,3,166.67,41757.24
25714,154.00,3,0.00,-13921.37
25726,11.00,12,755.48,63416.20
25738,266.00,4,-669.40,-119226.61
25750,132.00,0,-333.83,28005.84
25762,148.00,5,417.47,62728.64
25774,19.00,3,-167.28,-48908.23
25789,70.00,15,792.50,63385.14
25801,264.00,39,2017.48,102974.71
25813,208.00,61,1847.50,-14275.06
25825,122.00,81,1680.67,-14018.93
25837,36.00,101,1676.16,-377.75
25849,305.00,123,1849.21,14544.91
25861,71.00,143,1682.51,-14023.33
25872,65.00,164,1766.04,7024.74
25884,254.00,185,1766.04,0.00
25896,193.00,207,1855.29,7526.23
25908,117.00,233,2183.04,27519.05
25920,62.00,257,2019.01,-13798.86
25932,268.00,281,2013.93,-426.51
25944,1.00,309,2351.76,28374.41
25956,143.00,20,-24117.50,-2208900.54
25973,273.00,92,4185.56,1645335.40
25985,262.00,187,7759.54,291919.97
25997,8.00,220,2787.16,-419964.01
26009,86.00,247,2288.33,-42277.54
26021,240.00,275,2372.08,7094.86
26032,2.00,303,2374.09,170.53
26044,18.00,331,2378.93,411.30
26056,171.00,355,2040.99,-28738.80
26068,170.00,379,2038.91,-176.76
26080,142.00,405,2205.45,14126.44
26091,36.00,433,2380.14,14850.14
26103,85.00,460,2294.55,-7273.75
26115,177.00,479,1618.12,-57607.70
26127,164.00,20,-38964.35,-3445031.35
26138,11.00,6,-1185.03,3197842.53
26176,98.00,19,350.54,41405.69
26187,200.00,45,2211.07,158222.28
26199,1.00,73,2374.69,13876.70
26211,30.00,103,2548.85,14796.98
26223,153.00,133,2547.77,-91.92
26234,137.00,162,2460.96,-7366.49
26246,92.00,190,2373.48,-7415.38
26258,72.00,217,2295.92,-6595.78
26270,108.00,244,2291.44,-380.34
26282,204.00,18,-19139.57,-1814956.23
26293,34.00,1,-1432.91,1492469.67
26305,99.00,3,169.15,135491.69
26317,208.00,1,-169.42,-28679.99
26331,33.00,2,72.01,17385.29
26343,143.00,0,-169.48,-20463.26
26358,111.00,0,0.00,11309.03
26370,130.00,0,0.00,0.00
26381,190.00,0,0.00,0.00
26393,101.00,0,0.00,0.00
26405,129.00,6,505.26,42548.48
26417,15.00,2,-334.22,-70144.36
26429,229.00,1,-83.45,20927.40
26441,119.00,1,0.00,6978.72
26453,124.00,2,83.83,7027.36
26465,28.00,1,-83.72,-14028.25
26477,239.00,1,0.00,7013.83
26489,86.00,0,-84.10,-7072.34
26501,108.00,4,334.45,34995.43
26513,50.00,16,1007.05,56445.22
26524,221.00,37,1766.64,63900.60
26536,2.00,59,1850.61,7063.41
26551,43.00,85,1725.05,-8330.19
26563,51.00,104,1598.25,-10666.45
26575,232.00,125,1766.64,14165.52
