Time(ms),MotorCurrent,Position,Velocity,Acceleration
23156,24.000000,19,1501.501502,-994139.751731
23158,5.000000,23,2014.098691,258105.331991
23178,95.000000,3,112.208259,653198.304611
23180,187.000000,3,0.000000,-58290.004430
23181,111.000000,4,596.302922,355577.174648
23183,31.000000,10,3010.536879,1211356.727141
23185,48.000000,14,1982.160555,-509601.746319
23187,32.000000,1,-6490.264603,-4229867.777384
23189,3.000000,4,1485.148515,3948224.315815
23191,175.000000,5,512.557663,-498508.893959
23193,189.000000,9,2029.426687,769593.619596
23195,257.000000,16,3434.739941,689555.080548
23197,186.000000,20,1963.672067,-722173.723296
23217,94.000000,2,55.741360,527407.020856
23219,207.000000,7,2552.322614,1274416.157983
23221,207.000000,4,-1461.988304,-1956291.870210
23223,214.000000,8,1966.568338,1685622.734682
23226,256.000000,4,-1964.636542,-1930847.190810
23228,217.000000,10,2929.687500,2389806.661250
23230,283.000000,1,-4420.432220,-3610078.447956
23232,203.000000,5,1947.419669,3100220.004371
23234,281.000000,11,2961.500494,500533.477120
23236,195.000000,3,-4000.000000,-3480750.246792
23238,225.000000,7,2080.083203,3161769.736520
23258,191.000000,2,0.000000,139913.804142
23259,134.000000,6,2312.138728,1336496.374754
23261,74.000000,11,2450.980392,68059.639134
23263,68.000000,0,-5575.266092,-4068041.806590
23265,11.000000,1,495.785821,3009941.454026
23267,2.000000,5,2019.182231,769003.740874
23269,250.000000,9,2096.436059,40489.427413
23271,174.000000,14,2593.360996,257741.149974
23273,236.000000,2,-5914.243470,-4193003.679418
23275,160.000000,2,0.000000,2893465.493977
23277,63.000000,0,-1150.747986,-662110.463861
23297,93.000000,8,223.214286,-99039.492873
23299,96.000000,1,-3558.718861,-1922690.974542
23301,38.000000,3,985.221675,2238394.352752
23303,50.000000,0,-1491.795127,-1231733.864585
23305,69.000000,2,943.396226,1148675.166612
23307,82.000000,3,496.277916,-221894.943316
23309,7.000000,2,-499.750125,-497765.137716
23311,3.000000,3,528.262018,543059.769096
23313,238.000000,0,-1602.564103,-1138261.816520
23315,173.000000,3,1468.428781,1503178.112466
23317,234.000000,1,-970.873786,-1184127.460006
23337,0.000000,9,334.485450,-36576.204193
23339,172.000000,1,-4664.723032,-2914990.368486
23341,120.000000,3,973.236010,2743532.380439
23343,162.000000,4,493.096647,-236755.109857
23345,85.000000,2,-1006.542526,-754725.301140
23347,61.000000,0,-1025.115325,-9519.630473
23349,57.000000,2,1015.744033,1036495.357023
23351,1.000000,6,2011.060835,500410.659671
23352,258.000000,2,-2089.864159,-2142594.040449
23354,182.000000,2,0.000000,1035611.575238
23356,111.000000,4,1156.069364,668248.187377
23373,266.000000,1,-543.847723,-205324.352439
23375,181.000000,5,2023.267577,1298490.288202
23377,240.000000,1,-1977.261493,-1977523.020252
23379,170.000000,5,1971.414490,1946119.262065
23381,225.000000,2,-1497.753370,-1731985.950994
23383,138.000000,3,499.500500,997629.305417
23385,181.000000,1,-1000.000000,-749750.249750
23387,55.000000,3,1031.459515,1047684.123370
23389,36.000000,7,2033.553635,509453.034958
23391,80.000000,2,-2515.090543,-2288050.391467
23393,2.000000,6,2041.858091,2326160.609557
23413,59.000000,5,278.148643,188684.735224
23415,1.000000,9,2022.244692,881747.244172
23417,282.000000,14,2605.523710,303949.462563
23419,187.000000,19,2465.483235,-69053.488931
23421,242.000000,2,-8525.576730,-5512066.180995
23423,170.000000,6,1952.171791,5113591.274431
23425,230.000000,11,2501.250625,274676.755475
23427,150.000000,16,2458.210423,-21160.374877
23429,181.000000,0,-8196.721311,-5458469.126172
23431,116.000000,5,2439.024390,5188168.634985
23433,191.000000,2,-1440.922190,-1863567.041520
23453,97.000000,4,-56.455710,-85845.681355
23455,109.000000,7,1539.250898,818730.943249
23457,21.000000,10,1506.780512,-16308.581412
23458,0.000000,12,1021.450460,-247870.302683
23460,190.000000,13,575.373993,-256660.797789
23462,85.000000,13,0.000000,-297043.878728
23464,146.000000,14,611.620795,374079.997007
23466,207.000000,0,-7038.712921,-3846321.627035
23468,129.000000,0,0.000000,3452041.648389
23470,88.000000,-1,-582.072177,-338808.019179
23471,17.000000,-3,-1022.494888,-225164.984957
23491,115.000000,-13,-401.192114,65271.031296
23493,136.000000,-13,0.000000,204065.164654
23495,128.000000,-10,1761.597181,1034408.209891
23497,3.000000,-6,1962.708538,98680.744032
23498,192.000000,-1,2653.927813,366889.211986
23500,121.000000,3,1982.160555,-332887.640316
23503,180.000000,6,1480.750247,-247487.812544
23504,85.000000,9,1534.526854,27507.216076
23506,99.000000,14,2587.991718,545271.668844
23508,18.000000,19,2502.502503,-42787.395357
23510,2.000000,24,2577.319588,38565.507797
23530,166.000000,70,2360.213543,14139.984750
23532,144.000000,74,1982.160555,-187340.430191
23534,225.000000,78,1986.097319,1954.698989
23536,111.000000,82,2081.165453,49463.128972
23538,181.000000,86,2010.050251,-35736.282109
23540,76.000000,91,2505.010020,247975.836064
23542,136.000000,96,2498.750625,-3128.133609
23544,29.000000,100,2033.553635,-236500.757352
23546,33.000000,2,-50515.463918,-27087122.449744
23548,52.000000,6,1951.219512,25593504.112059
23550,16.000000,10,1974.333662,11408.761201
23570,24.000000,2,55.747575,256505.860209
23572,40.000000,6,2057.613169,1029766.251926
23574,121.000000,10,2049.180328,-4320.102897
23576,125.000000,14,2032.520325,-8465.448509
23578,215.000000,18,2083.333333,26465.108401
23580,88.000000,21,1498.501499,-292123.793622
23582,202.000000,25,2008.032129,255788.468882
23584,60.000000,29,2013.085053,2542.991610
23586,90.000000,33,2114.164905,53424.868932
23587,111.000000,37,2088.772846,-13259.560788
23589,1.000000,41,2012.072435,-38581.695848
23609,256.000000,79,1904.015232,-12208.135913
23611,99.000000,83,2017.145739,57050.179858
23613,242.000000,86,1537.672988,-245757.432377
23615,79.000000,90,1965.601966,210284.509774
23617,198.000000,94,2016.129032,25467.271500
23619,40.000000,98,2018.163471,1026.457610
23621,89.000000,102,2100.840336,43422.723158
23623,96.000000,106,2029.426687,-36232.191362
23625,1.000000,110,2023.267577,-3115.381803
23627,243.000000,114,2142.474558,63849.480974
23629,73.000000,117,1502.253380,-320591.476237
23649,259.000000,152,1795.735129,16889.271501
23651,64.000000,155,1494.768311,-149958.554139
23653,220.000000,158,1516.683519,11079.478157
23655,25.000000,161,1521.298174,2340.089116
23657,122.000000,165,2088.772846,296331.421154
23659,66.000000,169,1973.359645,-56937.938410
23661,57.000000,172,1505.268440,-234867.639366
23663,148.000000,176,2006.018054,251128.191888
23665,2.000000,179,1489.572989,-256427.539765
23666,285.000000,182,1567.398119,40660.987485
23668,62.000000,185,1536.885246,-15631.594888
23688,261.000000,218,1681.143177,8610.157972
23690,53.000000,221,1512.859304,-84863.274471
23692,203.000000,224,1511.335013,-767.905033
23694,23.000000,228,2053.388090,278261.333550
23696,130.000000,232,2001.000500,-26206.898499
23698,88.000000,236,2038.735984,19233.171988
23700,2.000000,239,1529.051988,-259777.775700
23702,272.000000,242,1574.803150,24016.357921
23704,77.000000,246,2025.316456,228108.003083
23706,230.000000,249,1515.151515,-257659.060881
23708,55.000000,252,1461.276181,-26242.247420
23728,236.000000,287,1789.208834,13710.076426
23730,59.000000,291,2002.002002,106503.086979
23732,188.000000,295,2043.944813,21432.198001
23734,18.000000,299,1994.017946,-24888.767362
23736,114.000000,303,2050.230651,28812.252582
23738,76.000000,308,2501.250625,225622.798582
23740,40.000000,312,1998.001998,-251372.940715
23742,188.000000,316,2065.049045,34613.860048
23744,101.000000,320,2018.163471,-23655.688029
23746,255.000000,324,2009.040683,-4582.013143
23748,78.000000,328,2029.426687,10342.975082
23767,180.000000,368,2033.783402,1226.539035
23769,26.000000,373,2575.991757,279344.850468
23771,89.000000,377,2012.072435,-283661.630895
23773,61.000000,382,2523.977789,258407.548909
23775,1.000000,386,2012.072435,-257497.663173
23777,247.000000,391,2627.430373,323362.027581
23779,129.000000,396,2464.268112,-80415.111249
23781,218.000000,400,1999.000500,-232517.547536
23783,114.000000,405,2490.039841,244541.504426
23785,197.000000,411,2982.107356,244566.359457
23805,115.000000,59,-20232.191163,-1334849.557124
23807,217.000000,81,10242.085661,14187279.713357
23809,1.000000,119,17055.655296,3058155.132473
23811,70.000000,162,20574.162679,1683496.355596
23813,29.000000,200,18043.684710,-1201556.490539
23816,56.000000,214,6958.250497,-5509659.151756
23818,3.000000,205,-4375.303841,-5509749.313351
23819,197.000000,199,-3144.654088,644994.629190
23822,154.000000,204,2448.579824,2739095.941113
23824,206.000000,214,4899.559040,1200871.737376
23843,153.000000,256,2025.430404,-53077.355083
23845,213.000000,262,3012.048193,495290.054624
23847,135.000000,267,2488.800398,-260451.863894
23849,193.000000,273,2977.667494,242613.943220
23851,125.000000,278,2464.268112,-253030.744912
23853,166.000000,282,2033.553635,-218970.247785
23855,96.000000,2,-137999.014293,-69015558.367537
23857,162.000000,6,1943.634597,67999343.483698
23860,108.000000,2,-1937.046005,-1879264.213820
23862,158.000000,8,2968.827313,2427448.450299
23884,169.000000,24,481.579581,-118936.860648
23886,225.000000,28,1994.017946,753957.310636
23888,139.000000,32,2037.697402,22251.378387
23890,195.000000,38,2983.590254,470359.448866
23892,112.000000,43,2538.071066,-226151.871886
23894,156.000000,48,2498.750625,-19650.395453
23896,73.000000,52,2010.050251,-245578.077101
23898,108.000000,55,1503.759398,-253779.876070
23900,42.000000,58,1496.259352,-3740.671758
23902,10.000000,62,2048.131080,282576.410020
23904,122.000000,68,3084.832905,533008.650126
