Time (ms), Position
25012, 344
25014, 344
25016, 344
25018, 344
25020, 344
25022, 344
25024, 343
25026, 344
25028, 344
25030, 344
25032, 343
25034, 344
25036, 343
25038, 343
25040, 343
25042, 343
25044, 343
25046, 343
25048, 344
25050, 344
25052, 344
25054, 343
25056, 343
25058, 343
25060, 343
25062, 343
25064, 343
25066, 343
25068, 343
25070, 343
25072, 343
25074, 343
25076, 343
25078, 343
25080, 343
25082, 343
25084, 343
25086, 343
25088, 343
25090, 343
25092, 343
25094, 343
25096, 343
25098, 343
25100, 343
25102, 343
25104, 343
25106, 343
25108, 343
25110, 343
25112, 343
25114, 343
25116, 343
25118, 343
25120, 343
25122, 343
25124, 344
25126, 344
25128, 343
25130, 343
25132, 343
25134, 344
25136, 343
25138, 343
25140, 343
25142, 344
25144, 344
25146, 343
25148, 343
25150, 344
25152, 343
25154, 344
25156, 343
25158, 343
25160, 344
25162, 344
25164, 343
25166, 343
25168, 344
25170, 344
25172, 344
25174, 343
25176, 343
25178, 344
25180, 344
25182, 344
25184, 344
25186, 344
25188, 343
25190, 344
25192, 344
25194, 344
25196, 344
25198, 344
25200, 344
25202, 344
25204, 344
25206, 344
25208, 344
25210, 344
25212, 344
25214, 344
25216, 344
25218, 344
25220, 344
25222, 344
25224, 344
25226, 344
25228, 344
25230, 344
25232, 344
25234, 344
25236, 344
25238, 344
25240, 344
25242, 344
25244, 344
25246, 344
25248, 343
25250, 344
25252, 344
25254, 344
25256, 344
25258, 344
25260, 344
25262, 344
25264, 344
25266, 343
25268, 343
25270, 343
25272, 344
25274, 343
25276, 343
25278, 343
25280, 344
25282, 343
25284, 343
25286, 343
25288, 343
25290, 343
25292, 343
25294, 343
25296, 343
25298, 343
25300, 343
25302, 343
25304, 343
25306, 343
25308, 343
25310, 343
25312, 343
25314, 343
25316, 343
25318, 343
25320, 343
25322, 343
25324, 343
25326, 343
25328, 343
25330, 343
25332, 343
25334, 343
25336, 343
25338, 343
25340, 343
25342, 343
25344, 343
25346, 343
25348, 343
25350, 343
25352, 343
25354, 343
25356, 343
25358, 343
25360, 343
25362, 343
25364, 343
25366, 343
25368, 343
25370, 343
25372, 343
25374, 343
25376, 343
25378, 343
25380, 343
25382, 343
25384, 343
25386, 343
25388, 343
25390, 343
25392, 343
25394, 343
25396, 343
25398, 343
25400, 343
25402, 343
25404, 343
25406, 343
25408, 343
25410, 343
25412, 343
25414, 343
25416, 343
25418, 343
25420, 343
25422, 343
25424, 343
25426, 343
25428, 343
25430, 343
25432, 343
25434, 343
25436, 343
25438, 343
25440, 343
25442, 343
25444, 343
25446, 343
25448, 343
25450, 343
25452, 343
25454, 343
25456, 343
25458, 343
25460, 343
25462, 343
25464, 343
25466, 343
25468, 343
25470, 343
25472, 343
25474, 343
25476, 343
25478, 343
25480, 343
25482, 343
25484, 343
25486, 343
25488, 343
25490, 343
25492, 343
25494, 343
25496, 343
25498, 343
25500, 343
25502, 343
25504, 343
25506, 343
25508, 343
25510, 343
25512, 343
25514, 343
25516, 343
25518, 343
25520, 343
25522, 343
25524, 343
25526, 343
25528, 343
25530, 343
25532, 343
25534, 343
25536, 343
25538, 343
25540, 343
25542, 343
25544, 343
25546, 343
25548, 343
25550, 343
25552, 343
25554, 343
25556, 343
25558, 344
25560, 344
25562, 343
25564, 344
25566, 344
25568, 344
25570, 345
25572, 346
25574, 349
25576, 351
25578, 352
25580, 352
25582, 352
25584, 352
25586, 352
25588, 352
25590, 352
25592, 352
25594, 352
25596, 352
25598, 352
25600, 352
25602, 352
25604, 352
25606, 352
25608, 352
25610, 352
25612, 352
25614, 352
25616, 352
25618, 352
25620, 352
25622, 352
25624, 352
25626, 352
25628, 352
25630, 352
25632, 352
25634, 352
25636, 352
25638, 352
25640, 352
25642, 352
25644, 353
25646, 353
25648, 354
25650, 355
25652, 356
25654, 358
25656, 359
25658, 362
25660, 364
25662, 367
25664, 371
25666, 375
25668, 380
25670, 385
25672, 389
25674, 392
25676, 395
25678, 397
25680, 399
25682, 401
25684, 402
25686, 404
25688, 406
25690, 407
25692, 409
25694, 410
25696, 412
25698, 413
25700, 414
25702, 415
25704, 416
25706, 417
25708, 417
25710, 418
25712, 418
25714, 418
25716, 418
25718, 419
25720, 419
25722, 420
25724, 420
25726, 420
25728, 421
25730, 421
25732, 421
25734, 422
25736, 422
25738, 423
25740, 423
25742, 424
25744, 425
25746, 426
25748, 427
25750, 428
25752, 430
25754, 432
25756, 434
25758, 436
25760, 437
25762, 439
25764, 442
25766, 444
25768, 447
25770, 450
25772, 454
25774, 459
25776, 465
25778, 472
25780, 479
25782, 486
25784, 492
25786, 497
25788, 502
25790, 507
25792, 513
25794, 518
25796, 523
25798, 528
25800, 534
25802, 539
25804, 544
25806, 548
25808, 552
25810, 556
25812, 559
25814, 562
25816, 566
25818, 569
25820, 573
25822, 577
25824, 581
25826, 586
25828, 591
25830, 596
25832, 602
25834, 609
25836, 615
25838, 621
25840, 628
25842, 633
25844, 638
25846, 643
25848, 648
25850, 652
25852, 657
25854, 661
25856, 666
25858, 669
25860, 674
25862, 679
25864, 684
25866, 688
25868, 692
25870, 695
25872, 698
25874, 700
25876, 703
25878, 705
25880, 708
25882, 711
25884, 715
25886, 719
25888, 724
25890, 729
25892, 735
25894, 742
25896, 750
25898, 755
25900, 759
25902, 763
25904, 766
25906, 770
25908, 773
25910, 776
25912, 779
25914, 781
25916, 783
25918, 785
25920, 786
25922, 787
25924, 789
25926, 790
25928, 791
25930, 792
25932, 793
25934, 794
25936, 794
25938, 795
25940, 796
25942, 796
25944, 797
25946, 797
25948, 798
25950, 798
25952, 799
25954, 800
25956, 800
25958, 801
25960, 802
25962, 803
25964, 803
25966, 804
25968, 805
25970, 805
25972, 806
25974, 806
25976, 807
25978, 807
25980, 808
25982, 808
25984, 808
25986, 809
25988, 809
25990, 810
25992, 810
25994, 810
25996, 811
25998, 811
26000, 811
26002, 812
26004, 812
26006, 812
26008, 813
26010, 813
26012, 813
26014, 814
26016, 814
26018, 814
26020, 815
26022, 815
26024, 815
26026, 816
26028, 816
26030, 817
26032, 817
26034, 817
26036, 818
26038, 818
26040, 819
26042, 819
26044, 820
26046, 820
26048, 821
26050, 821
26052, 822
26054, 822
26056, 823
26058, 823
26060, 824
26062, 824
26064, 824
26066, 825
26068, 825
26070, 826
26072, 826
26074, 827
26076, 827
26078, 827
26080, 828
26082, 828
26084, 828
26086, 829
26088, 829
26090, 829
26092, 829
26094, 830
26096, 830
26098, 830
26100, 830
26102, 830
26104, 830
26106, 831
26108, 831
26110, 831
26112, 831
26114, 831
26116, 831
26118, 831
26120, 831
26122, 831
26124, 831
26126, 832
26128, 832
26130, 832
26132, 832
26134, 833
26136, 833
26138, 833
26140, 834
26142, 834
26144, 835
26146, 835
26148, 835
26150, 836
26152, 836
26154, 837
26156, 837
26158, 838
26160, 838
26162, 838
26164, 839
26166, 839
26168, 839
26170, 840
26172, 840
26174, 840
26176, 841
26178, 841
26180, 841
26182, 842
26184, 842
26186, 842
26188, 843
26190, 843
26192, 843
26194, 843
26196, 843
26198, 844
26200, 844
26202, 844
26204, 844
26206, 844
26208, 844
26210, 845
26212, 845
26214, 845
26216, 845
26218, 845
26220, 845
26222, 845
26224, 845
26226, 846
26228, 846
26230, 846
26232, 846
26234, 847
26236, 847
26238, 847
26240, 847
26242, 847
26244, 847
26246, 847
26248, 847
26250, 848
26252, 848
26254, 848
26256, 848
26258, 848
26260, 848
26262, 848
26264, 848
26266, 848
26268, 848
26270, 848
26272, 849
26274, 849
26276, 849
26278, 849
26280, 849
26282, 849
26284, 849
26286, 849
26288, 849
26290, 849
26292, 849
26294, 849
26296, 850
26298, 850
26300, 850
26302, 850
26304, 851
26306, 851
26308, 851
26310, 851
26312, 851
26314, 852
26316, 852
26318, 852
26320, 852
26322, 852
26324, 852
26326, 853
26328, 853
26330, 853
26332, 853
26334, 853
26336, 854
26338, 854
26340, 854
26342, 854
26344, 854
26346, 854
26348, 855
26350, 854
26352, 855
26354, 855
26356, 855
26358, 855
26360, 855
26362, 855
26364, 855
26366, 855
26368, 855
26370, 855
26372, 855
26374, 855
26376, 855
26378, 855
26380, 855
26382, 855
26384, 855
26386, 855
26388, 855
26390, 855
26392, 855
26394, 855
26396, 855
26398, 855
26400, 855
26402, 855
26404, 855
26406, 855
26408, 855
26410, 855
26412, 855
26414, 855
26416, 855
26418, 855
26420, 855
26422, 855
26424, 855
26426, 855
26428, 855
26430, 855
26432, 855
26434, 855
26436, 855
26438, 855
26440, 855
26442, 855
26444, 855
26446, 855
26448, 855
26450, 855
26452, 855
26454, 855
26456, 855
26458, 855
26460, 855
26462, 855
26464, 855
26466, 855
26468, 855
26470, 855
26472, 855
26474, 855
26476, 855
26478, 855
26480, 855
26482, 855
26484, 855
26486, 855
26488, 855
26490, 855
26492, 855
26494, 855
26496, 855
26498, 855
26500, 855
26502, 855
26504, 855
26506, 855
26508, 855
26510, 855
26512, 855
26514, 855
26516, 855
26518, 855
26520, 855
26522, 855
26524, 855
26526, 855
26528, 855
26530, 855
26532, 855
26534, 855
26536, 855
26538, 855
26540, 855
26542, 855
26544, 855
26546, 855
26548, 855
26550, 855
26552, 855
26554, 855
26556, 855
26558, 855
26560, 855
26562, 855
26564, 855
26566, 855
26568, 855
26570, 855
26572, 855
26574, 855
26576, 855
26578, 855
26580, 855
26582, 855
26584, 855
26586, 855
26588, 855
26590, 855
26592, 855
26594, 855
26596, 855
26598, 855
26600, 855
26602, 855
26604, 855
26606, 855
26608, 855
26610, 855
26612, 855
26614, 855
26616, 855
26618, 855
26620, 855
26622, 855
26624, 855
26626, 855
26628, 855
26630, 855
26632, 855
26634, 855
26636, 855
26638, 855
26640, 855
26642, 855
26644, 855
26646, 855
26648, 855
26650, 855
26652, 855
26654, 855
26656, 855
26658, 855
26660, 855
26662, 855
26664, 855
26666, 855
26668, 855
26670, 855
26672, 855
26674, 855
26676, 855
26678, 855
26680, 855
26682, 855
26684, 856
26686, 856
26688, 856
26690, 855
26692, 855
26694, 855
26696, 855
26698, 856
26700, 855
26702, 856
26704, 856
26706, 855
26708, 856
26710, 856
26712, 856
26714, 856
26716, 856
26718, 856
26720, 856
26722, 856
26724, 856
26726, 856
26728, 856
26730, 856
26732, 856
26734, 856
26736, 857
26738, 857
26740, 857
26742, 857
26744, 857
26746, 857
26748, 857
26750, 857
26752, 857
26754, 857
26756, 858
26758, 857
26760, 858
26762, 858
26764, 858
26766, 858
26768, 858
26770, 858
26772, 858
26774, 858
26776, 858
26778, 858
26780, 858
26782, 858
26784, 858
26786, 858
26788, 859
26790, 859
26792, 859
26794, 859
26796, 859
26798, 859
26800, 859
26802, 859
26804, 859
26806, 859
26808, 860
26810, 860
26812, 860
26814, 860
26816, 860
26818, 860
26820, 860
26822, 860
26824, 860
26826, 861
26828, 861
26830, 861
26832, 861
26834, 861
26836, 861
26838, 861
26840, 861
26842, 861
26844, 861
26846, 861
26848, 861
26850, 861
26852, 861
26854, 861
26856, 861
26858, 861
26860, 861
26862, 861
26864, 861
26866, 861
26868, 861
26870, 861
26872, 861
26874, 861
26876, 861
26878, 861
26880, 861
26882, 861
26884, 861
26886, 861
26888, 861
26890, 861
26892, 861
26894, 861
26896, 861
26898, 861
26900, 861
26902, 861
26904, 861
26906, 861
26908, 861
26910, 861
26912, 861
26914, 861
26916, 861
26918, 861
26920, 861
26922, 861
26924, 861
26926, 861
26928, 861
26930, 861
26932, 861
26934, 861
26936, 861
26938, 861
26940, 861
26942, 861
26944, 861
26946, 861
26948, 861
26950, 861
26952, 861
26954, 861
26956, 861
26958, 861
26960, 861
26962, 861
26964, 861
26966, 861
26968, 861
26970, 861
26972, 861
26974, 861
26976, 861
26978, 861
26980, 861
26982, 861
26984, 861
26986, 861
26988, 861
26990, 861
26992, 861
26994, 861
26996, 861
26998, 861
27000, 861
27002, 861
27004, 861
27006, 861
27008, 861
27010, 861
27012, 861
27014, 861
27016, 861
27018, 861
27020, 861
27022, 861
27024, 861
27026, 861
27028, 861
27030, 861
27032, 861
27034, 861
27036, 861
27038, 861
27040, 861
27042, 861
27044, 861
27046, 861
27048, 861
27050, 861
27052, 861
27054, 861
27056, 861
27058, 861
27060, 861
27062, 861
27064, 861
27066, 861
27068, 861
27070, 861
27072, 861
27074, 861
27076, 861
27078, 861
27080, 861
27082, 861
27084, 861
27086, 861
27088, 861
27090, 861
27092, 861
27094, 861
27096, 861
27098, 861
27100, 861
27102, 861
27104, 861
27106, 861
27108, 861
27110, 862
27112, 862
27114, 862
27116, 862
27118, 862
27120, 862
27122, 862
27124, 862
27126, 862
27128, 862
27130, 862
27132, 862
27134, 862
27136, 862
27138, 862
27140, 862
27142, 862
27144, 862
27146, 862
27148, 862
27150, 862
27152, 862
27154, 862
27156, 862
27158, 862
27160, 862
27162, 862
27164, 862
27166, 862
27168, 862
27170, 862
27172, 862
27174, 862
27176, 862
27178, 862
27180, 862
27182, 862
27184, 862
27186, 862
27188, 862
27190, 862
27192, 862
27194, 862
27196, 862
27198, 862
27200, 862
27202, 862
27204, 861
27206, 862
27208, 862
27210, 862
27212, 862
27214, 862
27216, 861
27218, 862
27220, 862
27222, 862
27224, 861
27226, 862
27228, 861
27230, 862
27232, 861
27234, 862
27236, 862
27238, 862
27240, 861
27242, 861
27244, 861
27246, 862
27248, 862
27250, 861
27252, 861
27254, 861
27256, 861
27258, 861
27260, 862
27262, 861
27264, 861
27266, 861
27268, 861
27270, 861
27272, 861
27274, 861
27276, 861
27278, 861
27280, 861
27282, 861
27284, 861
27286, 861
27288, 861
27290, 861
27292, 861
27294, 861
27296, 861
27298, 861
27300, 861
27302, 861
27304, 861
27306, 861
27308, 861
27310, 861
27312, 861
27314, 861
27316, 861
27318, 861
27320, 861
27322, 861
27324, 861
27326, 861
27328, 861
27330, 861
27332, 861
27334, 861
27336, 861
27338, 861
27340, 861
27342, 861
27344, 861
27346, 861
27348, 861
27350, 861
27352, 861
27354, 861
27356, 861
27358, 861
27360, 861
27362, 861
27364, 861
27366, 861
27368, 861
27370, 861
27372, 861
27374, 861
27376, 861
27378, 861
27380, 861
27382, 861
27384, 861
27386, 861
27388, 861
27390, 861
27392, 861
27394, 861
27396, 861
27398, 861
27400, 861
27402, 861
27404, 861
27406, 861
27408, 861
27410, 861
27412, 861
27414, 861
27416, 861
27418, 861
27420, 861
27422, 861
27424, 861
27426, 861
27428, 861
27430, 861
27432, 861
27434, 861
27436, 861
27438, 861
27440, 861
27442, 861
27444, 861
27446, 861
27448, 861
27450, 861
27452, 861
27454, 861
27456, 861
27458, 861
27460, 861
27462, 861
27464, 861
27466, 861
27468, 861
27470, 861
27472, 861
27474, 861
27476, 861
27478, 861
27480, 861
27482, 861
27484, 861
27486, 861
27488, 861
27490, 861
27492, 861
27494, 861
27496, 861
27498, 861
27500, 861
27502, 861
27504, 861
27506, 861
27508, 861
27510, 861
27512, 861
27514, 861
27516, 861
27518, 861
27520, 861
27522, 861
27524, 861
27526, 861
27528, 861
27530, 861
27532, 861
27534, 861
27536, 861
27538, 861
27540, 861
27542, 861
27544, 861
27546, 861
27548, 861
27550, 861
27552, 861
27554, 861
27556, 861
27558, 861
27560, 861
27562, 861
27564, 861
27566, 861
27568, 861
27570, 861
27572, 861
27574, 861
27576, 861
27578, 861
27580, 861
27582, 861
27584, 861
27586, 861
27588, 861
27590, 861
27592, 861
27594, 861
27596, 861
27598, 861
27600, 861
27602, 861
27604, 861
27606, 861
27608, 861
27610, 861
27612, 861
27614, 861
27616, 861
27618, 861
27620, 860
27622, 859
27624, 857
27626, 855
27628, 853
27630, 850
27632, 846
27634, 842
27636, 837
27638, 832
27640, 827
27642, 821
27644, 816
27646, 812
27648, 807
27650, 803
27652, 799
27654, 795
27656, 790
27658, 785
27660, 780
27662, 774
27664, 768
27666, 762
27668, 757
27670, 755
27672, 755
27674, 755
27676, 754
27678, 754
27680, 754
27682, 753
27684, 752
27686, 752
27688, 751
27690, 750
27692, 750
27694, 749
27696, 749
27698, 748
27700, 748
27702, 747
27704, 747
27706, 746
27708, 746
27710, 745
27712, 745
27714, 745
27716, 744
27718, 744
27720, 743
27722, 743
27724, 743
27726, 742
27728, 741
27730, 741
27732, 740
27734, 740
27736, 739
27738, 739
27740, 738
27742, 737
27744, 736
27746, 735
27748, 733
27750, 732
27752, 729
27754, 726
27756, 723
27758, 718
27760, 713
27762, 708
27764, 703
27766, 699
27768, 695
27770, 691
27772, 687
27774, 683
27776, 679
27778, 676
27780, 672
27782, 669
27784, 666
27786, 663
27788, 661
27790, 658
27792, 656
27794, 653
27796, 650
27798, 648
27800, 645
27802, 643
27804, 641
27806, 640
27808, 638
27810, 637
27812, 635
27814, 634
27816, 632
27818, 630
27820, 629
27822, 627
27824, 626
27826, 624
27828, 623
27830, 621
27832, 619
27834, 618
27836, 616
27838, 614
27840, 612
27842, 611
27844, 609
27846, 607
27848, 605
27850, 603
27852, 601
27854, 599
27856, 597
27858, 595
27860, 593
27862, 591
27864, 589
27866, 587
27868, 585
27870, 584
27872, 582
27874, 579
27876, 577
27878, 575
27880, 573
27882, 571
27884, 569
27886, 568
27888, 567
27890, 566
27892, 565
27894, 564
27896, 563
27898, 563
27900, 562
27902, 561
27904, 561
27906, 560
27908, 560
27910, 559
27912, 559
27914, 558
27916, 558
27918, 558
27920, 557
27922, 557
27924, 557
27926, 556
27928, 556
27930, 556
27932, 555
27934, 555
27936, 554
27938, 554
27940, 554
27942, 553
27944, 553
27946, 552
27948, 551
27950, 551
27952, 550
27954, 549
27956, 548
27958, 546
27960, 545
27962, 543
27964, 541
27966, 539
27968, 537
27970, 535
27972, 533
27974, 531
27976, 530
27978, 528
27980, 527
27982, 525
27984, 524
27986, 522
27988, 521
27990, 520
27992, 519
27994, 519
27996, 518
27998, 517
28000, 516
28002, 515
28004, 514
28006, 513
28008, 512
28010, 511
28012, 510
28014, 510
28016, 509
28018, 508
28020, 508
28022, 507
28024, 507
28026, 506
28028, 506
28030, 505
28032, 505
28034, 504
28036, 504
28038, 503
28040, 503
28042, 502
28044, 502
28046, 501
28048, 501
28050, 500
28052, 500
28054, 500
28056, 499
28058, 499
28060, 499
28062, 498
28064, 498
28066, 498
28068, 498
28070, 497
28072, 497
28074, 497
28076, 496
28078, 496
28080, 496
28082, 496
28084, 495
28086, 495
28088, 495
28090, 494
28092, 494
28094, 494
28096, 493
28098, 492
28100, 492
28102, 491
28104, 490
28106, 489
28108, 489
28110, 488
28112, 487
28114, 486
28116, 485
28118, 484
28120, 483
28122, 482
28124, 480
28126, 479
28128, 478
28130, 476
28132, 475
28134, 473
28136, 471
28138, 470
28140, 468
28142, 467
28144, 465
28146, 464
28148, 463
28150, 462
28152, 461
28154, 461
28156, 460
28158, 459
28160, 459
28162, 458
28164, 458
28166, 457
28168, 457
28170, 456
28172, 456
28174, 456
28176, 455
28178, 455
28180, 454
28182, 454
28184, 453
28186, 452
28188, 452
28190, 451
28192, 450
28194, 450
