Time (ms), Position
15346, 639
15348, 646
15350, 651
15352, 657
15354, 663
15356, 668
15358, 674
15360, 680
15362, 687
15364, 692
15366, 698
15368, 704
15370, 712
15372, 719
15374, 726
15376, 734
15378, 742
15380, 748
15382, 754
15384, 759
15386, 765
15388, 771
15390, 777
15392, 783
15394, 788
15396, 794
15398, 801
15400, 808
15402, 814
15404, 821
15406, 827
15408, 832
15410, 838
15412, 844
15414, 849
15416, 854
15418, 859
15420, 864
15422, 869
15424, 875
15426, 882
15428, 887
15430, 894
15432, 901
15434, 907
15436, 912
15438, 918
15440, 923
15442, 928
15444, 934
15446, 940
15448, 945
15450, 950
15452, 957
15454, 964
15456, 970
15458, 978
15460, 985
15462, 991
15464, 997
15466, 1004
15468, 1010
15470, 1016
15472, 1022
15474, 1028
15476, 1033
15478, 1038
15480, 1044
15482, 1051
15484, 1057
15486, 1063
15488, 1070
15490, 1076
15492, 1081
15494, 1086
15496, 1092
15498, 1098
15500, 1103
15502, 1109
15504, 1114
15506, 1118
15508, 1125
15510, 1131
15512, 1137
15514, 1143
15516, 1150
15518, 1156
15520, 1161
15522, 1167
15524, 1173
15526, 1179
15528, 1184
15530, 1191
15532, 1197
15534, 1202
15536, 1208
15538, 1215
15540, 1222
15542, 1228
15544, 1235
15546, 1241
15548, 1247
15550, 1253
15552, 1259
15554, 1265
15556, 1271
15558, 1278
15560, 1283
15562, 1289
15564, 1295
15566, 1302
15568, 1308
15570, 1314
15572, 1321
15574, 1327
15576, 1333
15578, 1338
15580, 1344
15582, 1350
15584, 1356
15586, 1362
15588, 1367
15590, 1373
15592, 1378
15594, 1385
15596, 1391
15598, 1397
15600, 1403
15602, 1410
15604, 1415
15606, 1420
15608, 1427
15610, 1432
15612, 1438
15614, 1444
15616, 1450
15618, 1455
15620, 1461
15622, 1468
15624, 1475
15626, 1481
15628, 1487
15630, 1495
15632, 1501
15634, 1507
15636, 1514
15638, 1520
15640, 1526
15642, 1532
15644, 1539
15646, 1544
15648, 1550
15650, 1556
15652, 1563
15654, 1569
15656, 1575
15658, 1583
15660, 1588
15662, 1594
15664, 1599
15666, 1606
15668, 1611
15670, 1617
15672, 1623
15674, 1629
15676, 1634
15678, 1640
15680, 1646
15682, 1652
15684, 1658
15686, 1664
15688, 1670
15690, 1676
15692, 1682
15694, 1688
15696, 1694
15698, 1700
15700, 1707
15702, 1713
15704, 1720
15706, 1726
15708, 1731
15710, 1739
15712, 1745
15714, 1751
15716, 1758
15718, 1766
15720, 1773
15722, 1779
15724, 1785
15726, 1791
15728, 1797
15730, 1803
15732, 1810
15734, 1816
15736, 1821
15738, 1827
15740, 1833
15742, 1839
15744, 1845
15746, 1851
15748, 1856
15750, 1861
15752, 1867
15754, 1872
15756, 1878
15758, 1883
15760, 1889
15762, 1895
15764, 1900
15766, 1906
15768, 1911
15770, 1917
15772, 1922
15774, 1928
15776, 1934
15778, 1940
15780, 1945
15782, 1951
15784, 1957
15786, 1963
15788, 1969
15790, 1976
15792, 1981
15794, 1987
15796, 1993
15798, 1999
15800, 2005
15802, 2012
15804, 2018
15806, 2024
15808, 2030
15810, 2037
15812, 2042
15814, 2047
15816, 2054
15818, 2060
15820, 2066
15822, 2072
15824, 2077
15826, 2082
15828, 2088
15830, 2093
15832, 2099
15834, 2104
15836, 2109
15838, 2115
15840, 2120
15842, 2126
15844, 2131
15846, 2137
15848, 2143
15850, 2149
15852, 2154
15854, 2159
15856, 2164
15858, 2169
15860, 2174
15862, 2180
15864, 2185
15866, 2190
15868, 2195
15870, 2201
15872, 2206
15874, 2211
15876, 2218
15878, 2224
15880, 2230
15882, 2236
15884, 2241
15886, 2247
15888, 2253
15890, 2258
15892, 2263
15894, 2269
15896, 2275
15898, 2281
15900, 2286
15902, 2292
15904, 2298
15906, 2304
15908, 2310
15910, 2316
15912, 2323
15914, 2327
15916, 2333
15918, 2338
15920, 2343
15922, 2348
15924, 2354
15926, 2359
15928, 2364
15930, 2369
15932, 2374
15934, 2380
15936, 2385
15938, 2390
15940, 2396
15942, 2402
15944, 2407
15946, 2412
15948, 2417
15950, 2422
15952, 2427
15954, 2432
15956, 2437
15958, 2442
15960, 2447
15962, 2452
15964, 2458
15966, 2463
15968, 2468
15970, 2475
15972, 2481
15974, 2487
15976, 2492
15978, 2498
15980, 2504
15982, 2509
15984, 2515
15986, 2520
15988, 2526
15990, 2531
15992, 2536
15994, 2542
15996, 2548
15998, 2554
16000, 2559
16002, 2566
16004, 2572
16006, 2578
16008, 2583
16010, 2588
16012, 2593
16014, 2598
16016, 2602
16018, 2608
16020, 2612
16022, 2617
16024, 2622
16026, 2627
16028, 2633
16030, 2638
16032, 2643
16034, 2649
16036, 2655
16038, 2660
16040, 2665
16042, 2670
16044, 2675
16046, 2679
16048, 2685
16050, 2689
16052, 2694
16054, 2699
16056, 2704
16058, 2709
16060, 2715
16062, 2720
16064, 2725
16066, 2731
16068, 2737
16070, 2744
16072, 2748
16074, 2754
16076, 2759
16078, 2765
16080, 2770
16082, 2775
16084, 2781
16086, 2787
16088, 2793
16090, 2798
16092, 2805
16094, 2810
16096, 2815
16098, 2821
16100, 2828
16102, 2834
16104, 2838
16106, 2844
16108, 2849
16110, 2854
16112, 2859
16114, 2863
16116, 2868
16118, 2873
16120, 2878
16122, 2883
16124, 2888
16126, 2894
16128, 2899
16130, 2905
16132, 2910
16134, 2916
16136, 2921
16138, 2926
16140, 2931
16142, 2936
16144, 2941
16146, 2945
16148, 2950
16150, 2955
16152, 2960
16154, 2965
16156, 2971
16158, 2976
16160, 2982
16162, 2988
16164, 2995
16166, 3001
16168, 3007
16170, 3012
16172, 3018
16174, 3023
16176, 3029
16178, 3033
16180, 3039
16182, 3044
16184, 3049
16186, 3055
16188, 3061
16190, 3067
16192, 3072
16194, 3079
16196, 3085
16198, 3091
16200, 3096
16202, 3101
16204, 3107
16206, 3113
16208, 3117
16210, 3122
16212, 3126
16214, 3131
16216, 3136
16218, 3142
16220, 3148
16222, 3153
16224, 3159
16226, 3165
16228, 3172
16230, 3177
16232, 3182
16234, 3187
16236, 3193
16238, 3198
16240, 3203
16242, 3208
16244, 3213
16246, 3217
16248, 3223
16250, 3229
16252, 3234
16254, 3240
16256, 3246
16258, 3253
16260, 3260
16262, 3265
16264, 3270
16266, 3276
16268, 3282
16270, 3287
16272, 3292
16274, 3297
16276, 3302
16278, 3307
16280, 3314
16282, 3320
16284, 3326
16286, 3332
16288, 3339
16290, 3346
16292, 3352
16294, 3357
16296, 3363
16298, 3368
16300, 3373
16302, 3379
16304, 3384
16306, 3389
16308, 3394
16310, 3400
16312, 3406
16314, 3411
16316, 3416
16318, 3422
16320, 3430
16322, 3435
16324, 3440
16326, 3446
16328, 3452
16330, 3456
16332, 3461
16334, 3467
16336, 3472
16338, 3477
16340, 3483
16342, 3488
16344, 3495
16346, 3500
16348, 3507
16350, 3515
16352, 3521
16354, 3526
16356, 3532
16358, 3538
16360, 3543
16362, 3549
16364, 3555
16366, 3560
16368, 3565
16370, 3572
16372, 3577
16374, 3583
16376, 3589
16378, 3596
16380, 3603
16382, 3608
16384, 3614
16386, 3620
16388, 3625
16390, 3630
16392, 3636
16394, 3642
16396, 3646
16398, 3651
16400, 3657
16402, 3663
16404, 3669
16406, 3674
16408, 3681
16410, 3687
16412, 3693
16414, 3698
16416, 3704
16418, 3710
16420, 3716
16422, 3723
16424, 3728
16426, 3733
16428, 3738
16430, 3745
16432, 3751
16434, 3758
16436, 3764
16438, 3771
16440, 3778
16442, 3784
16444, 3790
16446, 3797
16448, 3803
16450, 3809
16452, 3816
16454, 3823
16456, 3828
16458, 3834
16460, 3841
16462, 3848
16464, 3855
16466, 3860
16468, 3866
16470, 3872
16472, 3877
16474, 3883
16476, 3889
16478, 3895
16480, 3900
16482, 3906
16484, 3911
16486, 3917
16488, 3922
16490, 3928
16492, 3934
16494, 3939
16496, 3945
16498, 3951
16500, 3956
16502, 3962
16504, 3969
16506, 3975
16508, 3981
16510, 3987
16512, 3992
16514, 3997
16516, 4003
16518, 4009
16520, 4015
16522, 4021
16524, 4028
16526, 4034
16528, 4040
16530, 4046
16532, 4052
16534, 4059
16536, 4066
16538, 4072
16540, 4078
16542, 4083
16544, 4090
16546, 0
16548, 6
16550, 12
16552, 18
16554, 24
16556, 29
16558, 35
16560, 42
16562, 48
16564, 55
16566, 61
16568, 67
16570, 72
16572, 77
16574, 83
16576, 88
16578, 95
16580, 101
16582, 107
16584, 112
16586, 117
16588, 123
16590, 130
16592, 136
16594, 142
16596, 148
16598, 154
16600, 159
16602, 165
16604, 171
16606, 177
16608, 183
16610, 189
16612, 195
16614, 200
16616, 206
16618, 213
16620, 219
16622, 226
16624, 232
16626, 238
16628, 243
16630, 247
16632, 251
16634, 256
16636, 262
16638, 268
16640, 274
16642, 279
16644, 285
16646, 292
16648, 297
16650, 304
16652, 311
16654, 316
16656, 321
16658, 327
16660, 332
16662, 338
16664, 344
16666, 350
16668, 355
16670, 360
16672, 366
16674, 373
16676, 379
16678, 386
16680, 393
16682, 399
16684, 404
16686, 409
16688, 415
16690, 420
16692, 427
16694, 433
16696, 440
16698, 444
16700, 451
16702, 458
16704, 465
16706, 470
16708, 478
16710, 484
16712, 490
16714, 496
16716, 502
16718, 508
16720, 514
16722, 521
16724, 528
16726, 533
16728, 538
16730, 545
16732, 552
16734, 557
16736, 565
16738, 571
16740, 576
16742, 581
16744, 587
16746, 592
16748, 598
16750, 604
16752, 611
16754, 616
16756, 621
16758, 627
16760, 634
16762, 640
16764, 646
16766, 652
16768, 658
16770, 663
16772, 668
16774, 674
16776, 680
16778, 687
16780, 694
16782, 700
16784, 705
16786, 712
16788, 719
16790, 726
16792, 732
16794, 740
16796, 747
16798, 753
16800, 758
16802, 763
16804, 770
16806, 776
16808, 783
16810, 789
16812, 793
16814, 799
16816, 806
16818, 812
16820, 817
16822, 824
16824, 830
16826, 835
16828, 841
16830, 846
16832, 851
16834, 857
16836, 863
16838, 869
16840, 873
16842, 879
16844, 885
16846, 892
16848, 897
16850, 904
16852, 911
16854, 916
16856, 921
16858, 927
16860, 932
16862, 938
16864, 944
16866, 951
16868, 956
16870, 962
16872, 968
16874, 975
16876, 981
16878, 987
16880, 995
16882, 1001
16884, 1007
16886, 1013
16888, 1019
16890, 1024
16892, 1030
16894, 1037
16896, 1043
16898, 1048
16900, 1054
16902, 1060
16904, 1066
16906, 1072
16908, 1078
16910, 1083
16912, 1088
16914, 1093
16916, 1099
16918, 1105
16920, 1110
16922, 1116
16924, 1122
16926, 1127
16928, 1133
16930, 1138
16932, 1143
16934, 1149
16936, 1156
16938, 1161
16940, 1166
16942, 1171
16944, 1177
16946, 1183
16948, 1188
16950, 1195
16952, 1200
16954, 1207
16956, 1213
16958, 1219
16960, 1225
16962, 1231
16964, 1237
16966, 1244
16968, 1250
16970, 1255
16972, 1260
16974, 1266
16976, 1273
16978, 1278
16980, 1285
16982, 1291
16984, 1297
16986, 1303
16988, 1308
16990, 1314
16992, 1320
16994, 1325
16996, 1331
16998, 1337
17000, 1341
17002, 1346
17004, 1352
17006, 1357
17008, 1363
17010, 1369
17012, 1376
17014, 1382
17016, 1387
17018, 1392
17020, 1398
17022, 1403
17024, 1408
17026, 1414
17028, 1419
17030, 1423
17032, 1429
17034, 1435
17036, 1440
17038, 1446
17040, 1452
17042, 1459
17044, 1465
17046, 1471
17048, 1476
17050, 1482
17052, 1488
17054, 1493
17056, 1500
17058, 1504
17060, 1510
17062, 1516
17064, 1522
17066, 1527
17068, 1533
17070, 1540
17072, 1547
17074, 1552
17076, 1557
17078, 1563
17080, 1569
17082, 1574
17084, 1580
17086, 1586
17088, 1591
17090, 1596
17092, 1601
17094, 1607
17096, 1612
17098, 1618
17100, 1624
17102, 1631
17104, 1636
17106, 1642
17108, 1647
17110, 1652
17112, 1657
17114, 1662
17116, 1668
17118, 1673
17120, 1679
17122, 1684
17124, 1690
17126, 1696
17128, 1701
17130, 1707
17132, 1713
17134, 1719
17136, 1725
17138, 1731
17140, 1736
17142, 1742
17144, 1748
17146, 1754
17148, 1760
17150, 1767
17152, 1774
17154, 1780
17156, 1786
17158, 1792
17160, 1798
17162, 1804
17164, 1810
17166, 1815
17168, 1820
17170, 1826
17172, 1831
17174, 1836
17176, 1841
17178, 1846
17180, 1851
17182, 1856
17184, 1862
17186, 1867
17188, 1872
17190, 1878
17192, 1883
17194, 1889
17196, 1894
17198, 1899
17200, 1904
17202, 1909
17204, 1914
17206, 1919
17208, 1924
17210, 1929
17212, 1934
17214, 1939
17216, 1945
17218, 1950
17220, 1955
17222, 1961
17224, 1967
17226, 1974
17228, 1979
17230, 1984
17232, 1990
17234, 1995
17236, 2000
17238, 2006
17240, 2011
17242, 2017
17244, 2023
17246, 2028
17248, 2034
17250, 2040
17252, 2045
17254, 2051
17256, 2057
17258, 2062
17260, 2067
17262, 2072
17264, 2078
17266, 2083
17268, 2088
17270, 2093
17272, 2098
17274, 2104
17276, 2108
17278, 2113
17280, 2119
17282, 2124
17284, 2129
17286, 2134
17288, 2140
17290, 2146
17292, 2151
17294, 2155
17296, 2160
17298, 2166
17300, 2170
17302, 2175
17304, 2180
17306, 2185
17308, 2190
17310, 2195
17312, 2201
17314, 2206
17316, 2212
17318, 2217
17320, 2223
17322, 2229
17324, 2234
17326, 2240
17328, 2245
17330, 2250
17332, 2255
17334, 2261
17336, 2266
17338, 2272
17340, 2278
17342, 2283
17344, 2289
17346, 2294
17348, 2300
17350, 2305
17352, 2310
17354, 2316
17356, 2322
17358, 2327
17360, 2332
17362, 2338
17364, 2343
17366, 2348
17368, 2354
17370, 2359
17372, 2364
17374, 2369
17376, 2374
17378, 2380
17380, 2384
17382, 2389
17384, 2395
17386, 2400
17388, 2405
17390, 2411
17392, 2416
17394, 2421
17396, 2426
17398, 2431
17400, 2436
17402, 2441
17404, 2446
17406, 2451
17408, 2457
17410, 2463
17412, 2468
17414, 2474
17416, 2480
17418, 2486
17420, 2491
17422, 2496
17424, 2502
17426, 2508
17428, 2514
17430, 2519
17432, 2525
17434, 2531
17436, 2536
17438, 2542
17440, 2548
17442, 2554
17444, 2559
17446, 2565
17448, 2571
17450, 2577
17452, 2582
17454, 2587
17456, 2592
17458, 2598
17460, 2603
17462, 2607
17464, 2613
17466, 2618
17468, 2623
17470, 2628
17472, 2634
17474, 2639
17476, 2645
17478, 2650
17480, 2656
17482, 2662
17484, 2667
17486, 2672
17488, 2677
17490, 2682
17492, 2687
17494, 2692
17496, 2698
17498, 2703
17500, 2708
17502, 2714
17504, 2719
17506, 2725
17508, 2732
17510, 2738
17512, 2744
17514, 2749
17516, 2755
17518, 2761
17520, 2767
17522, 2772
17524, 2778
17526, 2784
17528, 2791
17530, 2797
17532, 2803
17534, 2809
17536, 2814
17538, 2820
17540, 2827
17542, 2833
17544, 2839
17546, 2844
17548, 2849
17550, 2855
17552, 2860
17554, 2865
17556, 2870
17558, 2876
17560, 2881
17562, 2885
17564, 2891
17566, 2897
17568, 2903
17570, 2909
17572, 2915
17574, 2921
17576, 2926
17578, 2931
17580, 2936
17582, 2942
17584, 2946
17586, 2952
17588, 2957
17590, 2963
17592, 2968
17594, 2974
17596, 2980
17598, 2986
17600, 2992
17602, 2999
17604, 3006
17606, 3011
17608, 3017
17610, 3023
17612, 3029
17614, 3035
17616, 3041
17618, 3047
17620, 3052
17622, 3058
17624, 3064
17626, 3071
17628, 3076
17630, 3083
17632, 3089
17634, 3096
17636, 3101
17638, 3106
17640, 3112
17642, 3118
17644, 3123
17646, 3128
17648, 3135
17650, 3140
17652, 3145
17654, 3150
17656, 3157
17658, 3163
17660, 3169
17662, 3176
17664, 3182
17666, 3187
17668, 3192
17670, 3198
17672, 3203
17674, 3209
17676, 3215
17678, 3221
17680, 3226
17682, 3230
17684, 3237
17686, 3242
17688, 3249
17690, 3255
17692, 3262
17694, 3268
17696, 3273
17698, 3279
17700, 3286
17702, 3291
17704, 3297
17706, 3303
17708, 3309
17710, 3314
17712, 3320
17714, 3326
17716, 3332
17718, 3339
17720, 3346
17722, 3352
17724, 3358
17726, 3363
17728, 3369
17730, 3375
17732, 3381
17734, 3387
17736, 3393
17738, 3398
17740, 3403
17742, 3409
17744, 3415
17746, 3421
17748, 3428
17750, 3433
17752, 3439
17754, 3444
17756, 3450
17758, 3456
17760, 3462
17762, 3468
17764, 3474
17766, 3480
17768, 3485
17770, 3491
17772, 3497
17774, 3503
17776, 3510
17778, 3516
17780, 3522
17782, 3527
17784, 3533
17786, 3540
17788, 3546
17790, 3552
17792, 3559
17794, 3565
17796, 3570
17798, 3576
17800, 3582
17802, 3588
17804, 3595
17806, 3601
17808, 3607
17810, 3612
17812, 3618
17814, 3624
17816, 3630
17818, 3635
17820, 3643
17822, 3648
17824, 3654
17826, 3659
17828, 3664
17830, 3670
17832, 3676
17834, 3682
17836, 3688
17838, 3693
17840, 3698
17842, 3704
17844, 3711
17846, 3717
17848, 3724
17850, 3730
17852, 3736
17854, 3741
17856, 3747
17858, 3753
17860, 3760
17862, 3766
17864, 3773
17866, 3780
17868, 3786
17870, 3791
17872, 3798
17874, 3806
17876, 3813
17878, 3822
17880, 3828
17882, 3834
17884, 3840
17886, 3845
17888, 3851
17890, 3858
17892, 3863
17894, 3869
17896, 3873
17898, 3879
17900, 3885
17902, 3891
17904, 3898
17906, 3904
17908, 3910
17910, 3916
17912, 3921
17914, 3927
17916, 3932
17918, 3938
17920, 3944
17922, 3950
17924, 3955
17926, 3960
17928, 3967
17930, 3973
17932, 3980
17934, 3987
17936, 3993
17938, 3999
17940, 4004
17942, 4010
17944, 4016
17946, 4022
17948, 4028
17950, 4034
17952, 4040
17954, 4046
17956, 4052
17958, 4059
17960, 4066
17962, 4073
17964, 4079
17966, 4085
17968, 4091
17970, 1
17972, 7
17974, 13
17976, 19
17978, 25
17980, 30
17982, 36
17984, 42
17986, 49
17988, 55
17990, 62
17992, 68
17994, 73
17996, 79
17998, 84
18000, 89
18002, 96
18004, 102
18006, 108
18008, 113
18010, 118
18012, 124
18014, 130
18016, 136
18018, 142
18020, 149
18022, 154
18024, 160
18026, 165
18028, 171
18030, 177
18032, 184
18034, 190
18036, 196
18038, 200
18040, 206
18042, 213
18044, 219
18046, 226
18048, 232
18050, 238
18052, 242
18054, 247
18056, 251
18058, 257
18060, 263
18062, 269
18064, 275
18066, 281
18068, 286
18070, 292
18072, 299
18074, 304
18076, 311
18078, 317
18080, 322
18082, 327
18084, 332
18086, 338
18088, 344
18090, 350
18092, 356
18094, 361
18096, 367
18098, 373
18100, 380
18102, 385
18104, 392
18106, 398
18108, 403
18110, 408
18112, 414
18114, 420
18116, 426
18118, 432
18120, 438
18122, 444
18124, 450
18126, 456
18128, 462
18130, 468
18132, 475
18134, 481
18136, 486
18138, 492
18140, 497
18142, 503
18144, 509
18146, 515
18148, 521
18150, 527
18152, 533
18154, 539
18156, 545
18158, 551
18160, 557
18162, 564
18164, 570
18166, 574
18168, 579
18170, 584
18172, 590
18174, 596
18176, 602
18178, 608
18180, 614
18182, 619
18184, 625
18186, 631
18188, 637
18190, 643
18192, 649
18194, 655
18196, 660
18198, 665
18200, 670
18202, 676
18204, 683
18206, 689
18208, 695
18210, 702
18212, 707
18214, 714
18216, 720
18218, 727
18220, 733
18222, 740
18224, 745
18226, 751
18228, 757
18230, 763
18232, 770
18234, 776
18236, 782
18238, 788
18240, 794
18242, 799
18244, 805
18246, 811
18248, 816
18250, 822
18252, 827
18254, 832
18256, 838
18258, 843
18260, 848
18262, 854
18264, 860
18266, 865
18268, 871
18270, 877
18272, 883
18274, 888
18276, 894
18278, 900
18280, 906
18282, 911
18284, 916
18286, 922
18288, 927
18290, 933
18292, 940
18294, 946
18296, 952
18298, 958
18300, 964
18302, 970
18304, 976
18306, 982
18308, 988
18310, 994
18312, 999
18314, 1005
18316, 1012
18318, 1017
18320, 1023
18322, 1029
18324, 1036
18326, 1042
18328, 1047
18330, 1052
18332, 1058
18334, 1064
18336, 1070
18338, 1075
18340, 1080
18342, 1084
18344, 1090
18346, 1096
18348, 1101
18350, 1107
18352, 1112
18354, 1119
18356, 1124
18358, 1130
18360, 1135
18362, 1141
18364, 1146
18366, 1152
18368, 1157
18370, 1162
18372, 1167
18374, 1173
18376, 1178
18378, 1184
18380, 1190
18382, 1197
18384, 1204
18386, 1210
18388, 1215
18390, 1221
18392, 1227
18394, 1233
18396, 1239
18398, 1244
18400, 1249
18402, 1255
18404, 1262
18406, 1268
18408, 1274
18410, 1280
18412, 1286
18414, 1293
18416, 1298
18418, 1304
18420, 1310
18422, 1315
18424, 1321
18426, 1326
18428, 1331
18430, 1336
18432, 1342
18434, 1347
18436, 1353
18438, 1359
18440, 1365
18442, 1371
18444, 1377
18446, 1382
18448, 1387
18450, 1393
18452, 1397
18454, 1403
18456, 1408
18458, 1413
18460, 1418
18462, 1424
18464, 1429
18466, 1435
18468, 1441
18470, 1448
18472, 1454
18474, 1460
18476, 1465
18478, 1471
18480, 1477
18482, 1482
18484, 1488
18486, 1494
18488, 1499
18490, 1504
18492, 1510
18494, 1517
18496, 1523
18498, 1529
18500, 1536
18502, 1542
18504, 1547
18506, 1553
18508, 1559
18510, 1565
18512, 1570
18514, 1576
18516, 1582
18518, 1587
18520, 1592
18522, 1598
18524, 1604
18526, 1609
18528, 1615
18530, 1622
18532, 1628
18534, 1633
18536, 1639
18538, 1644
18540, 1649
18542, 1654
18544, 1661
18546, 1666
18548, 1672
18550, 1677
18552, 1683
18554, 1690
18556, 1696
18558, 1702
18560, 1709
18562, 1714
18564, 1720
18566, 1726
18568, 1732
18570, 1737
18572, 1743
18574, 1750
18576, 1756
18578, 1763
18580, 1770
18582, 1777
18584, 1783
18586, 1789
18588, 1795
18590, 1802
18592, 1809
18594, 1814
18596, 1820
18598, 1826
18600, 1831
18602, 1836
18604, 1842
18606, 1847
18608, 1853
18610, 1858
18612, 1864
18614, 1870
18616, 1876
18618, 1882
18620, 1887
18622, 1893
18624, 1897
18626, 1903
18628, 1909
18630, 1914
18632, 1920
18634, 1925
18636, 1931
18638, 1937
18640, 1943
18642, 1949
18644, 1955
18646, 1961
18648, 1967
18650, 1973
18652, 1979
18654, 1985
18656, 1992
18658, 1998
18660, 2004
18662, 2010
18664, 2016
18666, 2022
18668, 2029
18670, 2035
18672, 2041
18674, 2047
18676, 2053
18678, 2059
18680, 2065
18682, 2070
18684, 2076
18686, 2082
18688, 2088
18690, 2093
18692, 2100
18694, 2105
18696, 2110
18698, 2116
18700, 2122
18702, 2128
18704, 2134
18706, 2140
18708, 2145
18710, 2151
18712, 2156
18714, 2162
18716, 2167
18718, 2173
18720, 2179
18722, 2184
18724, 2190
18726, 2196
18728, 2202
18730, 2208
18732, 2214
18734, 2220
18736, 2227
18738, 2232
18740, 2237
18742, 2244
18744, 2250
18746, 2256
18748, 2262
18750, 2268
18752, 2274
18754, 2280
18756, 2287
18758, 2293
18760, 2299
18762, 2305
18764, 2312
18766, 2317
18768, 2323
18770, 2329
18772, 2336
18774, 2341
18776, 2347
18778, 2353
18780, 2359
18782, 2364
18784, 2370
18786, 2376
18788, 2382
18790, 2388
18792, 2394
18794, 2400
18796, 2405
18798, 2410
18800, 2417
18802, 2422
18804, 2427
18806, 2433
18808, 2439
18810, 2445
18812, 2451
18814, 2457
18816, 2463
18818, 2469
18820, 2475
18822, 2482
18824, 2488
18826, 2493
18828, 2499
18830, 2506
18832, 2512
18834, 2519
18836, 2526
18838, 2532
18840, 2538
18842, 2544
18844, 2552
18846, 2557
18848, 2564
18850, 2570
18852, 2575
18854, 2580
18856, 2586
18858, 2593
18860, 2598
18862, 2604
18864, 2611
18866, 2617
18868, 2622
18870, 2628
18872, 2635
18874, 2640
18876, 2646
18878, 2652
18880, 2658
18882, 2663
18884, 2669
18886, 2675
18888, 2680
18890, 2686
18892, 2693
18894, 2699
18896, 2705
18898, 2710
18900, 2717
18902, 2723
18904, 2729
18906, 2736
18908, 2742
18910, 2748
18912, 2753
18914, 2759
18916, 2766
18918, 2773
18920, 2780
18922, 2787
18924, 2794
18926, 2801
18928, 2807
18930, 2813
18932, 2819
18934, 2826
18936, 2832
18938, 2837
18940, 2842
18942, 2848
18944, 2854
18946, 2860
18948, 2867
18950, 2873
18952, 2879
18954, 2884
18956, 2890
18958, 2896
18960, 2901
18962, 2908
18964, 2914
18966, 2919
18968, 2924
18970, 2929
18972, 2935
18974, 2940
18976, 2947
18978, 2953
18980, 2959
18982, 2964
18984, 2970
18986, 2976
18988, 2982
18990, 2988
18992, 2995
18994, 3001
18996, 3006
18998, 3012
19000, 3018
19002, 3025
19004, 3031
19006, 3039
19008, 3045
19010, 3051
19012, 3057
19014, 3063
19016, 3070
19018, 3076
19020, 3082
19022, 3088
19024, 3094
19026, 3099
19028, 3105
19030, 3112
19032, 3117
19034, 3124
19036, 3131
19038, 3136
19040, 3142
19042, 3148
19044, 3154
19046, 3159
19048, 3166
19050, 3171
19052, 3177
19054, 3181
19056, 3187
19058, 3193
19060, 3199
19062, 3205
19064, 3211
19066, 3217
19068, 3223
19070, 3229
19072, 3235
19074, 3241
19076, 3247
19078, 3253
