Time (ms), Position
19080, 3260
19082, 3265
19084, 3270
19086, 3277
19088, 3284
19090, 3290
19092, 3296
19094, 3303
19096, 3309
19098, 3315
19100, 3321
19102, 3327
19104, 3334
19106, 3340
19108, 3346
19110, 3351
19112, 3357
19114, 3363
19116, 3370
19118, 3376
19120, 3382
19122, 3388
19124, 3394
19126, 3400
19128, 3406
19130, 3412
19132, 3417
19134, 3424
19136, 3430
19138, 3435
19140, 3440
19142, 3446
19144, 3452
19146, 3458
19148, 3465
19150, 3472
19152, 3477
19154, 3483
19156, 3489
19158, 3494
19160, 3500
19162, 3507
19164, 3513
19166, 3519
19168, 3523
19170, 3530
19172, 3537
19174, 3543
19176, 3549
19178, 3556
19180, 3562
19182, 3568
19184, 3574
19186, 3580
19188, 3586
19190, 3593
19192, 3599
19194, 3605
19196, 3609
19198, 3615
19200, 3621
19202, 3627
19204, 3633
19206, 3640
19208, 3646
19210, 3652
19212, 3657
19214, 3663
19216, 3668
19218, 3674
19220, 3680
19222, 3687
19224, 3692
19226, 3697
19228, 3703
19230, 3710
19232, 3715
19234, 3722
19236, 3728
19238, 3734
19240, 3739
19242, 3745
19244, 3751
19246, 3757
19248, 3764
19250, 3770
19252, 3777
19254, 3783
19256, 3789
19258, 3796
19260, 3803
19262, 3809
19264, 3817
19266, 3823
19268, 3829
19270, 3835
19272, 3841
19274, 3847
19276, 3854
19278, 3860
19280, 3866
19282, 3871
19284, 3876
19286, 3881
19288, 3887
19290, 3893
19292, 3899
19294, 3905
19296, 3909
19298, 3914
19300, 3919
19302, 3925
19304, 3930
19306, 3936
19308, 3942
19310, 3948
19312, 3954
19314, 3959
19316, 3965
19318, 3971
19320, 3977
19322, 3983
19324, 3989
19326, 3994
19328, 3999
19330, 4004
19332, 4010
19334, 4016
19336, 4023
19338, 4030
19340, 4036
19342, 4042
19344, 4047
19346, 4053
19348, 4059
19350, 4066
19352, 4072
19354, 4077
19356, 4082
19358, 4088
19360, 4093
19362, 3
19364, 10
19366, 16
19368, 23
19370, 29
19372, 34
19374, 39
19376, 46
19378, 52
19380, 57
19382, 63
19384, 67
19386, 72
19388, 77
19390, 83
19392, 88
19394, 95
19396, 101
19398, 107
19400, 113
19402, 118
19404, 124
19406, 129
19408, 135
19410, 140
19412, 145
19414, 150
19416, 154
19418, 159
19420, 165
19422, 171
19424, 177
19426, 184
19428, 189
19430, 195
19432, 201
19434, 207
19436, 212
19438, 218
19440, 224
19442, 229
19444, 234
19446, 239
19448, 245
19450, 251
19452, 257
19454, 264
19456, 270
19458, 277
19460, 282
19462, 287
19464, 293
19466, 299
19468, 304
19470, 310
19472, 315
19474, 320
19476, 324
19478, 329
19480, 335
19482, 341
19484, 347
19486, 354
19488, 360
19490, 365
19492, 370
19494, 376
19496, 382
19498, 387
19500, 393
19502, 397
19504, 402
19506, 407
19508, 413
19510, 419
19512, 425
19514, 432
19516, 438
19518, 444
19520, 449
19522, 455
19524, 462
19526, 467
19528, 473
19530, 479
19532, 484
19534, 489
19536, 494
19538, 500
19540, 506
19542, 513
19544, 519
19546, 526
19548, 532
19550, 537
19552, 542
19554, 548
19556, 553
19558, 559
19560, 564
19562, 569
19564, 573
19566, 579
19568, 585
19570, 591
19572, 596
19574, 602
19576, 609
19578, 615
19580, 620
19582, 626
19584, 632
19586, 637
19588, 643
19590, 648
19592, 653
19594, 657
19596, 662
19598, 668
19600, 675
19602, 681
19604, 687
19606, 694
19608, 700
19610, 706
19612, 712
19614, 719
19616, 724
19618, 730
19620, 736
19622, 741
19624, 746
19626, 753
19628, 759
19630, 767
19632, 773
19634, 780
19636, 786
19638, 791
19640, 797
19642, 803
19644, 808
19646, 814
19648, 819
19650, 824
19652, 829
19654, 834
19656, 840
19658, 845
19660, 851
19662, 856
19664, 863
19666, 869
19668, 874
19670, 879
19672, 885
19674, 890
19676, 896
19678, 902
19680, 906
19682, 911
19684, 916
19686, 922
19688, 928
19690, 935
19692, 941
19694, 948
19696, 954
19698, 959
19700, 966
19702, 972
19704, 978
19706, 984
19708, 989
19710, 995
19712, 999
19714, 1005
19716, 1012
19718, 1018
19720, 1025
19722, 1031
19724, 1038
19726, 1043
19728, 1048
19730, 1054
19732, 1060
19734, 1065
19736, 1070
19738, 1076
19740, 1080
19742, 1085
19744, 1091
19746, 1096
19748, 1102
19750, 1108
19752, 1115
19754, 1120
19756, 1125
19758, 1131
19760, 1137
19762, 1142
19764, 1147
19766, 1154
19768, 1159
19770, 1164
19772, 1169
19774, 1175
19776, 1181
19778, 1188
19780, 1194
19782, 1201
19784, 1206
19786, 1212
19788, 1218
19790, 1225
19792, 1230
19794, 1236
19796, 1242
19798, 1248
19800, 1253
19802, 1259
19804, 1266
19806, 1272
19808, 1279
19810, 1286
19812, 1291
19814, 1297
19816, 1303
19818, 1309
19820, 1315
19822, 1321
19824, 1327
19826, 1332
19828, 1337
19830, 1342
19832, 1349
19834, 1355
19836, 1361
19838, 1367
19840, 1373
19842, 1378
19844, 1384
19846, 1390
19848, 1395
19850, 1400
19852, 1406
19854, 1412
19856, 1417
19858, 1422
19860, 1427
19862, 1434
19864, 1440
19866, 1447
19868, 1453
19870, 1458
19872, 1464
19874, 1470
19876, 1477
19878, 1482
19880, 1489
19882, 1496
19884, 1502
19886, 1507
19888, 1513
19890, 1519
19892, 1526
19894, 1533
19896, 1540
19898, 1545
19900, 1550
19902, 1556
19904, 1563
19906, 1568
19908, 1574
19910, 1581
19912, 1587
19914, 1592
19916, 1597
19918, 1604
19920, 1610
19922, 1616
19924, 1623
19926, 1628
19928, 1634
19930, 1639
19932, 1646
19934, 1651
19936, 1657
19938, 1663
19940, 1670
19942, 1676
19944, 1681
19946, 1687
19948, 1693
19950, 1700
19952, 1707
19954, 1714
19956, 1719
19958, 1724
19960, 1731
19962, 1738
19964, 1744
19966, 1750
19968, 1757
19970, 1765
19972, 1772
19974, 1778
19976, 1784
19978, 1791
19980, 1798
19982, 1805
19984, 1811
19986, 1816
19988, 1822
19990, 1828
19992, 1834
19994, 1840
19996, 1846
19998, 1853
20000, 1858
20002, 1864
20004, 1870
20006, 1876
20008, 1881
20010, 1887
20012, 1893
20014, 1898
20016, 1903
20018, 1910
20020, 1915
20022, 1921
20024, 1927
20026, 1933
20028, 1939
20030, 1945
20032, 1951
20034, 1957
20036, 1963
20038, 1970
20040, 1976
20042, 1981
20044, 1987
20046, 1994
20048, 2000
20050, 2007
20052, 2014
20054, 2021
20056, 2028
20058, 2034
20060, 2040
20062, 2047
20064, 2053
20066, 2059
20068, 2065
20070, 2070
20072, 2076
20074, 2082
20076, 2088
20078, 2094
20080, 2101
20082, 2107
20084, 2113
20086, 2119
20088, 2125
20090, 2131
20092, 2137
20094, 2143
20096, 2148
20098, 2153
20100, 2159
20102, 2165
20104, 2171
20106, 2177
20108, 2183
20110, 2189
20112, 2195
20114, 2201
20116, 2207
20118, 2213
20120, 2219
20122, 2226
20124, 2233
20126, 2238
20128, 2243
20130, 2249
20132, 2256
20134, 2262
20136, 2268
20138, 2275
20140, 2281
20142, 2287
20144, 2294
20146, 2300
20148, 2306
20150, 2313
20152, 2320
20154, 2325
20156, 2330
20158, 2336
20160, 2343
20162, 2348
20164, 2354
20166, 2361
20168, 2367
20170, 2373
20172, 2378
20174, 2385
20176, 2391
20178, 2397
20180, 2403
20182, 2408
20184, 2413
20186, 2419
20188, 2425
20190, 2431
20192, 2435
20194, 2442
20196, 2448
20198, 2454
20200, 2460
20202, 2466
20204, 2473
20206, 2479
20208, 2485
20210, 2491
20212, 2496
20214, 2502
20216, 2509
20218, 2515
20220, 2521
20222, 2529
20224, 2536
20226, 2542
20228, 2548
20230, 2555
20232, 2561
20234, 2567
20236, 2574
20238, 2580
20240, 2585
20242, 2590
20244, 2597
20246, 2603
20248, 2608
20250, 2614
20252, 2620
20254, 2626
20256, 2632
20258, 2637
20260, 2643
20262, 2649
20264, 2656
20266, 2662
20268, 2668
20270, 2672
20272, 2678
20274, 2684
20276, 2690
20278, 2695
20280, 2701
20282, 2707
20284, 2713
20286, 2718
20288, 2724
20290, 2730
20292, 2737
20294, 2743
20296, 2750
20298, 2756
20300, 2761
20302, 2767
20304, 2775
20306, 2781
20308, 2787
20310, 2795
20312, 2802
20314, 2808
20316, 2813
20318, 2819
20320, 2824
20322, 2831
20324, 2837
20326, 2844
20328, 2848
20330, 2854
20332, 2860
20334, 2866
20336, 2871
20338, 2877
20340, 2882
20342, 2888
20344, 2893
20346, 2898
20348, 2904
20350, 2910
20352, 2916
20354, 2922
20356, 2928
20358, 2932
20360, 2938
20362, 2943
20364, 2949
20366, 2954
20368, 2960
20370, 2966
20372, 2971
20374, 2976
20376, 2982
20378, 2988
20380, 2994
20382, 3001
20384, 3008
20386, 3014
20388, 3019
20390, 3025
20392, 3032
20394, 3037
20396, 3043
20398, 3049
20400, 3055
20402, 3061
20404, 3067
20406, 3073
20408, 3078
20410, 3085
20412, 3091
20414, 3098
20416, 3103
20418, 3108
20420, 3114
20422, 3120
20424, 3125
20426, 3130
20428, 3136
20430, 3142
20432, 3147
20434, 3152
20436, 3158
20438, 3164
20440, 3170
20442, 3176
20444, 3182
20446, 3187
20448, 3193
20450, 3198
20452, 3203
20454, 3209
20456, 3214
20458, 3220
20460, 3225
20462, 3229
20464, 3234
20466, 3240
20468, 3246
20470, 3252
20472, 3258
20474, 3265
20476, 3270
20478, 3276
20480, 3282
20482, 3288
20484, 3293
20486, 3298
20488, 3305
20490, 3310
20492, 3315
20494, 3320
20496, 3326
20498, 3333
20500, 3339
20502, 3345
20504, 3352
20506, 3358
20508, 3363
20510, 3369
20512, 3374
20514, 3379
20516, 3385
20518, 3391
20520, 3396
20522, 3401
20524, 3406
20526, 3411
20528, 3417
20530, 3423
20532, 3428
20534, 3435
20536, 3440
20538, 3446
20540, 3451
20542, 3456
20544, 3461
20546, 3467
20548, 3473
20550, 3478
20552, 3483
20554, 3487
20556, 3493
20558, 3499
20560, 3505
20562, 3511
20564, 3517
20566, 3524
20568, 3529
20570, 3535
20572, 3541
20574, 3546
20576, 3551
20578, 3556
20580, 3562
20582, 3567
20584, 3571
20586, 3577
20588, 3582
20590, 3588
20592, 3594
20594, 3601
20596, 3608
20598, 3613
20600, 3618
20602, 3624
20604, 3629
20606, 3634
20608, 3639
20610, 3645
20612, 3649
20614, 3654
20616, 3658
20618, 3664
20620, 3670
20622, 3676
20624, 3682
20626, 3688
20628, 3694
20630, 3699
20632, 3705
20634, 3710
20636, 3715
20638, 3720
20640, 3726
20642, 3731
20644, 3735
20646, 3740
20648, 3745
20650, 3751
20652, 3757
20654, 3763
20656, 3770
20658, 3777
20660, 3783
20662, 3788
20664, 3794
20666, 3800
20668, 3805
20670, 3811
20672, 3818
20674, 3823
20676, 3829
20678, 3835
20680, 3841
20682, 3847
20684, 3853
20686, 3859
20688, 3865
20690, 3870
20692, 3875
20694, 3881
20696, 3886
20698, 3891
20700, 3896
20702, 3901
20704, 3906
20706, 3910
20708, 3915
20710, 3920
20712, 3926
20714, 3931
20716, 3937
20718, 3943
20720, 3949
20722, 3954
20724, 3959
20726, 3965
20728, 3970
20730, 3975
20732, 3981
20734, 3986
20736, 3991
20738, 3995
20740, 4000
20742, 4006
20744, 4012
20746, 4018
20748, 4024
20750, 4031
20752, 4037
20754, 4042
20756, 4048
20758, 4054
20760, 4059
20762, 4065
20764, 4070
20766, 4075
20768, 4079
20770, 4084
20772, 4090
20774, 0
20776, 6
20778, 12
20780, 19
20782, 24
20784, 29
20786, 35
20788, 41
20790, 46
20792, 51
20794, 56
20796, 61
20798, 66
20800, 70
20802, 75
20804, 81
20806, 86
20808, 92
20810, 98
20812, 104
20814, 110
20816, 114
20818, 120
20820, 125
20822, 130
20824, 135
20826, 140
20828, 145
20830, 149
20832, 154
20834, 159
20836, 165
20838, 171
20840, 177
20842, 184
20844, 189
20846, 194
20848, 200
20850, 206
20852, 211
20854, 216
20856, 221
20858, 227
20860, 231
20862, 235
20864, 241
20866, 248
20868, 254
20870, 260
20872, 266
20874, 273
20876, 278
20878, 283
20880, 289
20882, 295
20884, 299
20886, 305
20888, 310
20890, 314
20892, 318
20894, 324
20896, 330
20898, 336
20900, 342
20902, 348
20904, 355
20906, 360
20908, 365
20910, 371
20912, 377
20914, 382
20916, 387
20918, 392
20920, 396
20922, 401
20924, 406
20926, 413
20928, 419
20930, 425
20932, 431
20934, 438
20936, 444
20938, 450
20940, 456
20942, 462
20944, 467
20946, 473
20948, 478
20950, 483
20952, 488
20954, 494
20956, 500
20958, 506
20960, 513
20962, 520
20964, 526
20966, 531
20968, 537
20970, 543
20972, 548
20974, 554
20976, 559
20978, 565
20980, 569
20982, 574
20984, 580
20986, 586
20988, 592
20990, 598
20992, 604
20994, 610
20996, 616
20998, 622
21000, 628
21002, 634
21004, 640
21006, 646
21008, 650
21010, 655
21012, 660
21014, 666
21016, 672
21018, 679
21020, 686
21022, 693
21024, 699
21026, 705
21028, 711
21030, 718
21032, 724
21034, 730
21036, 736
21038, 742
21040, 748
21042, 755
21044, 761
21046, 768
21048, 775
21050, 781
21052, 787
21054, 792
21056, 798
21058, 804
21060, 810
21062, 817
21064, 822
21066, 828
21068, 833
21070, 838
21072, 843
21074, 849
21076, 855
21078, 862
21080, 867
21082, 872
21084, 878
21086, 884
21088, 890
21090, 896
21092, 903
21094, 908
21096, 913
21098, 919
21100, 924
21102, 930
21104, 936
21106, 943
21108, 949
21110, 954
21112, 960
21114, 967
21116, 974
21118, 980
21120, 987
21122, 994
21124, 999
21126, 1006
21128, 1012
21130, 1018
21132, 1024
21134, 1030
21136, 1036
21138, 1041
21140, 1047
21142, 1053
21144, 1059
21146, 1065
21148, 1072
21150, 1078
21152, 1083
21154, 1088
21156, 1094
21158, 1099
21160, 1105
21162, 1111
21164, 1117
21166, 1121
21168, 1127
21170, 1134
21172, 1140
21174, 1146
21176, 1153
21178, 1159
21180, 1164
21182, 1169
21184, 1175
21186, 1181
21188, 1187
21190, 1193
21192, 1200
21194, 1205
21196, 1211
21198, 1218
21200, 1224
21202, 1231
21204, 1238
21206, 1244
21208, 1250
21210, 1256
21212, 1262
21214, 1268
21216, 1274
21218, 1280
21220, 1286
21222, 1291
21224, 1298
21226, 1304
21228, 1311
21230, 1317
21232, 1324
21234, 1330
21236, 1336
21238, 1342
21240, 1348
21242, 1353
21244, 1359
21246, 1365
21248, 1371
21250, 1375
21252, 1381
21254, 1387
21256, 1394
21258, 1399
21260, 1407
21262, 1413
21264, 1418
21266, 1424
21268, 1430
21270, 1436
21272, 1442
21274, 1448
21276, 1454
21278, 1459
21280, 1465
21282, 1472
21284, 1479
21286, 1485
21288, 1493
21290, 1499
21292, 1506
21294, 1512
21296, 1518
21298, 1524
21300, 1531
21302, 1537
21304, 1543
21306, 1548
21308, 1554
21310, 1561
21312, 1566
21314, 1572
21316, 1580
21318, 1587
21320, 1593
21322, 1598
21324, 1604
21326, 1610
21328, 1616
21330, 1622
21332, 1628
21334, 1632
21336, 1638
21338, 1644
21340, 1651
21342, 1657
21344, 1664
21346, 1670
21348, 1676
21350, 1682
21352, 1688
21354, 1694
21356, 1701
21358, 1708
21360, 1714
21362, 1719
21364, 1725
21366, 1732
21368, 1740
21370, 1746
21372, 1753
21374, 1761
21376, 1769
21378, 1775
21380, 1780
21382, 1786
21384, 1793
21386, 1798
21388, 1805
21390, 1810
21392, 1815
21394, 1822
21396, 1829
21398, 1835
21400, 1842
21402, 1849
21404, 1855
21406, 1861
21408, 1866
21410, 1872
21412, 1878
21414, 1884
21416, 1889
21418, 1894
21420, 1900
21422, 1906
21424, 1912
21426, 1918
21428, 1925
21430, 1931
21432, 1937
21434, 1943
21436, 1949
21438, 1955
21440, 1961
21442, 1967
21444, 1973
21446, 1978
21448, 1985
21450, 1992
21452, 1998
21454, 2006
21456, 2013
21458, 2020
21460, 2026
21462, 2033
21464, 2040
21466, 2045
21468, 2052
21470, 2058
21472, 2063
21474, 2069
21476, 2075
21478, 2081
21480, 2087
21482, 2094
21484, 2100
21486, 2107
21488, 2112
21490, 2118
21492, 2124
21494, 2130
21496, 2136
21498, 2142
21500, 2147
21502, 2152
21504, 2158
21506, 2164
21508, 2170
21510, 2176
21512, 2182
21514, 2189
21516, 2195
21518, 2201
21520, 2207
21522, 2213
21524, 2220
21526, 2226
21528, 2232
21530, 2237
21532, 2243
21534, 2250
21536, 2256
21538, 2262
21540, 2269
21542, 2276
21544, 2282
21546, 2288
21548, 2294
21550, 2300
21552, 2307
21554, 2313
21556, 2319
21558, 2324
21560, 2330
21562, 2336
21564, 2343
21566, 2348
21568, 2355
21570, 2361
21572, 2366
21574, 2372
21576, 2378
21578, 2384
21580, 2390
21582, 2396
21584, 2402
21586, 2406
21588, 2412
21590, 2417
21592, 2424
21594, 2429
21596, 2435
21598, 2441
21600, 2447
21602, 2453
21604, 2459
21606, 2466
21608, 2471
21610, 2478
21612, 2484
21614, 2490
21616, 2495
21618, 2501
21620, 2507
21622, 2513
21624, 2519
21626, 2526
21628, 2532
21630, 2538
21632, 2544
21634, 2551
21636, 2556
21638, 2562
21640, 2569
21642, 2576
21644, 2581
21646, 2586
21648, 2592
21650, 2598
21652, 2604
21654, 2609
21656, 2615
21658, 2621
21660, 2626
21662, 2632
21664, 2638
21666, 2643
21668, 2649
21670, 2655
21672, 2662
21674, 2667
21676, 2672
21678, 2677
21680, 2683
21682, 2688
21684, 2694
21686, 2699
21688, 2705
21690, 2710
21692, 2716
21694, 2722
21696, 2727
21698, 2734
21700, 2740
21702, 2748
21704, 2753
21706, 2759
21708, 2764
21710, 2771
21712, 2777
21714, 2783
21716, 2789
21718, 2796
21720, 2802
21722, 2808
21724, 2815
21726, 2821
21728, 2826
21730, 2832
21732, 2839
21734, 2844
21736, 2850
21738, 2855
21740, 2861
21742, 2866
21744, 2871
21746, 2876
21748, 2881
21750, 2886
21752, 2892
21754, 2897
21756, 2903
21758, 2909
21760, 2915
21762, 2921
21764, 2926
21766, 2931
21768, 2936
21770, 2942
21772, 2946
21774, 2951
21776, 2957
21778, 2962
21780, 2967
21782, 2973
21784, 2979
21786, 2985
21788, 2992
21790, 2998
21792, 3005
21794, 3011
21796, 3016
21798, 3022
21800, 3028
21802, 3033
21804, 3039
21806, 3045
21808, 3050
21810, 3055
21812, 3061
21814, 3067
21816, 3073
21818, 3079
21820, 3086
21822, 3092
21824, 3098
21826, 3103
21828, 3109
21830, 3115
21832, 3119
21834, 3124
21836, 3130
21838, 3135
21840, 3140
21842, 3146
21844, 3152
21846, 3157
21848, 3163
21850, 3169
21852, 3176
21854, 3181
21856, 3186
21858, 3192
21860, 3197
21862, 3202
21864, 3207
21866, 3212
21868, 3217
21870, 3222
21872, 3228
21874, 3234
21876, 3239
21878, 3245
21880, 3252
21882, 3258
21884, 3265
21886, 3270
21888, 3276
21890, 3281
21892, 3287
21894, 3292
21896, 3297
21898, 3303
21900, 3308
21902, 3313
21904, 3319
21906, 3325
21908, 3331
21910, 3337
21912, 3344
21914, 3351
21916, 3356
21918, 3361
21920, 3367
21922, 3372
21924, 3377
21926, 3383
21928, 3388
21930, 3392
21932, 3397
21934, 3403
21936, 3409
21938, 3414
21940, 3420
21942, 3426
21944, 3432
21946, 3438
21948, 3442
21950, 3449
21952, 3454
21954, 3458
21956, 3464
21958, 3470
21960, 3474
21962, 3479
21964, 3484
21966, 3490
21968, 3496
21970, 3502
21972, 3508
21974, 3515
21976, 3521
21978, 3526
21980, 3532
21982, 3538
21984, 3543
21986, 3548
21988, 3554
21990, 3558
21992, 3563
21994, 3569
21996, 3575
21998, 3581
22000, 3587
22002, 3593
22004, 3600
22006, 3606
22008, 3610
22010, 3617
22012, 3622
