Time (ms), Position (count), Velocity (count/s), Acceleration (count/s^2)
30314, 3578, 2375.00, -46875.00
30316, 3583, 2250.00, -31250.00
30318, 3589, 2125.00, -31249.97
30320, 3595, 2000.00, -31249.97
30322, 3601, 2125.00, -46874.97
30324, 3608, 2250.00, -15625.00
30326, 3615, 2375.00, 15624.97
30328, 3622, 2500.00, 46874.97
30330, 3628, 2625.00, 46874.97
30332, 3635, 2500.00, 46875.00
30334, 3641, 2500.00, 15625.00
30336, 3647, 2375.00, 0.00
30338, 3653, 2375.00, -31250.00
30340, 3658, 2250.00, -15625.00
30342, 3663, 2125.00, -31250.00
30344, 3668, 2000.00, -31249.97
30346, 3674, 1875.00, -46874.97
30348, 3680, 2000.00, -46874.97
30350, 3686, 2125.00, -15625.00
30352, 3693, 2250.00, 15625.00
30354, 3700, 2375.00, 46874.97
30356, 3706, 2500.00, 46874.97
30358, 3713, 2500.00, 46874.97
30360, 3719, 2500.00, 31250.00
30362, 3726, 2375.00, 15625.00
30364, 3732, 2500.00, -15625.00
30366, 3737, 2375.00, 0.00
30368, 3743, 2250.00, -15625.00
30370, 3748, 2125.00, -15624.97
30372, 3754, 2000.00, -46874.97
30374, 3760, 2125.00, -46874.97
30376, 3766, 2125.00, -15625.00
30378, 3773, 2250.00, 0.00
30380, 3781, 2375.00, 31249.97
30382, 3788, 2625.00, 31249.97
30384, 3796, 2750.00, 62499.97
30386, 3803, 2875.00, 62500.00
30388, 3810, 2750.00, 62500.00
30390, 3817, 2750.00, 15625.00
30392, 3824, 2625.00, 0.00
30394, 3831, 2625.00, -31250.00
30396, 3836, 2625.00, -15625.00
30398, 3842, 2375.00, -15625.00
30400, 3848, 2250.00, -31249.97
30402, 3854, 2125.00, -46874.97
30404, 3860, 2250.00, -62499.97
30406, 3867, 2250.00, -15625.03
30408, 3874, 2375.00, -0.03
30410, 3881, 2500.00, 31249.97
30412, 3887, 2625.00, 31250.00
30414, 3894, 2500.00, 46875.00
30416, 3900, 2500.00, 15625.00
30418, 3906, 2375.00, 0.00
30420, 3911, 2375.00, -31250.00
30422, 3917, 2125.00, -15625.00
30424, 3922, 2125.00, -46874.97
30426, 3927, 2000.00, -31249.97
30428, 3932, 2000.00, -46874.97
30430, 3939, 1875.00, -15625.00
30432, 3945, 2125.00, -31250.00
30434, 3952, 2250.00, 15625.00
30436, 3959, 2500.00, 31250.00
30438, 3965, 2500.00, 78124.97
30440, 3972, 2500.00, 46874.97
30442, 3978, 2500.00, 31249.97
30444, 3984, 2375.00, 0.00
30446, 3990, 2375.00, -15625.00
30448, 3996, 2250.00, -15625.00
30450, 4001, 2250.00, -31250.00
30452, 4007, 2125.00, -15625.00
30454, 4013, 2125.00, -31249.97
30456, 4019, 2125.00, -15624.97
30458, 4026, 2250.00, -15624.97
30460, 4033, 2375.00, 15624.97
30462, 4040, 2500.00, 31249.97
30464, 4048, 2625.00, 46874.97
30466, 4055, 2750.00, 46875.00
30468, 4061, 2750.00, 46875.00
30470, 4068, 2625.00, 31250.00
30472, 4074, 2500.00, 0.00
30474, 4080, 2375.00, -31250.00
30476, 4086, 2375.00, -46875.00
30478, 4091, 2250.00, -31250.00
30480, 1, 2125.00, -31250.00
30482, 7, 2125.00, -31249.97
30484, 13, 2125.00, -31249.97
30486, 19, 2250.00, -15624.97
30488, 26, 2250.00, 15624.97
30490, 33, 2375.00, 15624.97
30492, 39, 2500.00, 31249.97
30494, 46, 2500.00, 31250.00
30496, 52, 2500.00, 31250.00
30498, 58, 2375.00, 15625.00
30500, 64, 2375.00, -15625.00
30502, 69, 2250.00, -15625.00
30504, 74, 2125.00, -31250.00
30506, 80, 2000.00, -31249.97
30508, 85, 2000.00, -46874.97
30510, 91, 2000.00, -31249.97
30512, 97, 2125.00, -15625.00
30514, 104, 2125.00, 15625.00
30516, 111, 2375.00, 15625.00
30518, 118, 2500.00, 46874.97
30520, 124, 2625.00, 46874.97
30522, 131, 2500.00, 62499.97
30524, 137, 2500.00, 15625.00
30526, 143, 2375.00, 0.00
30528, 149, 2375.00, -31250.00
30530, 155, 2250.00, -15625.00
30532, 160, 2250.00, -31250.00
30534, 166, 2125.00, -15625.00
30536, 171, 2125.00, -31249.97
30538, 178, 2000.00, -15624.97
30540, 185, 2250.00, -31249.97
30542, 192, 2375.00, 15625.00
30544, 199, 2625.00, 31250.00
30546, 206, 2625.00, 78124.97
30548, 212, 2625.00, 46874.97
30550, 219, 2500.00, 31249.97
30552, 225, 2500.00, -15625.00
30554, 231, 2375.00, -15625.00
30556, 237, 2375.00, -31250.00
30558, 243, 2250.00, -15625.00
30560, 248, 2250.00, -31250.00
30562, 254, 2125.00, -15625.00
30564, 260, 2125.00, -31249.97
30566, 267, 2125.00, -15624.97
30568, 274, 2375.00, -15624.97
30570, 281, 2500.00, 31249.97
30572, 288, 2625.00, 46874.97
30574, 295, 2625.00, 62499.97
30576, 301, 2625.00, 31250.00
30578, 308, 2500.00, 15625.00
30580, 314, 2500.00, -15625.00
30582, 319, 2375.00, -15625.00
30584, 325, 2250.00, -31250.00
30586, 330, 2125.00, -31249.97
30588, 336, 2000.00, -46874.97
30590, 341, 2125.00, -46874.97
30592, 348, 2000.00, -15625.00
30594, 355, 2250.00, -15625.00
30596, 362, 2375.00, 31250.00
30598, 369, 2625.00, 31250.00
30600, 376, 2625.00, 78124.97
30602, 382, 2625.00, 46874.97
30604, 388, 2500.00, 31249.97
30606, 394, 2375.00, -15625.00
30608, 400, 2250.00, -31250.00
30610, 405, 2250.00, -46875.00
30612, 410, 2125.00, -31250.00
30614, 416, 2000.00, -31249.97
30616, 421, 2000.00, -31249.97
30618, 427, 2000.00, -31249.97
30620, 434, 2125.00, -15625.00
30622, 442, 2250.00, 15625.00
30624, 449, 2625.00, 31250.00
30626, 457, 2750.00, 78124.97
30628, 463, 2875.00, 78124.97
30630, 470, 2625.00, 78124.97
30632, 477, 2625.00, 0.00
30634, 483, 2500.00, -15625.00
30636, 489, 2500.00, -46875.00
30638, 495, 2375.00, -15625.00
30640, 500, 2250.00, -31250.00
30642, 506, 2125.00, -31250.00
30644, 512, 2125.00, -46874.97
30646, 519, 2125.00, -31249.97
30648, 526, 2375.00, -15624.97
30650, 533, 2500.00, 31249.97
30652, 540, 2625.00, 46874.97
30654, 547, 2625.00, 62499.97
30656, 553, 2625.00, 31250.00
30658, 559, 2500.00, 15625.00
30660, 565, 2375.00, -15625.00
30662, 571, 2250.00, -31250.00
30664, 576, 2250.00, -46875.00
30666, 581, 2125.00, -31250.00
30668, 587, 2000.00, -31249.97
30670, 592, 2000.00, -31249.97
30672, 598, 2000.00, -31249.97
30674, 604, 2125.00, -15625.00
30676, 612, 2125.00, 15625.00
30678, 618, 2500.00, 15625.00
30680, 626, 2500.00, 62499.97
30682, 632, 2750.00, 46874.97
30684, 639, 2500.00, 78124.97
30686, 645, 2625.00, 0.00
30688, 651, 2375.00, 15625.00
30690, 657, 2375.00, -46875.00
30692, 662, 2250.00, -15625.00
30694, 668, 2125.00, -46875.00
30696, 674, 2125.00, -31249.97
30698, 680, 2125.00, -31249.97
30700, 687, 2250.00, -15624.97
30702, 694, 2375.00, 15624.97
30704, 702, 2500.00, 31249.97
30706, 710, 2750.00, 46874.97
30708, 717, 2875.00, 62500.00
30710, 725, 2875.00, 62500.00
30712, 732, 2875.00, 46875.00
30714, 739, 2750.00, 15625.00
30716, 746, 2750.00, -15625.00
30718, 752, 2625.00, -15625.00
30720, 757, 2500.00, -31250.00
30722, 762, 2250.00, -31250.00
30724, 768, 2000.00, -62499.97
30726, 774, 2000.00, -78124.97
30728, 781, 2125.00, -62499.97
30730, 789, 2375.00, -15625.00
30732, 796, 2625.00, 46874.97
30734, 803, 2750.00, 78124.97
30736, 810, 2750.00, 78124.97
30738, 816, 2625.00, 46875.00
30740, 822, 2500.00, 0.00
30742, 827, 2375.00, -31250.00
30744, 833, 2125.00, -46875.00
30746, 838, 2125.00, -62499.97
30748, 844, 2000.00, -46874.97
30750, 849, 2125.00, -46874.97
30752, 855, 2000.00, 0.00
30754, 861, 2125.00, -15625.00
30756, 868, 2125.00, 15625.00
30758, 875, 2375.00, 0.00
30760, 882, 2500.00, 46874.97
30762, 889, 2625.00, 46874.97
30764, 895, 2625.00, 62499.97
30766, 901, 2500.00, 31250.00
30768, 907, 2375.00, 0.00
30770, 913, 2250.00, -31250.00
30772, 918, 2250.00, -46875.00
30774, 924, 2125.00, -31250.00
30776, 930, 2125.00, -31249.97
30778, 936, 2125.00, -15624.97
30780, 943, 2250.00, -15624.97
30782, 950, 2375.00, 15624.97
30784, 958, 2500.00, 31249.97
30786, 965, 2750.00, 46874.97
30788, 973, 2750.00, 62500.00
30790, 980, 2875.00, 46875.00
30792, 987, 2750.00, 46875.00
30794, 993, 2750.00, 0.00
30796, 999, 2500.00, 0.00
30798, 1005, 2375.00, -46875.00
30800, 1010, 2250.00, -46875.00
30802, 1016, 2125.00, -62500.00
30804, 1022, 2125.00, -46874.97
30806, 1029, 2125.00, -31249.97
30808, 1036, 2375.00, -15624.97
30810, 1043, 2500.00, 31249.97
30812, 1050, 2625.00, 46874.97
30814, 1057, 2625.00, 62499.97
30816, 1063, 2625.00, 31250.00
30818, 1069, 2500.00, 15625.00
30820, 1075, 2375.00, -15625.00
30822, 1081, 2250.00, -31250.00
30824, 1086, 2250.00, -46875.00
30826, 1092, 2125.00, -31250.00
30828, 1097, 2125.00, -31249.97
30830, 1102, 2000.00, -15624.97
30832, 1108, 2000.00, -31249.97
30834, 1115, 2000.00, -15625.00
30836, 1122, 2250.00, -15625.00
30838, 1129, 2500.00, 31250.00
30840, 1136, 2625.00, 62499.97
30842, 1142, 2625.00, 78124.97
30844, 1148, 2500.00, 46874.97
30846, 1155, 2375.00, 0.00
30848, 1160, 2375.00, -31250.00
30850, 1166, 2250.00, -31250.00
30852, 1171, 2250.00, -31249.97
30854, 1177, 2000.00, -15624.97
30856, 1183, 2125.00, -46874.97
30858, 1189, 2125.00, -15625.00
30860, 1195, 2250.00, -15625.00
30862, 1203, 2250.00, 31249.97
30864, 1211, 2500.00, 15624.97
30866, 1218, 2750.00, 46874.97
30868, 1225, 2875.00, 62500.00
30870, 1231, 2750.00, 78124.99
30872, 1238, 2500.00, 31250.00
30874, 1244, 2500.00, -31250.00
30876, 1250, 2375.00, -46875.00
30878, 1256, 2375.00, -46875.00
30880, 1261, 2250.00, -15625.00
30882, 1267, 2125.00, -31250.00
30884, 1273, 2125.00, -31249.97
30886, 1279, 2125.00, -31249.97
30888, 1286, 2250.00, -15624.97
30890, 1294, 2375.00, 15624.97
30892, 1301, 2625.00, 31249.97
30894, 1308, 2750.00, 62499.97
30896, 1314, 2750.00, 62500.00
30898, 1321, 2500.00, 46875.00
30900, 1327, 2500.00, -15625.00
30902, 1333, 2375.00, -31250.00
30904, 1339, 2375.00, -46875.00
30906, 1344, 2250.00, -15625.00
30908, 1350, 2125.00, -31250.00
30910, 1355, 2125.00, -31249.97
30912, 1361, 2000.00, -31249.97
30914, 1367, 2125.00, -31249.97
30916, 1374, 2125.00, 0.00
30918, 1382, 2375.00, 0.00
30920, 1389, 2625.00, 46874.97
30922, 1395, 2750.00, 62499.97
30924, 1401, 2625.00, 78124.97
30926, 1408, 2375.00, 31250.00
30928, 1414, 2375.00, -31250.00
30930, 1419, 2375.00, -46875.00
30932, 1425, 2250.00, -31250.00
30934, 1430, 2125.00, -15624.97
30936, 1435, 2000.00, -31249.97
30938, 1441, 2000.00, -46874.97
30940, 1447, 2000.00, -31250.00
30942, 1454, 2125.00, -15625.00
30944, 1461, 2375.00, 15625.00
30946, 1469, 2500.00, 46874.97
30948, 1476, 2750.00, 62499.97
30950, 1482, 2750.00, 78124.97
30952, 1489, 2625.00, 46875.00
30954, 1495, 2500.00, 15625.00
30956, 1501, 2375.00, -31250.00
30958, 1507, 2375.00, -46875.00
30960, 1513, 2250.00, -31250.00
30962, 1519, 2250.00, -31250.00
30964, 1525, 2250.00, -15625.00
30966, 1531, 2250.00, -15625.00
30968, 1538, 2250.00, 0.00
30970, 1546, 2375.00, -0.00
30972, 1553, 2625.00, 15625.00
30974, 1560, 2750.00, 46875.00
30976, 1567, 2750.00, 62500.00
30978, 1574, 2625.00, 46875.00
30980, 1581, 2625.00, 0.00
30982, 1587, 2625.00, -15625.00
30984, 1593, 2500.00, -15625.00
30986, 1599, 2375.00, -15625.00
30988, 1604, 2250.00, -31250.00
30990, 1610, 2125.00, -46875.00
30992, 1616, 2125.00, -46874.97
30994, 1623, 2125.00, -31249.97
30996, 1629, 2375.00, -15624.97
30998, 1636, 2375.00, 31249.97
31000, 1644, 2500.00, 31249.97
31002, 1651, 2625.00, 46874.97
31004, 1658, 2750.00, 31250.00
31006, 1665, 2750.00, 46875.00
31008, 1671, 2625.00, 31250.00
31010, 1677, 2500.00, 0.00
31012, 1683, 2375.00, -31250.00
31014, 1688, 2250.00, -46875.00
31016, 1694, 2125.00, -46875.00
31018, 1700, 2125.00, -46874.97
31020, 1706, 2125.00, -31249.97
31022, 1713, 2250.00, -15624.97
31024, 1721, 2375.00, 15624.97
31026, 1728, 2625.00, 31249.97
31028, 1736, 2750.00, 62499.97
31030, 1743, 2875.00, 62500.00
31032, 1751, 2750.00, 62500.00
31034, 1758, 2875.00, 15625.00
31036, 1766, 2750.00, 15625.00
31038, 1773, 2875.00, -15625.00
31040, 1779, 2750.00, 15625.00
31042, 1785, 2625.00, -15625.00
31044, 1791, 2375.00, -15625.00
31046, 1797, 2250.00, -62500.00
31048, 1804, 2250.00, -62500.00
31050, 1811, 2375.00, -46875.00
31052, 1819, 2500.00, 0.00
31054, 1826, 2750.00, 31250.00
31056, 1833, 2750.00, 62500.00
31058, 1840, 2750.00, 46875.00
31060, 1846, 2625.00, 31250.00
31062, 1852, 2500.00, -15625.00
31064, 1858, 2375.00, -31250.00
31066, 1864, 2250.00, -46875.00
31068, 1869, 2250.00, -46875.00
31070, 1874, 2125.00, -31250.00
31072, 1880, 2000.00, -31249.97
31074, 1886, 2000.00, -31249.97
31076, 1892, 2125.00, -31249.97
31078, 1899, 2250.00, 0.00
31080, 1906, 2375.00, 31249.97
31082, 1913, 2500.00, 46874.97
31084, 1919, 2625.00, 46874.97
31086, 1925, 2500.00, 46875.00
31088, 1932, 2375.00, 15625.00
31090, 1938, 2375.00, -15625.00
31092, 1944, 2375.00, -31250.00
31094, 1949, 2375.00, -15625.00
31096, 1955, 2125.00, 0.00
31098, 1961, 2125.00, -31249.97
31100, 1967, 2125.00, -31249.97
31102, 1973, 2250.00, -31249.97
31104, 1980, 2250.00, 15624.97
31106, 1988, 2375.00, 15624.97
31108, 1996, 2625.00, 31249.97
31110, 2002, 2875.00, 46875.00
31112, 2010, 2750.00, 78124.99
31114, 2016, 2750.00, 46875.00
31116, 2022, 2500.00, 15625.00
31118, 2029, 2500.00, -46875.00
31120, 2034, 2375.00, -31250.00
31122, 2040, 2250.00, -46875.00
31124, 2046, 2250.00, -31249.97
31126, 2052, 2125.00, -31249.97
31128, 2058, 2250.00, -31249.97
31130, 2065, 2250.00, -0.03
31132, 2072, 2375.00, -0.03
31134, 2079, 2500.00, 31249.97
31136, 2086, 2625.00, 31250.00
31138, 2092, 2625.00, 46875.00
31140, 2099, 2500.00, 31250.00
31142, 2105, 2500.00, 0.00
31144, 2111, 2375.00, -15625.00
31146, 2117, 2375.00, -31250.00
31148, 2122, 2250.00, -15625.00
31150, 2127, 2125.00, -31250.00
31152, 2133, 2000.00, -31249.97
31154, 2138, 2000.00, -46874.97
31156, 2144, 2000.00, -31249.97
31158, 2151, 2125.00, -15625.00
31160, 2158, 2250.00, 15625.00
31162, 2165, 2500.00, 31250.00
31164, 2171, 2625.00, 62499.97
31166, 2178, 2500.00, 62499.97
31168, 2184, 2500.00, 31249.97
31170, 2190, 2375.00, 0.00
31172, 2196, 2375.00, -31250.00
31174, 2201, 2250.00, -15625.00
31176, 2206, 2125.00, -31250.00
31178, 2211, 2000.00, -31249.97
31180, 2217, 1875.00, -46874.97
31182, 2223, 2000.00, -46874.97
31184, 2230, 2125.00, -15625.00
31186, 2237, 2375.00, 15625.00
31188, 2244, 2500.00, 62499.97
31190, 2251, 2625.00, 62499.97
31192, 2258, 2625.00, 62499.97
31194, 2265, 2625.00, 31250.00
31196, 2271, 2625.00, 15625.00
31198, 2278, 2500.00, 0.00
31200, 2284, 2500.00, -15625.00
31202, 2289, 2375.00, -15625.00
31207, 2304, 2250.00, -31250.00
31207, 2304, 2125.00, -21874.99
31208, 2306, 1375.00, -21874.99
31210, 2313, 1250.00, -193749.97
31212, 2319, 1375.00, -203124.98
31214, 2327, 2125.00, -187500.00
31216, 2334, 2625.00, 93749.96
31218, 2341, 2625.00, 171874.95
31220, 2347, 2750.00, 156249.97
31222, 2354, 2500.00, 78124.99
31224, 2360, 2500.00, -15625.00
31226, 2366, 2375.00, -15625.00
31228, 2371, 2375.00, -46875.00
31230, 2377, 2125.00, -15625.00
31232, 2382, 2125.00, -46874.97
31234, 2387, 2000.00, -31249.97
31236, 2393, 2000.00, -46874.97
31238, 2399, 2000.00, -15625.00
31240, 2405, 2125.00, -15625.00
31242, 2412, 2250.00, 15625.00
31244, 2419, 2375.00, 31249.97
31246, 2426, 2500.00, 46874.97
31248, 2433, 2625.00, 46874.97
31250, 2439, 2625.00, 46875.00
31252, 2445, 2500.00, 31250.00
31254, 2451, 2375.00, 0.00
31256, 2456, 2250.00, -31250.00
31258, 2462, 2125.00, -46875.00
31260, 2467, 2125.00, -46874.97
31262, 2473, 2000.00, -31249.97
31264, 2479, 2125.00, -31249.97
31266, 2485, 2125.00, 0.00
31268, 2492, 2250.00, 0.00
31270, 2500, 2375.00, 31249.97
31272, 2507, 2625.00, 31249.97
31274, 2514, 2750.00, 62499.97
31276, 2521, 2750.00, 62500.00
31278, 2527, 2625.00, 46875.00
31280, 2534, 2500.00, 0.00
31282, 2540, 2500.00, -31250.00
31284, 2546, 2375.00, -31250.00
31286, 2551, 2375.00, -31250.00
31288, 2557, 2125.00, -15625.00
31290, 2563, 2125.00, -46874.97
31292, 2569, 2125.00, -31249.97
31294, 2575, 2250.00, -31249.97
31296, 2583, 2250.00, 15624.97
31298, 2590, 2500.00, 15624.97
31300, 2597, 2625.00, 46874.97
31302, 2604, 2750.00, 46875.00
31304, 2610, 2625.00, 62500.00
31306, 2616, 2500.00, 15625.00
31308, 2622, 2375.00, -15625.00
31310, 2628, 2250.00, -46875.00
31312, 2634, 2250.00, -46875.00
31314, 2639, 2250.00, -31250.00
31316, 2644, 2125.00, -15625.00
31318, 2650, 2000.00, -15624.97
31320, 2656, 2000.00, -31249.97
31322, 2663, 2125.00, -31249.97
31324, 2670, 2375.00, 0.00
31326, 2677, 2500.00, 46874.97
31328, 2684, 2625.00, 62499.97
31330, 2690, 2625.00, 62499.97
31332, 2696, 2500.00, 31250.00
31334, 2702, 2375.00, 0.00
31336, 2708, 2250.00, -31250.00
31338, 2714, 2250.00, -46875.00
31340, 2720, 2250.00, -31250.00
31342, 2725, 2250.00, -15625.00
31344, 2731, 2125.00, 0.00
31346, 2737, 2125.00, -15624.97
31348, 2744, 2125.00, -15624.97
31350, 2751, 2375.00, -15624.97
31352, 2759, 2500.00, 31249.97
31354, 2766, 2750.00, 46874.97
31356, 2774, 2750.00, 78124.97
31358, 2781, 2875.00, 46875.00
31360, 2789, 2750.00, 46875.00
31362, 2796, 2875.00, 0.00
31364, 2802, 2750.00, 15625.00
31366, 2808, 2625.00, -15625.00
31368, 2813, 2375.00, -15625.00
31370, 2819, 2125.00, -62500.00
31372, 2825, 2125.00, -78124.97
31374, 2830, 2125.00, -62499.97
31376, 2837, 2125.00, -31249.97
31378, 2844, 2250.00, -0.00
31380, 2851, 2375.00, 15625.00
31382, 2858, 2625.00, 31250.00
31384, 2865, 2625.00, 62499.97
31386, 2871, 2625.00, 46874.97
31388, 2877, 2500.00, 31249.97
31390, 2883, 2375.00, -15625.00
31392, 2889, 2250.00, -31250.00
31394, 2894, 2250.00, -46875.00
31396, 2900, 2125.00, -31250.00
31398, 2905, 2125.00, -31249.97
31400, 2910, 2000.00, -15624.97
31402, 2917, 2000.00, -31249.97
31404, 2923, 2125.00, -15625.00
31406, 2930, 2250.00, 0.00
31408, 2936, 2500.00, 31250.00
31410, 2943, 2375.00, 62499.97
31412, 2950, 2500.00, 31249.97
31414, 2956, 2500.00, 31249.97
31416, 2962, 2500.00, 0.00
31418, 2968, 2375.00, 15625.00
31420, 2973, 2250.00, -15625.00
31422, 2979, 2125.00, -31250.00
31424, 2984, 2125.00, -46874.97
31426, 2989, 2000.00, -31249.97
31428, 2995, 2000.00, -31249.97
31430, 3002, 2000.00, -15625.00
31432, 3009, 2250.00, -15625.00
31434, 3016, 2500.00, 31250.00
31436, 3024, 2625.00, 62499.97
31438, 3031, 2750.00, 78124.97
31440, 3038, 2750.00, 62499.97
31442, 3045, 2750.00, 31250.00
31444, 3051, 2625.00, 15625.00
31446, 3057, 2500.00, -15625.00
31448, 3062, 2375.00, -31250.00
31450, 3068, 2125.00, -46875.00
31452, 3074, 2125.00, -62499.97
31454, 3080, 2125.00, -46874.97
31456, 3086, 2250.00, -31249.97
31458, 3093, 2250.00, 15624.97
31460, 3100, 2375.00, 15624.97
31462, 3107, 2500.00, 31249.97
31464, 3114, 2625.00, 31250.00
31466, 3121, 2625.00, 46875.00
31468, 3128, 2625.00, 31250.00
31470, 3134, 2625.00, 15625.00
31472, 3140, 2500.00, 0.00
31474, 3146, 2375.00, -15625.00
31476, 3151, 2250.00, -31250.00
31478, 3156, 2125.00, -46875.00
31480, 3162, 2000.00, -46874.97
31482, 3167, 2000.00, -46874.97
31484, 3173, 2000.00, -31249.97
31486, 3180, 2125.00, -15625.00
31488, 3187, 2250.00, 15625.00
31490, 3194, 2500.00, 31250.00
31492, 3201, 2625.00, 62499.97
31494, 3207, 2625.00, 62499.97
31496, 3214, 2500.00, 46874.97
31498, 3220, 2500.00, 0.00
31500, 3225, 2375.00, -15625.00
31502, 3231, 2250.00, -31250.00
31504, 3237, 2125.00, -31249.97
31506, 3242, 2125.00, -46874.97
31508, 3248, 2125.00, -31249.97
31510, 3254, 2125.00, -15625.00
31512, 3260, 2125.00, 0.00
31514, 3268, 2250.00, -0.00
31516, 3275, 2500.00, 15624.97
31518, 3282, 2625.00, 46874.97
31520, 3289, 2750.00, 62499.97
31522, 3296, 2625.00, 62500.00
31524, 3302, 2625.00, 15625.00
31526, 3309, 2500.00, 0.00
31528, 3315, 2500.00, -31250.00
31530, 3320, 2375.00, -15625.00
31532, 3325, 2250.00, -31250.00
31534, 3331, 2000.00, -31249.97
31536, 3337, 2000.00, -62499.97
31538, 3344, 2125.00, -46874.97
31540, 3350, 2375.00, -15625.00
31542, 3358, 2375.00, 46874.97
31544, 3365, 2625.00, 46874.97
31546, 3372, 2625.00, 62499.97
31548, 3378, 2750.00, 31250.00
31550, 3384, 2500.00, 46875.00
31552, 3391, 2375.00, -15625.00
31554, 3396, 2375.00, -31250.00
31556, 3402, 2250.00, -46875.00
31558, 3407, 2250.00, -31249.97
31560, 3413, 2000.00, -15624.97
31562, 3418, 2125.00, -46874.97
31564, 3424, 2000.00, -15625.00
31566, 3431, 2125.00, -31250.00
31568, 3437, 2250.00, 15625.00
31570, 3444, 2375.00, 15625.00
31572, 3451, 2500.00, 46874.97
31574, 3458, 2500.00, 46874.97
31576, 3464, 2625.00, 31249.97
31578, 3470, 2500.00, 31250.00
31580, 3476, 2375.00, 0.00
31582, 3482, 2250.00, -15625.00
31584, 3488, 2250.00, -46875.00
31586, 3493, 2250.00, -31250.00
31588, 3499, 2125.00, -15625.00
31590, 3505, 2125.00, -15624.97
31592, 3511, 2125.00, -15624.97
31594, 3518, 2250.00, -15624.97
31596, 3526, 2375.00, 15624.97
31598, 3533, 2625.00, 31249.97
31600, 3540, 2750.00, 62499.97
31602, 3547, 2750.00, 62500.00
31604, 3554, 2625.00, 46875.00
31606, 3560, 2625.00, 0.00
31608, 3566, 2500.00, -15625.00
31610, 3572, 2375.00, -31250.00
31612, 3578, 2250.00, -31250.00
31614, 3584, 2250.00, -46875.00
31616, 3589, 2250.00, -31250.00
31618, 3596, 2125.00, -15625.00
31620, 3602, 2250.00, -15624.97
31622, 3610, 2250.00, 0.03
31624, 3617, 2625.00, 0.03
31626, 3624, 2625.00, 62499.97
31628, 3630, 2750.00, 46874.97
31630, 3636, 2500.00, 62499.97
31632, 3642, 2375.00, -15625.00
31634, 3648, 2250.00, -31250.00
31636, 3653, 2250.00, -62500.00
31638, 3659, 2125.00, -31250.00
31640, 3664, 2125.00, -31249.97
31642, 3669, 2000.00, -15624.97
31644, 3675, 2000.00, -31249.97
31646, 3682, 2000.00, -15625.00
31648, 3688, 2250.00, -15625.00
31650, 3695, 2375.00, 31250.00
31652, 3702, 2500.00, 46874.97
31654, 3709, 2500.00, 62499.97
31656, 3716, 2625.00, 31249.97
31658, 3722, 2625.00, 31250.00
31660, 3728, 2500.00, 15625.00
31662, 3733, 2375.00, 0.00
31664, 3739, 2125.00, -31250.00
31666, 3745, 2125.00, -62499.97
31668, 3750, 2125.00, -46874.97
31670, 3756, 2125.00, -31249.97
31672, 3763, 2125.00, 0.00
31674, 3770, 2250.00, -0.00
31676, 3778, 2500.00, 15625.00
31678, 3785, 2750.00, 46874.97
31680, 3792, 2750.00, 78124.97
31682, 3800, 2750.00, 62499.97
31684, 3806, 2750.00, 31250.00
31686, 3813, 2625.00, 0.00
31688, 3820, 2625.00, -15625.00
31690, 3827, 2500.00, -15625.00
31692, 3832, 2625.00, -31250.00
31694, 3838, 2375.00, 0.00
31696, 3844, 2250.00, -31249.97
31698, 3850, 2125.00, -31249.97
31700, 3857, 2250.00, -62499.97
31702, 3864, 2375.00, -15625.03
31704, 3871, 2500.00, 15624.97
31706, 3878, 2625.00, 46874.97
31708, 3885, 2625.00, 46875.00
31710, 3891, 2625.00, 31250.00
31712, 3897, 2500.00, 15625.00
31714, 3903, 2375.00, -15625.00
31716, 3909, 2250.00, -31250.00
31718, 3915, 2250.00, -46875.00
31720, 3920, 2250.00, -31250.00
31722, 3925, 2125.00, -15625.00
31724, 3931, 2000.00, -15624.97
31726, 3937, 2000.00, -31249.97
31728, 3944, 2125.00, -31249.97
31730, 3951, 2375.00, 0.00
31732, 3958, 2500.00, 46874.97
31734, 3964, 2625.00, 62499.97
31736, 3971, 2500.00, 62499.97
31738, 3977, 2500.00, 15625.00
31740, 3983, 2375.00, 0.00
31742, 3989, 2375.00, -31250.00
31744, 3994, 2250.00, -15625.00
31746, 3999, 2125.00, -31250.00
31748, 4004, 2000.00, -31249.97
31750, 4010, 1875.00, -46874.97
31752, 4017, 2000.00, -46874.97
31754, 4024, 2250.00, -15625.00
31756, 4032, 2500.00, 31250.00
31758, 4040, 2750.00, 78124.97
31760, 4047, 2875.00, 93749.97
31762, 4054, 2875.00, 78124.97
31764, 4061, 2750.00, 46875.00
31766, 4067, 2625.00, 0.00
31768, 4073, 2500.00, -31250.00
31770, 4080, 2375.00, -46875.00
31772, 4085, 2375.00, -46875.00
31774, 4091, 2250.00, -31250.00
31776, 1, 2250.00, -31249.97
31778, 7, 2125.00, -15624.97
31780, 14, 2250.00, -31249.97
31782, 22, 2375.00, -0.03
31784, 29, 2625.00, 15624.97
31786, 35, 2750.00, 62499.97
31788, 41, 2625.00, 62500.00
31790, 46, 2375.00, 31250.00
31792, 52, 2125.00, -31250.00
31794, 57, 2125.00, -78124.97
31796, 62, 2000.00, -62499.97
31798, 67, 2000.00, -46874.97
31800, 72, 1875.00, -15625.00
31802, 77, 1875.00, -31250.00
31804, 83, 1875.00, -15625.00
31806, 89, 2000.00, -15625.00
