Time (ms), Position (count), Velocity (count/s), Acceleration (count/s^2)
24364, 3628, 0.00, 0.00
24364, 3628, nan, nan
24364, 3628, 0.00, -0.00
24364, 3628, -9.60, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24364, 3628, 0.00, 0.00
24365, 3628, 0.00, 0.00
24365, 3628, 0.00, 0.00
24365, 3628, 0.00, 0.00
24365, 3628, 0.00, 0.00
24365, 3628, 0.00, 0.00
24365, 3628, 0.00, 0.00
24365, 3628, 0.00, 0.00
24365, 3628, 0.00, 0.00
24365, 3628, 0.00, 0.00
24366, 3628, 0.00, 0.00
24368, 3628, 0.00, 0.00
24370, 3628, 0.00, 0.00
24372, 3628, 0.00, 0.00
24374, 3628, 0.00, 0.00
24376, 3628, 0.00, 0.00
24378, 3628, 0.00, 0.00
24380, 3628, 0.00, 0.00
24382, 3628, 0.00, 0.00
24384, 3628, 0.00, 0.00
24386, 3628, 0.00, 0.00
24388, 3628, 0.00, 0.00
24390, 3628, 0.00, 0.00
24392, 3628, 0.00, 0.00
24394, 3628, 0.00, 0.00
24396, 3628, 0.00, 0.00
24398, 3628, 0.00, 0.00
24400, 3628, 0.00, 0.00
24402, 3628, 0.00, 0.00
24404, 3628, 0.00, 0.00
24406, 3628, 0.00, 0.00
24408, 3628, 0.00, 0.00
24410, 3628, 0.00, 0.00
24412, 3628, 0.00, 0.00
24414, 3628, 0.00, 0.00
24416, 3628, 0.00, 0.00
24418, 3628, 0.00, 0.00
24420, 3628, 0.00, 0.00
24422, 3628, 0.00, 0.00
24424, 3628, 0.00, 0.00
24426, 3628, 0.00, 0.00
24428, 3628, 0.00, 0.00
24430, 3628, 0.00, 0.00
24432, 3628, 0.00, 0.00
24434, 3628, 0.00, 0.00
24436, 3628, 0.00, 0.00
24438, 3628, 0.00, 0.00
24440, 3628, 0.00, 0.00
24442, 3628, 0.00, 0.00
24444, 3628, 0.00, 0.00
24446, 3628, 0.00, 0.00
24448, 3628, 0.00, 0.00
24450, 3628, 0.00, 0.00
24452, 3628, 0.00, 0.00
24454, 3628, 0.00, 0.00
24456, 3628, 0.00, 0.00
24458, 3628, 0.00, 0.00
24460, 3628, 0.00, 0.00
24462, 3628, 0.00, 0.00
24464, 3628, 0.00, 0.00
24466, 3628, 0.00, 0.00
24468, 3628, 0.00, 0.00
24470, 3628, 0.00, 0.00
24472, 3628, 0.00, 0.00
24474, 3628, 0.00, 0.00
24476, 3628, 0.00, 0.00
24478, 3628, 0.00, 0.00
24480, 3628, 0.00, 0.00
24482, 3628, 0.00, 0.00
24484, 3628, 0.00, 0.00
24486, 3628, 0.00, 0.00
24488, 3628, 0.00, 0.00
24490, 3628, 0.00, 0.00
24492, 3628, 0.00, 0.00
24494, 3628, 0.00, 0.00
24496, 3628, 0.00, 0.00
24498, 3628, 0.00, 0.00
24500, 3628, 0.00, 0.00
24502, 3628, 0.00, 0.00
24504, 3628, 0.00, 0.00
24506, 3628, 0.00, 0.00
24508, 3628, 0.00, 0.00
24510, 3628, 0.00, 0.00
24512, 3628, 0.00, 0.00
24514, 3628, 0.00, 0.00
24516, 3628, 0.00, 0.00
24518, 3628, 0.00, 0.00
24520, 3628, 0.00, 0.00
24522, 3628, 0.00, 0.00
24524, 3628, 0.00, 0.00
24526, 3628, 0.00, 0.00
24528, 3628, 0.00, 0.00
24530, 3628, 0.00, 0.00
24532, 3628, 0.00, 0.00
24534, 3628, 0.00, 0.00
24536, 3628, 0.00, 0.00
24538, 3628, 0.00, 0.00
24540, 3628, 0.00, 0.00
24542, 3628, 0.00, 0.00
24544, 3628, 0.00, 0.00
24546, 3628, 0.00, 0.00
24548, 3628, 0.00, 0.00
24550, 3628, 0.00, 0.00
24552, 3628, 0.00, 0.00
24554, 3628, 0.00, 0.00
24556, 3628, 0.00, 0.00
24558, 3628, 0.00, 0.00
24560, 3628, 0.00, 0.00
24562, 3628, 0.00, 0.00
24564, 3628, 0.00, 0.00
24566, 3628, 0.00, 0.00
24568, 3628, 0.00, 0.00
24570, 3628, 0.00, 0.00
24572, 3628, 0.00, 0.00
24574, 3628, 0.00, 0.00
24576, 3628, 0.00, 0.00
24578, 3628, 0.00, 0.00
24580, 3628, 0.00, 0.00
24582, 3628, 0.00, 0.00
24584, 3628, 0.00, 0.00
24586, 3628, 0.00, 0.00
24588, 3628, 0.00, 0.00
24590, 3628, 0.00, 0.00
24592, 3628, 0.00, 0.00
24594, 3628, 0.00, 0.00
24596, 3628, 0.00, 0.00
24598, 3628, 0.00, 0.00
24600, 3628, 0.00, 0.00
24602, 3628, 0.00, 0.00
24604, 3628, 0.00, 0.00
24606, 3628, 0.00, 0.00
24608, 3628, 0.00, 0.00
24610, 3628, 0.00, 0.00
24612, 3628, 0.00, 0.00
24614, 3628, 0.00, 0.00
24616, 3628, 0.00, 0.00
24618, 3628, 0.00, 0.00
24620, 3628, 0.00, 0.00
24622, 3628, 0.00, 0.00
24624, 3628, 0.00, 0.00
24626, 3628, 0.00, 0.00
24628, 3628, 0.00, 0.00
24630, 3628, 0.00, 0.00
24632, 3628, 0.00, 0.00
24634, 3628, 0.00, 0.00
24636, 3628, 0.00, 0.00
24638, 3628, 0.00, 0.00
24640, 3628, 0.00, 0.00
24642, 3628, 0.00, 0.00
24644, 3628, 0.00, 0.00
24646, 3628, 0.00, 0.00
24648, 3628, 0.00, 0.00
24650, 3628, 0.00, 0.00
24652, 3628, 0.00, 0.00
24654, 3628, 0.00, 0.00
24656, 3628, 0.00, 0.00
24658, 3628, 0.00, 0.00
24660, 3628, 0.00, 0.00
24662, 3628, 0.00, 0.00
24664, 3628, 0.00, 0.00
24666, 3628, 0.00, 0.00
24668, 3628, 0.00, 0.00
24670, 3628, 0.00, 0.00
24672, 3628, 0.00, 0.00
24674, 3628, 0.00, 0.00
24676, 3628, 0.00, 0.00
24678, 3628, 0.00, 0.00
24680, 3628, 0.00, 0.00
24682, 3628, 0.00, 0.00
24684, 3628, 0.00, 0.00
24686, 3628, 0.00, 0.00
24688, 3628, 0.00, 0.00
24690, 3628, 0.00, 0.00
24692, 3628, 0.00, 0.00
24694, 3628, 0.00, 0.00
24696, 3628, 0.00, 0.00
24698, 3628, 0.00, 0.00
24700, 3628, 0.00, 0.00
24702, 3628, 0.00, 0.00
24704, 3628, 0.00, 0.00
24706, 3628, 0.00, 0.00
24708, 3628, 0.00, 0.00
24710, 3628, 0.00, 0.00
24712, 3628, 0.00, 0.00
24714, 3628, 0.00, 0.00
24716, 3628, 0.00, 0.00
24718, 3628, 0.00, 0.00
24720, 3628, 0.00, 0.00
24722, 3628, 0.00, 0.00
24724, 3628, 0.00, 0.00
24726, 3628, 0.00, 0.00
24728, 3628, 0.00, 0.00
24730, 3628, 0.00, 0.00
24732, 3628, 0.00, 0.00
24734, 3628, 0.00, 0.00
24736, 3628, 0.00, 0.00
24738, 3628, 0.00, 0.00
24740, 3628, 0.00, 0.00
24742, 3628, 0.00, 0.00
24744, 3628, 0.00, 0.00
24746, 3628, 0.00, 0.00
24748, 3628, 0.00, 0.00
24750, 3628, 0.00, 0.00
24752, 3628, 0.00, 0.00
24754, 3628, 0.00, 0.00
24756, 3628, 0.00, 0.00
24758, 3628, 0.00, 0.00
24760, 3628, 0.00, 0.00
24762, 3628, 0.00, 0.00
24764, 3628, 0.00, 0.00
24766, 3628, 0.00, 0.00
24768, 3628, 0.00, 0.00
24770, 3628, 0.00, 0.00
24772, 3628, 0.00, 0.00
24774, 3628, 0.00, 0.00
24776, 3628, 0.00, 0.00
24778, 3628, 0.00, 0.00
24780, 3628, 0.00, 0.00
24782, 3628, 0.00, 0.00
24784, 3628, 0.00, 0.00
24786, 3628, 0.00, 0.00
24788, 3628, 0.00, 0.00
24790, 3628, 0.00, 0.00
24792, 3628, 0.00, 0.00
24794, 3628, 0.00, 0.00
24796, 3628, 0.00, 0.00
24798, 3628, 0.00, 0.00
24800, 3628, 0.00, 0.00
24802, 3628, 0.00, 0.00
24804, 3628, 0.00, 0.00
24806, 3628, 0.00, 0.00
24808, 3628, 0.00, 0.00
24810, 3628, 0.00, 0.00
24812, 3628, 0.00, 0.00
24814, 3628, 0.00, 0.00
24816, 3628, 0.00, 0.00
24818, 3628, 0.00, 0.00
24820, 3628, 0.00, 0.00
24822, 3628, 0.00, 0.00
24824, 3628, 0.00, 0.00
24826, 3628, 0.00, 0.00
24828, 3628, 0.00, 0.00
24830, 3628, 0.00, 0.00
24832, 3628, 0.00, 0.00
24834, 3628, 0.00, 0.00
24836, 3628, 0.00, 0.00
24838, 3628, 0.00, 0.00
24840, 3628, 0.00, 0.00
24842, 3628, 0.00, 0.00
24844, 3628, 0.00, 0.00
24846, 3628, 0.00, 0.00
24848, 3628, 0.00, 0.00
24850, 3628, 0.00, 0.00
24852, 3628, 0.00, 0.00
24854, 3628, 0.00, 0.00
24856, 3628, 0.00, 0.00
24858, 3628, 0.00, 0.00
24860, 3628, 0.00, 0.00
24862, 3628, 0.00, 0.00
24864, 3628, 0.00, 0.00
24866, 3628, 0.00, 0.00
24868, 3628, 0.00, 0.00
24870, 3628, 0.00, 0.00
24872, 3628, 0.00, 0.00
24874, 3628, 0.00, 0.00
24876, 3628, 0.00, 0.00
24878, 3628, 0.00, 0.00
24880, 3628, 0.00, 0.00
24882, 3628, 0.00, 0.00
24884, 3628, 0.00, 0.00
24886, 3628, 0.00, 0.00
24888, 3628, 0.00, 0.00
24890, 3628, 0.00, 0.00
24892, 3628, 0.00, 0.00
24894, 3628, 0.00, 0.00
24896, 3628, 0.00, 0.00
24898, 3628, 0.00, 0.00
24900, 3628, 0.00, 0.00
24902, 3628, 0.00, 0.00
24904, 3628, 0.00, 0.00
24906, 3628, 0.00, 0.00
24908, 3628, 0.00, 0.00
24910, 3628, 0.00, 0.00
24912, 3628, 0.00, 0.00
24914, 3628, 0.00, 0.00
24916, 3628, 0.00, 0.00
24918, 3628, 0.00, 0.00
24920, 3628, 0.00, 0.00
24922, 3628, 0.00, 0.00
24924, 3628, 0.00, 0.00
24926, 3628, 0.00, 0.00
24928, 3628, 0.00, 0.00
24930, 3628, 0.00, 0.00
24932, 3628, 0.00, 0.00
24934, 3628, 0.00, 0.00
24936, 3628, 0.00, 0.00
24938, 3628, 0.00, 0.00
24940, 3628, 0.00, 0.00
24942, 3628, 0.00, 0.00
24944, 3628, 0.00, 0.00
24946, 3628, 0.00, 0.00
24948, 3628, 0.00, 0.00
24950, 3628, 0.00, 0.00
24952, 3628, 0.00, 0.00
24954, 3628, 0.00, 0.00
24956, 3628, 0.00, 0.00
24958, 3628, 0.00, 0.00
24960, 3628, 0.00, 0.00
24962, 3628, 0.00, 0.00
24964, 3628, 0.00, 0.00
24966, 3628, 0.00, 0.00
24968, 3628, 0.00, 0.00
24970, 3628, 0.00, 0.00
24972, 3628, 0.00, 0.00
24974, 3628, 0.00, 0.00
24976, 3628, 0.00, 0.00
24978, 3628, 0.00, 0.00
24980, 3628, 0.00, 0.00
24982, 3628, 0.00, 0.00
24984, 3628, 0.00, 0.00
24986, 3628, 0.00, 0.00
24988, 3628, 0.00, 0.00
24990, 3628, 0.00, 0.00
24992, 3628, 0.00, 0.00
24994, 3628, 0.00, 0.00
24996, 3628, 0.00, 0.00
24998, 3628, 0.00, 0.00
25000, 3628, 0.00, 0.00
25002, 3628, 0.00, 0.00
25004, 3628, 0.00, 0.00
25006, 3628, 0.00, 0.00
25008, 3628, 0.00, 0.00
25010, 3628, 0.00, 0.00
25012, 3628, 0.00, 0.00
25014, 3628, 0.00, 0.00
25016, 3628, 0.00, 0.00
25018, 3628, 0.00, 0.00
25020, 3628, 0.00, 0.00
25022, 3628, 0.00, 0.00
25024, 3628, 0.00, 0.00
25026, 3628, 0.00, 0.00
25028, 3628, 0.00, 0.00
25030, 3628, 0.00, 0.00
25032, 3628, 0.00, 0.00
25034, 3628, 0.00, 0.00
25036, 3628, 0.00, 0.00
25038, 3628, 0.00, 0.00
25040, 3628, 0.00, 0.00
25042, 3628, 0.00, 0.00
25044, 3628, 0.00, 0.00
25046, 3628, 0.00, 0.00
25048, 3628, 0.00, 0.00
25050, 3628, 0.00, 0.00
25052, 3628, 0.00, 0.00
25054, 3628, 0.00, 0.00
25056, 3628, 0.00, 0.00
25058, 3628, 0.00, 0.00
25060, 3628, 0.00, 0.00
25062, 3628, 0.00, 0.00
25064, 3628, 0.00, 0.00
25066, 3628, 0.00, 0.00
25068, 3628, 0.00, 0.00
25070, 3628, 0.00, 0.00
25072, 3628, 0.00, 0.00
25074, 3628, 0.00, 0.00
25076, 3628, 0.00, 0.00
25078, 3628, 0.00, 0.00
25080, 3628, 0.00, 0.00
25082, 3628, 0.00, 0.00
25084, 3628, 0.00, 0.00
25086, 3628, 0.00, 0.00
25088, 3628, 0.00, 0.00
25090, 3628, 0.00, 0.00
25092, 3628, 0.00, 0.00
25094, 3628, 0.00, 0.00
25096, 3628, 0.00, 0.00
25098, 3628, 0.00, 0.00
25100, 3628, 0.00, 0.00
25102, 3628, 0.00, 0.00
25104, 3628, 0.00, 0.00
25106, 3628, 0.00, 0.00
25108, 3628, 0.00, 0.00
25110, 3628, 0.00, 0.00
25112, 3628, 0.00, 0.00
25114, 3628, 0.00, 0.00
25116, 3628, 0.00, 0.00
25118, 3628, 0.00, 0.00
25120, 3628, 0.00, 0.00
25122, 3628, 0.00, 0.00
25124, 3628, 0.00, 0.00
25126, 3628, 0.00, 0.00
25128, 3628, 0.00, 0.00
25130, 3628, 0.00, 0.00
25132, 3628, 0.00, 0.00
25134, 3628, 0.00, 0.00
25136, 3628, 0.00, 0.00
25138, 3628, 0.00, 0.00
25140, 3628, 0.00, 0.00
25142, 3628, 0.00, 0.00
25144, 3628, 0.00, 0.00
25146, 3628, 0.00, 0.00
25148, 3628, 0.00, 0.00
25150, 3628, 0.00, 0.00
25152, 3628, 0.00, 0.00
25154, 3628, 0.00, 0.00
25156, 3628, 0.00, 0.00
25158, 3628, 0.00, 0.00
25160, 3628, 0.00, 0.00
25162, 3628, 0.00, 0.00
25164, 3628, 0.00, 0.00
25166, 3628, 0.00, 0.00
25168, 3628, 0.00, 0.00
25170, 3628, 0.00, 0.00
25172, 3628, 0.00, 0.00
25174, 3628, 0.00, 0.00
25176, 3628, 0.00, 0.00
25178, 3628, 0.00, 0.00
25180, 3628, 0.00, 0.00
25182, 3628, 0.00, 0.00
25184, 3628, 0.00, 0.00
25186, 3628, 0.00, 0.00
25188, 3628, 0.00, 0.00
25190, 3628, 0.00, 0.00
25192, 3628, 0.00, 0.00
25194, 3628, 0.00, 0.00
25196, 3628, 0.00, 0.00
25198, 3628, 0.00, 0.00
25200, 3628, 0.00, 0.00
25202, 3628, 0.00, 0.00
25204, 3628, 0.00, 0.00
25206, 3628, 0.00, 0.00
25208, 3628, 0.00, 0.00
25210, 3628, 0.00, 0.00
25212, 3628, 0.00, 0.00
25214, 3628, 0.00, 0.00
25216, 3628, 0.00, 0.00
25218, 3628, 0.00, 0.00
25220, 3628, 0.00, 0.00
25222, 3628, 0.00, 0.00
25224, 3628, 0.00, 0.00
25226, 3628, 0.00, 0.00
25228, 3628, 0.00, 0.00
25230, 3628, 0.00, 0.00
25232, 3628, 0.00, 0.00
25234, 3628, 0.00, 0.00
25236, 3628, 0.00, 0.00
25238, 3628, 0.00, 0.00
25240, 3628, 0.00, 0.00
25242, 3628, 0.00, 0.00
25244, 3628, 0.00, 0.00
25246, 3628, 0.00, 0.00
25248, 3628, 0.00, 0.00
25250, 3628, 0.00, 0.00
25252, 3628, 0.00, 0.00
25254, 3628, 0.00, 0.00
25256, 3628, 0.00, 0.00
25258, 3628, 0.00, 0.00
25260, 3628, 0.00, 0.00
25262, 3628, 0.00, 0.00
25264, 3628, 0.00, 0.00
25266, 3628, 0.00, 0.00
25268, 3628, 0.00, 0.00
25270, 3628, 0.00, 0.00
25272, 3628, 0.00, 0.00
25274, 3628, 0.00, 0.00
25276, 3628, 0.00, 0.00
25278, 3628, 0.00, 0.00
25280, 3628, 0.00, 0.00
25282, 3628, 0.00, 0.00
25284, 3628, 0.00, 0.00
25286, 3628, 0.00, 0.00
25288, 3628, 0.00, 0.00
25290, 3628, 0.00, 0.00
25292, 3628, 0.00, 0.00
25294, 3628, 0.00, 0.00
25296, 3628, 0.00, 0.00
25298, 3628, 0.00, 0.00
25300, 3628, 0.00, 0.00
25302, 3628, 0.00, 0.00
25304, 3628, 0.00, 0.00
25306, 3628, 0.00, 0.00
25308, 3628, 0.00, 0.00
25310, 3628, 0.00, 0.00
25312, 3628, 0.00, 0.00
25314, 3628, 0.00, 0.00
25316, 3628, 0.00, 0.00
25318, 3628, 0.00, 0.00
25320, 3628, 0.00, 0.00
25322, 3628, 0.00, 0.00
25324, 3628, 0.00, 0.00
25326, 3628, 0.00, 0.00
25328, 3628, 0.00, 0.00
25330, 3628, 0.00, 0.00
25332, 3628, 0.00, 0.00
25334, 3628, 0.00, 0.00
25336, 3628, 0.00, 0.00
25338, 3628, 0.00, 0.00
25340, 3628, 0.00, 0.00
25342, 3628, 0.00, 0.00
25344, 3628, 0.00, 0.00
25346, 3628, 0.00, 0.00
25348, 3628, 0.00, 0.00
25350, 3628, 0.00, 0.00
25352, 3628, 0.00, 0.00
25354, 3628, 0.00, 0.00
25356, 3628, 0.00, 0.00
25358, 3628, 0.00, 0.00
25360, 3628, 0.00, 0.00
25362, 3628, 0.00, 0.00
25364, 3628, 0.00, 0.00
25366, 3628, 0.00, 0.00
25368, 3628, 0.00, 0.00
25370, 3628, 0.00, 0.00
25372, 3628, 0.00, 0.00
25374, 3628, 0.00, 0.00
25376, 3628, 0.00, 0.00
25378, 3628, 0.00, 0.00
25380, 3628, 0.00, 0.00
25382, 3628, 0.00, 0.00
25384, 3628, 0.00, 0.00
25386, 3628, 0.00, 0.00
25388, 3628, 0.00, 0.00
25390, 3628, 0.00, 0.00
25392, 3628, 0.00, 0.00
25394, 3628, 0.00, 0.00
25396, 3628, 0.00, 0.00
25398, 3628, 0.00, 0.00
25400, 3628, 0.00, 0.00
25402, 3628, 0.00, 0.00
25404, 3628, 0.00, 0.00
25406, 3628, 0.00, 0.00
25408, 3628, 0.00, 0.00
25410, 3628, 0.00, 0.00
25412, 3628, 0.00, 0.00
25414, 3628, 0.00, 0.00
25416, 3628, 0.00, 0.00
25418, 3628, 0.00, 0.00
25420, 3628, 0.00, 0.00
25422, 3628, 0.00, 0.00
25424, 3628, 0.00, 0.00
25426, 3628, 0.00, 0.00
25428, 3628, 0.00, 0.00
25430, 3628, 0.00, 0.00
25432, 3628, 0.00, 0.00
25434, 3628, 0.00, 0.00
25436, 3628, 0.00, 0.00
25438, 3628, 0.00, 0.00
25440, 3628, 0.00, 0.00
25442, 3628, 0.00, 0.00
25444, 3628, 0.00, 0.00
25446, 3628, 0.00, 0.00
25448, 3628, 0.00, 0.00
25450, 3628, 0.00, 0.00
25452, 3628, 0.00, 0.00
25454, 3628, 0.00, 0.00
25456, 3628, 0.00, 0.00
25458, 3628, 0.00, 0.00
25460, 3628, 0.00, 0.00
25462, 3628, 0.00, 0.00
25464, 3628, 0.00, 0.00
25466, 3628, 0.00, 0.00
25468, 3628, 0.00, 0.00
25470, 3628, 0.00, 0.00
25472, 3628, 0.00, 0.00
25474, 3628, 0.00, 0.00
25476, 3628, 0.00, 0.00
25478, 3628, 0.00, 0.00
25480, 3628, 0.00, 0.00
25482, 3628, 0.00, 0.00
25484, 3628, 0.00, 0.00
25486, 3628, 0.00, 0.00
25488, 3628, 0.00, 0.00
25490, 3628, 0.00, 0.00
25492, 3628, 0.00, 0.00
25494, 3628, 0.00, 0.00
25496, 3628, 0.00, 0.00
25498, 3628, 0.00, 0.00
25500, 3628, 0.00, 0.00
25502, 3628, 0.00, 0.00
25504, 3628, 0.00, 0.00
25506, 3628, 0.00, 0.00
25508, 3628, 0.00, 0.00
25510, 3628, 0.00, 0.00
25512, 3628, 0.00, 0.00
25514, 3628, 0.00, 0.00
25516, 3628, 0.00, 0.00
25518, 3628, 0.00, 0.00
25520, 3628, 0.00, 0.00
25522, 3628, 0.00, 0.00
25524, 3628, 0.00, 0.00
25526, 3628, 0.00, 0.00
25528, 3628, 0.00, 0.00
25530, 3628, 0.00, 0.00
25532, 3628, 0.00, 0.00
25534, 3628, 0.00, 0.00
25536, 3628, 0.00, 0.00
25538, 3628, 0.00, 0.00
25540, 3628, 0.00, 0.00
25542, 3628, 0.00, 0.00
25544, 3628, 0.00, 0.00
25546, 3628, 0.00, 0.00
25548, 3628, 0.00, 0.00
25550, 3628, 0.00, 0.00
25552, 3628, 0.00, 0.00
25554, 3628, 0.00, 0.00
25556, 3628, 0.00, 0.00
25558, 3628, 0.00, 0.00
25560, 3628, 0.00, 0.00
25562, 3628, 0.00, 0.00
25564, 3628, 0.00, 0.00
25566, 3628, 0.00, 0.00
25568, 3628, 0.00, 0.00
25570, 3628, 0.00, 0.00
25572, 3628, 0.00, 0.00
25574, 3628, 0.00, 0.00
25576, 3628, 0.00, 0.00
25578, 3628, 0.00, 0.00
25580, 3628, 0.00, 0.00
25582, 3628, 0.00, 0.00
25584, 3628, 0.00, 0.00
25586, 3628, 0.00, 0.00
25588, 3628, 0.00, 0.00
25590, 3628, 0.00, 0.00
25592, 3628, 0.00, 0.00
25594, 3628, 0.00, 0.00
25596, 3628, 0.00, 0.00
25598, 3628, 0.00, 0.00
25600, 3628, 0.00, 0.00
25602, 3628, 0.00, 0.00
25604, 3628, 0.00, 0.00
25606, 3628, 0.00, 0.00
25608, 3628, 0.00, 0.00
25610, 3628, 0.00, 0.00
25612, 3628, 0.00, 0.00
25614, 3628, 0.00, 0.00
25616, 3628, 0.00, 0.00
25618, 3628, 0.00, 0.00
25620, 3628, 0.00, 0.00
25622, 3628, 0.00, 0.00
25624, 3628, 0.00, 0.00
25626, 3628, 0.00, 0.00
25628, 3628, 0.00, 0.00
25630, 3628, 0.00, 0.00
25632, 3628, 0.00, 0.00
25634, 3628, 0.00, 0.00
25636, 3628, 0.00, 0.00
25638, 3628, 0.00, 0.00
25640, 3628, 0.00, 0.00
25642, 3628, 0.00, 0.00
25644, 3628, 0.00, 0.00
25646, 3628, 0.00, 0.00
25648, 3628, 0.00, 0.00
25650, 3628, 0.00, 0.00
25652, 3628, 0.00, 0.00
25654, 3628, 0.00, 0.00
25656, 3628, 0.00, 0.00
25658, 3628, 0.00, 0.00
25660, 3628, 0.00, 0.00
25662, 3628, 0.00, 0.00
25664, 3628, 0.00, 0.00
25666, 3628, 0.00, 0.00
25668, 3628, 0.00, 0.00
25670, 3628, 0.00, 0.00
25672, 3628, 0.00, 0.00
25674, 3628, 0.00, 0.00
25676, 3628, 0.00, 0.00
25678, 3628, 0.00, 0.00
25680, 3628, 0.00, 0.00
25682, 3628, 0.00, 0.00
25684, 3628, 0.00, 0.00
25686, 3628, 0.00, 0.00
25688, 3628, 0.00, 0.00
25690, 3628, 0.00, 0.00
25692, 3628, 0.00, 0.00
25694, 3628, 0.00, 0.00
25696, 3628, 0.00, 0.00
25698, 3628, 0.00, 0.00
25700, 3628, 0.00, 0.00
25702, 3628, 0.00, 0.00
25704, 3628, 0.00, 0.00
25706, 3628, 0.00, 0.00
25708, 3628, 0.00, 0.00
25710, 3628, 0.00, 0.00
25712, 3628, 0.00, 0.00
25714, 3628, 0.00, 0.00
25716, 3628, 0.00, 0.00
25718, 3628, 0.00, 0.00
25720, 3628, 0.00, 0.00
25722, 3628, 0.00, 0.00
25724, 3628, 0.00, 0.00
25726, 3628, 0.00, 0.00
25728, 3628, 0.00, 0.00
25730, 3628, 0.00, 0.00
25732, 3628, 0.00, 0.00
25734, 3628, 0.00, 0.00
25736, 3628, 0.00, 0.00
25738, 3628, 0.00, 0.00
25740, 3628, 0.00, 0.00
25742, 3628, 0.00, 0.00
25744, 3628, 0.00, 0.00
25746, 3628, 0.00, 0.00
25748, 3628, 0.00, 0.00
25750, 3628, 0.00, 0.00
25752, 3628, 0.00, 0.00
25754, 3628, 0.00, 0.00
25756, 3628, 0.00, 0.00
25758, 3628, 0.00, 0.00
25760, 3628, 0.00, 0.00
25762, 3628, 0.00, 0.00
25764, 3628, 0.00, 0.00
25766, 3628, 0.00, 0.00
25768, 3628, 0.00, 0.00
25770, 3628, 0.00, 0.00
25772, 3628, 0.00, 0.00
25774, 3628, 0.00, 0.00
25776, 3628, 0.00, 0.00
25778, 3628, 0.00, 0.00
25780, 3628, 0.00, 0.00
25782, 3628, 0.00, 0.00
25784, 3628, 0.00, 0.00
25786, 3628, 0.00, 0.00
25788, 3628, 0.00, 0.00
25790, 3628, 0.00, 0.00
25792, 3628, 0.00, 0.00
25794, 3628, 0.00, 0.00
25796, 3628, 0.00, 0.00
25798, 3628, 0.00, 0.00
25800, 3628, 0.00, 0.00
25802, 3628, 0.00, 0.00
25804, 3628, 0.00, 0.00
25806, 3628, 0.00, 0.00
25808, 3628, 0.00, 0.00
25810, 3628, 0.00, 0.00
25812, 3628, 0.00, 0.00
25814, 3628, 0.00, 0.00
25816, 3628, 0.00, 0.00
25818, 3628, 0.00, 0.00
25820, 3628, 0.00, 0.00
25822, 3628, 0.00, 0.00
25824, 3628, 0.00, 0.00
25826, 3628, 0.00, 0.00
25828, 3628, 0.00, 0.00
25830, 3628, 0.00, 0.00
25832, 3628, 0.00, 0.00
25834, 3628, 0.00, 0.00
25836, 3628, 0.00, 0.00
25838, 3628, 0.00, 0.00
25840, 3628, 0.00, 0.00
25842, 3628, 0.00, 0.00
25844, 3628, 0.00, 0.00
25846, 3628, 0.00, 0.00
25848, 3628, 0.00, 0.00
25850, 3628, 0.00, 0.00
25852, 3628, 0.00, 0.00
25854, 3628, 0.00, 0.00
25856, 3628, 0.00, 0.00
25858, 3628, 0.00, 0.00
25860, 3628, 0.00, 0.00
25862, 3628, 0.00, 0.00
25864, 3628, 0.00, 0.00
25866, 3628, 0.00, 0.00
25868, 3628, 0.00, 0.00
25870, 3628, 0.00, 0.00
25872, 3628, 0.00, 0.00
25874, 3628, 0.00, 0.00
25876, 3628, 0.00, 0.00
25878, 3628, 0.00, 0.00
25880, 3628, 0.00, 0.00
25882, 3628, 0.00, 0.00
25884, 3628, 0.00, 0.00
25886, 3628, 0.00, 0.00
25888, 3628, 0.00, 0.00
25890, 3628, 0.00, 0.00
25892, 3628, 0.00, 0.00
25894, 3628, 0.00, 0.00
25896, 3628, 0.00, 0.00
25898, 3628, 0.00, 0.00
25900, 3628, 0.00, 0.00
25902, 3628, 0.00, 0.00
25904, 3628, 0.00, 0.00
25906, 3628, 0.00, 0.00
25908, 3628, 0.00, 0.00
25910, 3628, 0.00, 0.00
25912, 3628, 0.00, 0.00
25914, 3628, 0.00, 0.00
25916, 3628, 0.00, 0.00
25918, 3628, 0.00, 0.00
25920, 3628, 0.00, 0.00
25922, 3628, 0.00, 0.00
25924, 3628, 0.00, 0.00
25926, 3628, 0.00, 0.00
25928, 3628, 0.00, 0.00
25930, 3628, 0.00, 0.00
25932, 3628, 0.00, 0.00
25934, 3628, 0.00, 0.00
25936, 3628, 0.00, 0.00
25938, 3628, 0.00, 0.00
25940, 3628, 0.00, 0.00
25942, 3628, 0.00, 0.00
25944, 3628, 0.00, 0.00
25946, 3628, 0.00, 0.00
25948, 3628, 0.00, 0.00
25950, 3628, 0.00, 0.00
