Time (ms), Position
15240, 2415
15242, 2438
15244, 2455
15246, 2471
15248, 2487
15250, 2507
15252, 2530
15254, 2546
15256, 2564
15258, 2580
15260, 2602
15262, 2622
15264, 2637
15266, 2653
15268, 2671
15270, 2693
15272, 2712
15274, 2727
15276, 2743
15278, 2765
15280, 2787
15282, 2804
15284, 2820
15286, 2838
15288, 2859
15290, 2879
15292, 2894
15294, 2909
15296, 2928
15298, 2951
15300, 2969
15302, 2984
15304, 3001
15306, 3022
15308, 3046
15310, 3065
15312, 3078
15314, 3096
15316, 3121
15318, 3140
15320, 3154
15322, 3169
15324, 3188
15326, 3211
15328, 3227
15330, 3242
15332, 3259
15334, 3282
15336, 3303
15338, 3319
15340, 3335
15342, 3351
15344, 3371
15346, 3390
15348, 3405
15350, 3419
15352, 3438
15354, 3461
15356, 3477
15358, 3493
15360, 3510
15362, 3533
15364, 3555
15366, 3571
15368, 3586
15370, 3605
15372, 3628
15374, 3647
15376, 3663
15378, 3678
15380, 3698
15382, 3720
15384, 3737
15386, 3753
15388, 3771
15390, 3794
15392, 3815
15394, 3832
15396, 3848
15398, 3867
15400, 3889
15402, 3907
15404, 3922
15406, 3937
15408, 3957
15410, 3978
15412, 3996
15414, 4011
15416, 4029
15418, 4052
15420, 4074
15422, 4091
15424, 10
15426, 29
15428, 51
15430, 68
15432, 82
15434, 97
15436, 118
15438, 138
15440, 154
15442, 170
15444, 188
15446, 212
15448, 232
15450, 247
15452, 263
15454, 283
15456, 304
15458, 320
15460, 336
15462, 351
15464, 372
15466, 392
15468, 408
15470, 424
15472, 443
15474, 466
15476, 486
15478, 503
15480, 519
15482, 539
15484, 559
15486, 576
15488, 591
15490, 607
15492, 628
15494, 646
15496, 664
15498, 680
15500, 699
15502, 721
15504, 741
15506, 757
15508, 774
15510, 794
15512, 815
15514, 833
15516, 848
15518, 866
15520, 886
15522, 906
15524, 924
15526, 940
15528, 959
15530, 982
15532, 1003
15534, 1021
15536, 1038
15538, 1058
15540, 1077
15542, 1095
15544, 1110
15546, 1127
15548, 1147
15550, 1166
15552, 1184
15554, 1200
15556, 1220
15558, 1242
15560, 1262
15562, 1279
15564, 1296
15566, 1315
15568, 1335
15570, 1353
15572, 1367
15574, 1385
15576, 1405
15578, 1425
15580, 1442
15582, 1458
15584, 1478
15586, 1500
15588, 1520
15590, 1537
15592, 1553
15594, 1575
15596, 1595
15598, 1612
15600, 1627
15602, 1644
15604, 1666
15606, 1685
15608, 1702
15610, 1719
15612, 1740
15614, 1763
15616, 1782
15618, 1799
15620, 1815
15622, 1836
15624, 1856
15626, 1872
15628, 1888
15630, 1905
15632, 1928
15634, 1947
15636, 1963
15638, 1980
15640, 2001
15642, 2025
15644, 2045
15646, 2061
15648, 2078
15650, 2099
15652, 2118
15654, 2133
15656, 2149
15658, 2166
15660, 2188
15662, 2206
15664, 2223
15666, 2240
15668, 2262
15670, 2285
15672, 2302
15674, 2319
15676, 2336
15678, 2357
15680, 2376
15682, 2392
15684, 2407
15686, 2426
15688, 2449
15690, 2465
15692, 2482
15694, 2499
15696, 2522
15698, 2543
15700, 2560
15702, 2576
15704, 2594
15706, 2616
15708, 2633
15710, 2650
15712, 2666
15714, 2685
15716, 2707
15718, 2724
15720, 2741
15722, 2758
15724, 2781
15726, 2801
15728, 2817
15730, 2834
15732, 2852
15734, 2874
15736, 2891
15738, 2908
15740, 2923
15742, 2944
15744, 2965
15746, 2982
15748, 2999
15750, 3016
15752, 3040
15754, 3061
15756, 3080
15758, 3095
15760, 3114
15762, 3136
15764, 3153
15766, 3168
15768, 3183
15770, 3205
15772, 3224
15774, 3242
15776, 3258
15778, 3277
15780, 3299
15782, 3318
15784, 3335
15786, 3350
15788, 3369
15790, 3389
15792, 3406
15794, 3422
15796, 3436
15798, 3456
15800, 3476
15802, 3493
15804, 3508
15806, 3527
15808, 3549
15810, 3568
15812, 3585
15814, 3600
15816, 3620
15818, 3641
15820, 3658
15822, 3673
15824, 3689
15826, 3710
15828, 3729
15830, 3746
15832, 3762
15834, 3780
15836, 3803
15838, 3822
15840, 3838
15842, 3854
15844, 3873
15846, 3894
15848, 3911
15850, 3926
15852, 3942
15854, 3963
15856, 3982
15858, 3999
15860, 4015
15862, 4034
15864, 4057
15866, 4077
15868, 4095
15870, 14
15872, 34
15874, 55
15876, 72
15878, 86
15880, 101
15882, 123
15884, 143
15886, 158
15888, 174
15890, 193
15892, 216
15894, 235
15896, 252
15898, 268
15900, 287
15902, 308
15904, 324
15906, 338
15908, 354
15910, 374
15912, 395
15914, 410
15916, 427
15918, 447
15920, 470
15922, 488
15924, 504
15926, 519
15928, 540
15930, 561
15932, 577
15934, 593
15936, 609
15938, 630
15940, 649
15942, 665
15944, 680
15946, 700
15948, 724
15950, 741
15952, 759
15954, 775
15956, 797
15958, 818
15960, 833
15962, 850
15964, 867
15966, 890
15968, 908
15970, 924
15972, 940
15974, 962
15976, 984
15978, 1003
15980, 1019
15982, 1033
15984, 1058
15986, 1077
15988, 1093
15990, 1110
15992, 1127
15994, 1149
15996, 1167
15998, 1181
16000, 1198
16002, 1221
16004, 1244
16006, 1262
16008, 1280
16010, 1297
16012, 1320
16014, 1339
16016, 1353
16018, 1368
16020, 1387
16022, 1409
16024, 1427
16026, 1442
16028, 1460
16030, 1482
16032, 1506
16034, 1522
16036, 1538
16038, 1557
16040, 1579
16042, 1598
16044, 1613
16046, 1628
16048, 1648
16050, 1670
16052, 1688
16054, 1703
16056, 1722
16058, 1745
16060, 1769
16062, 1787
16064, 1802
16066, 1821
16068, 1845
16070, 1863
16072, 1877
16074, 1893
16076, 1914
16078, 1936
16080, 1953
16082, 1969
16084, 1988
16086, 2012
16088, 2035
16090, 2051
16092, 2067
16094, 2085
16096, 2107
16098, 2124
16100, 2138
16102, 2155
16104, 2176
16106, 2197
16108, 2213
16110, 2230
16112, 2249
16114, 2273
16116, 2292
16118, 2309
16120, 2325
16122, 2347
16124, 2367
16126, 2384
16128, 2399
16130, 2415
16132, 2437
16134, 2457
16136, 2473
16138, 2489
16140, 2509
16142, 2531
16144, 2549
16146, 2567
16148, 2583
16150, 2604
16152, 2624
16154, 2641
16156, 2656
16158, 2673
16160, 2695
16162, 2713
16164, 2730
16166, 2746
16168, 2767
16170, 2789
16172, 2806
16174, 2823
16176, 2839
16178, 2860
16180, 2879
16182, 2896
16184, 2911
16186, 2929
16188, 2951
16190, 2969
16192, 2986
16194, 3002
16196, 3023
16198, 3045
16200, 3064
16202, 3081
16204, 3099
16206, 3119
16208, 3137
16210, 3155
16212, 3168
16214, 3187
16216, 3207
16218, 3226
16220, 3242
16222, 3258
16224, 3279
16226, 3300
16228, 3318
16230, 3333
16232, 3350
16234, 3371
16236, 3389
16238, 3406
16240, 3420
16242, 3437
16244, 3458
16246, 3476
16248, 3492
16250, 3508
16252, 3529
16254, 3551
16256, 3569
16258, 3584
16260, 3601
16262, 3623
16264, 3642
16266, 3658
16268, 3673
16270, 3692
16272, 3713
16274, 3731
16276, 3746
16278, 3762
16280, 3782
16282, 3805
16284, 3823
16286, 3839
16288, 3857
16290, 3878
16292, 3897
16294, 3913
16296, 3927
16298, 3946
16300, 3967
16302, 3987
16304, 4001
16306, 4018
16308, 4039
16310, 4063
16312, 4083
16314, 0
16316, 15
16318, 37
16320, 59
16322, 74
16324, 86
16326, 103
16328, 126
16330, 145
16332, 158
16334, 174
16336, 197
16338, 221
16340, 239
16342, 252
16344, 269
16346, 292
16348, 311
16350, 324
