Time (ms), Position (count), Velocity (count/s)
24870, 138, 3375.00
24872, 147, 3375.00
24874, 154, 3375.00
24876, 162, 3125.00
24878, 169, 3000.00
24880, 177, 2750.00
24882, 185, 2875.00
24884, 194, 2875.00
24886, 203, 3125.00
24888, 213, 3250.00
24890, 222, 3500.00
24892, 231, 3500.00
24894, 240, 3500.00
24896, 248, 3375.00
24898, 255, 3250.00
24900, 263, 3000.00
24902, 272, 2875.00
24904, 281, 3000.00
24906, 291, 3250.00
24908, 301, 3500.00
24910, 310, 3625.00
24912, 318, 3625.00
24914, 326, 3375.00
24916, 333, 3125.00
24918, 340, 2875.00
24920, 347, 2750.00
24922, 356, 2625.00
24924, 364, 2875.00
24926, 374, 3000.00
24928, 383, 3375.00
24930, 392, 3375.00
24932, 401, 3500.00
24934, 409, 3375.00
24936, 416, 3250.00
24938, 424, 3000.00
24940, 432, 2875.00
24942, 441, 2875.00
24944, 450, 3125.00
24946, 460, 3250.00
24948, 470, 3500.00
24950, 479, 3625.00
24952, 488, 3625.00
24954, 496, 3500.00
24956, 503, 3250.00
24958, 511, 3000.00
24960, 519, 2875.00
24962, 528, 2875.00
24964, 537, 3125.00
24966, 546, 3250.00
24968, 556, 3375.00
24970, 564, 3500.00
24972, 573, 3375.00
24974, 580, 3375.00
24976, 587, 3000.00
24978, 595, 2875.00
24980, 602, 2750.00
24982, 611, 2750.00
24984, 620, 3000.00
24986, 630, 3125.00
24988, 639, 3500.00
24990, 648, 3500.00
24992, 656, 3500.00
24994, 664, 3250.00
24996, 671, 3125.00
24998, 680, 2875.00
25000, 688, 3000.00
25002, 698, 3000.00
25004, 708, 3375.00
25006, 718, 3500.00
25008, 728, 3750.00
25010, 738, 3750.00
25012, 748, 3750.00
25014, 757, 3750.00
25016, 764, 3625.00
25018, 772, 3250.00
25020, 780, 3000.00
25022, 790, 2875.00
25024, 799, 3250.00
25026, 809, 3375.00
25028, 817, 3625.00
25030, 826, 3375.00
25032, 834, 3375.00
25034, 841, 3125.00
25036, 848, 3000.00
25038, 855, 2750.00
25040, 863, 2625.00
25042, 872, 2750.00
25044, 882, 3000.00
25046, 891, 3375.00
25048, 901, 3500.00
25050, 909, 3625.00
25052, 917, 3375.00
25054, 925, 3250.00
25056, 932, 3000.00
25058, 940, 2875.00
25060, 949, 2875.00
25062, 959, 3000.00
25064, 970, 3375.00
25066, 979, 3750.00
25068, 989, 3750.00
25070, 997, 3750.00
25072, 1005, 3375.00
25074, 1013, 3250.00
25076, 1021, 3000.00
25078, 1029, 3000.00
25080, 1038, 3000.00
25082, 1048, 3125.00
25084, 1057, 3375.00
25086, 1066, 3500.00
25088, 1075, 3500.00
25090, 1083, 3375.00
25092, 1090, 3250.00
25094, 1098, 3000.00
25096, 1105, 2875.00
25098, 1112, 2750.00
25100, 1121, 2750.00
25102, 1131, 2875.00
25104, 1140, 3250.00
25106, 1149, 3500.00
25108, 1158, 3500.00
25110, 1166, 3375.00
25112, 1174, 3250.00
25114, 1181, 3125.00
25116, 1189, 2875.00
25118, 1197, 2875.00
25120, 1206, 2875.00
25122, 1216, 3125.00
25124, 1226, 3375.00
25126, 1235, 3625.00
25128, 1244, 3625.00
25130, 1253, 3500.00
25132, 1261, 3375.00
25134, 1268, 3250.00
25136, 1276, 3000.00
25138, 1285, 2875.00
25140, 1294, 3000.00
25142, 1304, 3250.00
25144, 1314, 3500.00
25146, 1323, 3625.00
25148, 1332, 3625.00
25150, 1340, 3500.00
25152, 1348, 3250.00
25154, 1355, 3125.00
25156, 1363, 2875.00
25158, 1371, 2875.00
25160, 1380, 2875.00
25162, 1390, 3125.00
25164, 1399, 3375.00
25166, 1408, 3500.00
25168, 1417, 3500.00
25170, 1425, 3375.00
25172, 1432, 3250.00
25174, 1439, 3000.00
25176, 1447, 2750.00
25178, 1456, 2750.00
25180, 1465, 3000.00
25182, 1476, 3250.00
25184, 1485, 3625.00
25186, 1494, 3625.00
25188, 1503, 3625.00
25190, 1511, 3375.00
25192, 1519, 3250.00
25194, 1527, 3125.00
25196, 1535, 3000.00
25198, 1544, 3000.00
25200, 1554, 3125.00
25202, 1564, 3375.00
25204, 1573, 3625.00
25206, 1582, 3625.00
25208, 1590, 3500.00
25210, 1598, 3250.00
25212, 1606, 3125.00
25214, 1614, 3000.00
25216, 1622, 3000.00
25218, 1631, 3000.00
25220, 1641, 3125.00
25222, 1651, 3375.00
25224, 1661, 3625.00
25226, 1669, 3750.00
25228, 1678, 3500.00
25230, 1686, 3375.00
25232, 1693, 3125.00
25234, 1701, 3000.00
25236, 1709, 2875.00
25238, 1719, 2875.00
25240, 1729, 3250.00
25242, 1740, 3500.00
25244, 1749, 3875.00
25246, 1759, 3750.00
25248, 1769, 3750.00
25250, 1778, 3625.00
25252, 1786, 3625.00
25254, 1794, 3375.00
25256, 1803, 3125.00
25258, 1814, 3125.00
25260, 1824, 3500.00
25262, 1833, 3750.00
25264, 1842, 3750.00
25266, 1851, 3500.00
25268, 1859, 3375.00
25270, 1867, 3250.00
25272, 1874, 3125.00
25274, 1882, 2875.00
25276, 1891, 2875.00
25278, 1900, 3000.00
25280, 1910, 3250.00
25282, 1919, 3500.00
25284, 1927, 3500.00
25286, 1935, 3375.00
25288, 1943, 3125.00
25290, 1951, 3000.00
25292, 1958, 3000.00
25294, 1967, 2875.00
25296, 1977, 3000.00
25298, 1987, 3250.00
25300, 1998, 3625.00
25302, 2008, 3875.00
25304, 2017, 3875.00
25306, 2025, 3750.00
25308, 2034, 3375.00
25310, 2041, 3250.00
25312, 2050, 3000.00
25314, 2058, 3125.00
25316, 2069, 3000.00
25318, 2079, 3500.00
25320, 2089, 3625.00
25322, 2097, 3875.00
25324, 2106, 3500.00
25326, 2114, 3375.00
25328, 2122, 3125.00
25330, 2129, 3125.00
25332, 2137, 2875.00
25334, 2146, 2875.00
25336, 2155, 3000.00
25338, 2165, 3250.00
25340, 2175, 3500.00
25342, 2184, 3625.00
25344, 2192, 3625.00
25346, 2200, 3375.00
25348, 2207, 3125.00
25350, 2215, 2875.00
25352, 2223, 2875.00
25354, 2232, 2875.00
25356, 2243, 3125.00
25358, 2253, 3500.00
25360, 2263, 3750.00
25362, 2272, 3875.00
25364, 2280, 3625.00
25366, 2289, 3375.00
25368, 2296, 3250.00
25370, 2304, 3000.00
25372, 2312, 3000.00
25374, 2322, 2875.00
25376, 2333, 3250.00
25378, 2343, 3625.00
25380, 2352, 3875.00
25382, 2361, 3750.00
25384, 2369, 3500.00
25386, 2377, 3250.00
25388, 2384, 3125.00
25390, 2392, 2875.00
25392, 2400, 2875.00
25394, 2410, 2875.00
25396, 2420, 3250.00
25398, 2429, 3500.00
25400, 2438, 3625.00
25402, 2447, 3500.00
25404, 2455, 3375.00
25406, 2463, 3250.00
25408, 2471, 3125.00
25410, 2479, 3000.00
25412, 2488, 3000.00
25414, 2498, 3125.00
25416, 2509, 3375.00
25418, 2520, 3750.00
25420, 2529, 4000.00
25422, 2539, 3875.00
25424, 2547, 3750.00
25426, 2555, 3375.00
25428, 2563, 3250.00
25430, 2571, 3000.00
25432, 2581, 3000.00
25434, 2591, 3250.00
25436, 2601, 3500.00
25438, 2611, 3750.00
25440, 2619, 3750.00
25442, 2628, 3500.00
25444, 2636, 3375.00
25446, 2643, 3125.00
25448, 2650, 3000.00
25450, 2659, 2750.00
25452, 2668, 2875.00
25454, 2678, 3125.00
25456, 2688, 3500.00
25458, 2698, 3625.00
25460, 2706, 3750.00
25462, 2714, 3500.00
25464, 2722, 3250.00
25466, 2730, 3000.00
25468, 2738, 3000.00
25470, 2747, 3000.00
25472, 2757, 3125.00
25474, 2768, 3375.00
25476, 2779, 3750.00
25478, 2790, 4000.00
25480, 2801, 4125.00
25482, 2809, 4125.00
25484, 2817, 3750.00
25486, 2825, 3375.00
25488, 2833, 3000.00
25490, 2842, 3000.00
25492, 2852, 3125.00
25494, 2862, 3375.00
25496, 2871, 3625.00
25498, 2880, 3625.00
25500, 2889, 3500.00
25502, 2896, 3375.00
25504, 2904, 3125.00
25506, 2911, 3000.00
25508, 2919, 2750.00
25510, 2928, 2875.00
25512, 2937, 3000.00
25514, 2947, 3250.00
25516, 2956, 3500.00
25518, 2965, 3500.00
25520, 2973, 3500.00
25522, 2981, 3250.00
25524, 2988, 3125.00
25526, 2996, 2875.00
25528, 3005, 2875.00
25530, 3014, 3000.00
25532, 3025, 3250.00
25534, 3035, 3625.00
25536, 3045, 3750.00
25538, 3053, 3875.00
25540, 3062, 3500.00
25542, 3071, 3375.00
25544, 3078, 3250.00
25546, 3087, 3125.00
25548, 3095, 3125.00
25550, 3105, 3000.00
25552, 3115, 3375.00
25554, 3124, 3500.00
25556, 3134, 3625.00
25558, 3142, 3625.00
25560, 3150, 3375.00
25562, 3158, 3250.00
25564, 3165, 3000.00
25566, 3173, 2875.00
25568, 3181, 2875.00
25570, 3191, 2875.00
25572, 3201, 3250.00
25574, 3210, 3500.00
25576, 3219, 3625.00
25578, 3227, 3500.00
25580, 3235, 3250.00
25582, 3242, 3125.00
25584, 3250, 2875.00
25586, 3258, 2875.00
25588, 3267, 2875.00
25590, 3277, 3125.00
25592, 3288, 3375.00
25594, 3297, 3750.00
25596, 3306, 3750.00
25598, 3314, 3625.00
25600, 3323, 3250.00
25602, 3330, 3250.00
25604, 3338, 3000.00
25606, 3346, 3000.00
25608, 3356, 2875.00
25610, 3366, 3250.00
25612, 3375, 3500.00
25614, 3384, 3625.00
25616, 3393, 3500.00
25618, 3401, 3375.00
25620, 3409, 3250.00
25622, 3416, 3125.00
25624, 3423, 2875.00
25626, 3432, 2750.00
25628, 3440, 2875.00
25630, 3450, 3000.00
25632, 3459, 3375.00
25634, 3469, 3375.00
25636, 3477, 3625.00
25638, 3485, 3375.00
25640, 3493, 3250.00
25642, 3500, 3000.00
25644, 3509, 2875.00
25646, 3517, 3000.00
25648, 3527, 3000.00
25650, 3538, 3375.00
25652, 3548, 3625.00
25654, 3557, 3875.00
25656, 3566, 3750.00
25658, 3574, 3500.00
25660, 3582, 3250.00
25662, 3589, 3125.00
25664, 3597, 2875.00
25666, 3606, 2875.00
25668, 3616, 3000.00
25670, 3625, 3375.00
25672, 3634, 3500.00
25674, 3643, 3500.00
25676, 3651, 3375.00
25678, 3659, 3250.00
25680, 3666, 3125.00
25682, 3673, 2875.00
25684, 3681, 2750.00
25686, 3690, 2750.00
25688, 3699, 3000.00
25690, 3708, 3250.00
25692, 3717, 3375.00
25694, 3726, 3375.00
25696, 3734, 3375.00
25698, 3742, 3250.00
25700, 3749, 3125.00
25702, 3757, 2875.00
25704, 3765, 2875.00
25706, 3775, 2875.00
25708, 3786, 3250.00
25710, 3796, 3625.00
25712, 3806, 3875.00
25714, 3817, 3875.00
25716, 3827, 3875.00
25718, 3835, 3875.00
25720, 3843, 3625.00
25722, 3851, 3250.00
25724, 3859, 3000.00
25726, 3868, 3000.00
25728, 3878, 3125.00
25730, 3887, 3375.00
25732, 3896, 3500.00
25734, 3905, 3500.00
25736, 3912, 3375.00
25738, 3920, 3125.00
25740, 3926, 3000.00
25742, 3934, 2625.00
25744, 3942, 2750.00
25746, 3951, 2750.00
25748, 3960, 3125.00
25750, 3970, 3250.00
25752, 3979, 3500.00
25754, 3987, 3500.00
25756, 3995, 3375.00
25758, 4003, 3125.00
25760, 4010, 3000.00
25762, 4018, 2875.00
25764, 4027, 2875.00
25766, 4037, 3000.00
25768, 4047, 3375.00
25770, 4057, 3625.00
25772, 4066, 3750.00
25774, 4075, 3625.00
25776, 4083, 3500.00
25778, 4091, 3250.00
25780, 3, 3125.00
25782, 10, -508999.97
25784, 20, -509124.97
25786, 29, -508874.97
25788, 38, 3250.00
25790, 48, 3500.00
25792, 56, 3500.00
25794, 64, 3375.00
25796, 72, 3250.00
25798, 79, 3000.00
25800, 86, 2875.00
25802, 94, 2750.00
25804, 102, 2750.00
25806, 111, 2875.00
25808, 121, 3125.00
25810, 130, 3375.00
25812, 138, 3500.00
25814, 146, 3375.00
25816, 154, 3125.00
25818, 161, 3000.00
25820, 169, 2875.00
25822, 177, 2875.00
25824, 186, 2875.00
25826, 196, 3125.00
25828, 206, 3375.00
25830, 215, 3625.00
25832, 224, 3625.00
25834, 232, 3500.00
25836, 240, 3250.00
25838, 247, 3125.00
25840, 256, 2875.00
25842, 264, 3000.00
25844, 273, 3000.00
25846, 284, 3250.00
25848, 293, 3500.00
25850, 302, 3625.00
25852, 311, 3625.00
25854, 319, 3375.00
25856, 326, 3250.00
25858, 333, 3000.00
25860, 341, 2750.00
25862, 349, 2750.00
25864, 359, 2875.00
25866, 368, 3250.00
25868, 377, 3375.00
25870, 386, 3500.00
25872, 394, 3375.00
25874, 402, 3250.00
25876, 410, 3125.00
25878, 417, 3000.00
25880, 425, 2875.00
25882, 434, 2875.00
25884, 444, 3000.00
25886, 454, 3375.00
25888, 464, 3625.00
25890, 473, 3750.00
25892, 481, 3625.00
25894, 490, 3375.00
25896, 498, 3250.00
25898, 506, 3125.00
25900, 514, 3125.00
25902, 522, 3000.00
25904, 533, 3000.00
25906, 542, 3375.00
25908, 551, 3500.00
25910, 560, 3625.00
25912, 568, 3375.00
25914, 576, 3250.00
25916, 583, 3125.00
25918, 590, 2875.00
25920, 597, 2750.00
25922, 606, 2625.00
25924, 616, 2875.00
25926, 625, 3250.00
25928, 635, 3500.00
25930, 644, 3625.00
25932, 652, 3500.00
25934, 660, 3375.00
25936, 667, 3125.00
25938, 675, 2875.00
25940, 684, 2875.00
25942, 694, 3000.00
25944, 704, 3375.00
25946, 714, 3625.00
25948, 724, 3750.00
25950, 733, 3750.00
25952, 743, 3625.00
25954, 752, 3625.00
25956, 759, 3500.00
25958, 766, 3250.00
25960, 775, 2875.00
25962, 785, 2875.00
25964, 795, 3250.00
25966, 804, 3625.00
25968, 812, 3625.00
25970, 821, 3375.00
25972, 829, 3250.00
25974, 836, 3125.00
25976, 843, 3000.00
25978, 851, 2750.00
25980, 859, 2750.00
25982, 869, 2875.00
25984, 879, 3250.00
25986, 887, 3500.00
25988, 896, 3500.00
25990, 904, 3375.00
25992, 912, 3125.00
25994, 920, 3125.00
25996, 927, 3000.00
25998, 935, 2875.00
26000, 945, 2875.00
26002, 955, 3125.00
26004, 965, 3500.00
26006, 975, 3750.00
26008, 984, 3750.00
26010, 993, 3625.00
26012, 1001, 3500.00
26014, 1009, 3250.00
26016, 1016, 3125.00
26018, 1024, 2875.00
26020, 1034, 2875.00
26022, 1045, 3125.00
26024, 1054, 3625.00
26026, 1063, 3750.00
26028, 1071, 3625.00
26030, 1079, 3250.00
26032, 1087, 3125.00
26034, 1093, 3000.00
26036, 1101, 2750.00
26038, 1109, 2750.00
26040, 1119, 2750.00
26042, 1129, 3250.00
26044, 1138, 3500.00
26046, 1147, 3625.00
26048, 1155, 3500.00
26050, 1163, 3250.00
26052, 1170, 3125.00
26054, 1178, 2875.00
26056, 1185, 2875.00
26058, 1194, 2750.00
26060, 1205, 3000.00
26062, 1215, 3375.00
26064, 1225, 3750.00
26066, 1233, 3875.00
26068, 1241, 3500.00
26070, 1249, 3250.00
26072, 1258, 3000.00
26074, 1265, 3125.00
26076, 1273, 3000.00
26078, 1283, 3000.00
26080, 1294, 3125.00
26082, 1304, 3625.00
26084, 1313, 3875.00
26086, 1322, 3750.00
26088, 1330, 3500.00
26090, 1338, 3250.00
26092, 1346, 3125.00
26094, 1353, 3000.00
26096, 1361, 2875.00
26098, 1371, 2875.00
26100, 1381, 3125.00
26102, 1390, 3500.00
26104, 1399, 3625.00
26106, 1407, 3500.00
26108, 1416, 3250.00
26110, 1423, 3250.00
26112, 1430, 3000.00
26114, 1438, 2875.00
26116, 1447, 2750.00
26118, 1457, 3000.00
26120, 1467, 3375.00
26122, 1477, 3625.00
26124, 1486, 3750.00
26126, 1495, 3625.00
26128, 1503, 3500.00
26130, 1511, 3250.00
26132, 1519, 3125.00
26134, 1527, 3000.00
26136, 1536, 3000.00
26138, 1546, 3125.00
26140, 1557, 3375.00
26142, 1566, 3750.00
26144, 1576, 3750.00
26146, 1584, 3750.00
26148, 1592, 3375.00
26150, 1600, 3250.00
26152, 1608, 3000.00
26154, 1616, 3000.00
26156, 1625, 3000.00
26158, 1636, 3125.00
26160, 1646, 3500.00
26162, 1655, 3750.00
26164, 1665, 3750.00
26166, 1674, 3625.00
26168, 1682, 3500.00
26170, 1689, 3375.00
26172, 1698, 3000.00
26174, 1707, 3000.00
26176, 1717, 3125.00
26178, 1727, 3500.00
26180, 1738, 3625.00
26182, 1747, 3875.00
26184, 1757, 3750.00
26186, 1767, 3750.00
26188, 1776, 3625.00
26190, 1783, 3625.00
26192, 1790, 3250.00
26194, 1800, 2875.00
26196, 1811, 3000.00
26198, 1821, 3500.00
26200, 1831, 3875.00
26202, 1840, 3875.00
26204, 1849, 3625.00
26206, 1857, 3500.00
26208, 1864, 3250.00
26210, 1872, 3000.00
26212, 1880, 2875.00
26214, 1889, 2875.00
26216, 1899, 3125.00
26218, 1908, 3375.00
26220, 1918, 3500.00
26222, 1926, 3625.00
26224, 1934, 3375.00
26226, 1942, 3250.00
26228, 1949, 3000.00
26230, 1957, 2875.00
26232, 1965, 2875.00
26234, 1976, 2875.00
26236, 1986, 3375.00
26238, 1997, 3625.00
26240, 2007, 4000.00
26242, 2016, 3875.00
26244, 2024, 3750.00
26246, 2033, 3375.00
26248, 2041, 3250.00
26250, 2049, 3125.00
26252, 2058, 3125.00
26254, 2069, 3125.00
26256, 2080, 3500.00
26258, 2089, 3875.00
26260, 2098, 3875.00
26262, 2107, 3625.00
26264, 2115, 3375.00
26266, 2123, 3250.00
26268, 2130, 3125.00
26270, 2138, 2875.00
26272, 2146, 2875.00
26274, 2156, 2875.00
26276, 2167, 3250.00
26278, 2176, 3625.00
26280, 2185, 3750.00
26282, 2193, 3625.00
26284, 2201, 3250.00
26286, 2209, 3125.00
26288, 2217, 3000.00
26290, 2225, 3000.00
26292, 2235, 3000.00
26294, 2245, 3250.00
26296, 2255, 3500.00
26298, 2265, 3750.00
26300, 2274, 3750.00
26302, 2283, 3625.00
26304, 2291, 3500.00
26306, 2299, 3250.00
26308, 2307, 3125.00
26310, 2315, 3000.00
26312, 2325, 3000.00
26314, 2335, 3250.00
26316, 2346, 3500.00
26318, 2355, 3875.00
26320, 2364, 3750.00
26322, 2371, 3625.00
26324, 2379, 3125.00
26326, 2386, 3000.00
26328, 2394, 2750.00
26330, 2403, 2875.00
26332, 2412, 3000.00
26334, 2422, 3250.00
26336, 2432, 3500.00
26338, 2441, 3625.00
26340, 2450, 3625.00
26342, 2458, 3500.00
26344, 2466, 3250.00
26346, 2474, 3125.00
26348, 2482, 3000.00
26350, 2492, 3000.00
26352, 2501, 3250.00
26354, 2512, 3375.00
26356, 2522, 3750.00
26358, 2532, 3750.00
26360, 2541, 3875.00
26362, 2549, 3625.00
26364, 2557, 3375.00
26366, 2564, 3125.00
26368, 2573, 2875.00
26370, 2582, 3000.00
26372, 2592, 3125.00
26374, 2603, 3500.00
26376, 2612, 3750.00
26378, 2621, 3750.00
26380, 2629, 3625.00
26382, 2637, 3250.00
26384, 2644, 3125.00
26386, 2652, 2875.00
26388, 2660, 2875.00
26390, 2669, 2875.00
26392, 2679, 3125.00
26394, 2689, 3375.00
26396, 2698, 3625.00
26398, 2707, 3625.00
26400, 2715, 3500.00
26402, 2723, 3250.00
26404, 2731, 3125.00
26406, 2739, 3000.00
26408, 2748, 3000.00
26410, 2758, 3125.00
26412, 2769, 3375.00
26414, 2780, 3750.00
26416, 2791, 4000.00
26418, 2801, 4125.00
26420, 2810, 4000.00
26422, 2817, 3750.00
26424, 2825, 3250.00
26426, 2833, 3000.00
26428, 2841, 2875.00
26430, 2851, 3000.00
26432, 2861, 3250.00
26434, 2870, 3500.00
26436, 2879, 3625.00
26438, 2887, 3500.00
26440, 2895, 3250.00
26442, 2903, 3125.00
26444, 2910, 3000.00
26446, 2917, 2875.00
26448, 2925, 2750.00
26450, 2935, 2750.00
26452, 2944, 3125.00
26454, 2953, 3375.00
26456, 2962, 3500.00
26458, 2971, 3375.00
26460, 2979, 3375.00
26462, 2987, 3250.00
26464, 2994, 3125.00
26466, 3002, 2875.00
26468, 3011, 2875.00
26470, 3021, 3000.00
26472, 3032, 3375.00
26474, 3041, 3750.00
26476, 3050, 3750.00
26478, 3059, 3625.00
26480, 3067, 3375.00
26482, 3075, 3250.00
26484, 3083, 3125.00
26486, 3091, 3000.00
26488, 3100, 3000.00
26490, 3109, 3125.00
26492, 3119, 3250.00
26494, 3128, 3500.00
26496, 3138, 3500.00
26498, 3145, 3625.00
26500, 3153, 3250.00
26502, 3161, 3125.00
26504, 3168, 2875.00
26506, 3176, 2875.00
26508, 3185, 2875.00
26510, 3194, 3000.00
26512, 3204, 3250.00
26514, 3213, 3500.00
26516, 3221, 3500.00
26518, 3230, 3375.00
26520, 3237, 3250.00
26522, 3245, 3000.00
26524, 3252, 3000.00
26526, 3261, 2750.00
26528, 3270, 3000.00
26530, 3280, 3125.00
26532, 3290, 3500.00
26534, 3299, 3625.00
26536, 3308, 3625.00
26538, 3316, 3500.00
26540, 3324, 3250.00
26542, 3332, 3125.00
26544, 3340, 3000.00
26546, 3348, 3000.00
26548, 3357, 3000.00
26550, 3367, 3125.00
26552, 3377, 3375.00
26554, 3386, 3625.00
26556, 3394, 3625.00
26558, 3402, 3375.00
26560, 3410, 3125.00
26562, 3417, 3000.00
26564, 3424, 2875.00
26566, 3433, 2750.00
26568, 3441, 2875.00
26570, 3451, 3000.00
26572, 3461, 3375.00
26574, 3469, 3500.00
26576, 3478, 3500.00
26578, 3486, 3375.00
26580, 3494, 3125.00
26582, 3501, 3125.00
26584, 3509, 2875.00
26586, 3518, 2875.00
26588, 3527, 3000.00
26590, 3538, 3250.00
26592, 3548, 3625.00
26594, 3557, 3750.00
26596, 3566, 3750.00
26598, 3574, 3500.00
26600, 3582, 3250.00
26602, 3590, 3125.00
26604, 3598, 3000.00
26606, 3606, 3000.00
26608, 3616, 3000.00
26610, 3625, 3250.00
26612, 3635, 3375.00
26614, 3644, 3625.00
26616, 3652, 3500.00
26618, 3660, 3375.00
26620, 3667, 3125.00
26622, 3674, 2875.00
26624, 3681, 2750.00
26626, 3690, 2625.00
26628, 3699, 2875.00
26630, 3709, 3125.00
26632, 3718, 3500.00
26634, 3727, 3500.00
26636, 3735, 3500.00
26638, 3743, 3250.00
26640, 3750, 3125.00
26642, 3758, 2875.00
26644, 3767, 2875.00
26646, 3776, 3000.00
26648, 3787, 3250.00
26650, 3797, 3625.00
26652, 3807, 3750.00
26654, 3817, 3875.00
26656, 3827, 3750.00
26658, 3836, 3750.00
26660, 3844, 3625.00
26662, 3851, 3375.00
26664, 3860, 3000.00
26666, 3868, 3000.00
26668, 3878, 3000.00
26670, 3887, 3375.00
26672, 3897, 3375.00
26674, 3905, 3625.00
26676, 3913, 3375.00
26678, 3921, 3250.00
26680, 3928, 3000.00
26682, 3935, 2875.00
26684, 3943, 2750.00
26686, 3952, 2750.00
26688, 3961, 3000.00
26690, 3971, 3250.00
26692, 3980, 3500.00
26694, 3989, 3500.00
26696, 3997, 3500.00
26698, 4004, 3250.00
26700, 4012, 3000.00
26702, 4020, 2875.00
26704, 4029, 2875.00
26706, 4039, 3125.00
26708, 4049, 3375.00
26710, 4059, 3625.00
26712, 4068, 3750.00
26714, 4077, 3625.00
26716, 4086, 3500.00
26718, 4093, 3375.00
26720, 5, 3125.00
26722, 13, -508999.97
26724, 22, -509124.97
26726, 31, -508874.97
26728, 40, 3250.00
26730, 49, 3375.00
26732, 58, 3375.00
26734, 66, 3375.00
26736, 73, 3250.00
26738, 80, 3000.00
26740, 88, 2750.00
26742, 95, 2750.00
26744, 104, 2750.00
26746, 113, 3000.00
26748, 123, 3125.00
26750, 132, 3500.00
26752, 141, 3500.00
26754, 149, 3500.00
26756, 157, 3250.00
26758, 164, 3125.00
26760, 172, 2875.00
26762, 180, 2875.00
26764, 189, 2875.00
26766, 199, 3125.00
26768, 209, 3375.00
26770, 218, 3625.00
26772, 227, 3625.00
26774, 236, 3500.00
26776, 244, 3375.00
26778, 251, 3250.00
26780, 259, 3000.00
26782, 268, 2875.00
26784, 277, 3000.00
26786, 287, 3250.00
26788, 297, 3500.00
26790, 306, 3625.00
26792, 314, 3625.00
26794, 322, 3375.00
26796, 330, 3125.00
26798, 337, 3000.00
26800, 345, 2875.00
26802, 353, 2875.00
26804, 363, 2875.00
26806, 373, 3250.00
26808, 382, 3500.00
26810, 391, 3625.00
26812, 399, 3500.00
26814, 407, 3250.00
26816, 414, 3125.00
26818, 421, 2875.00
26820, 429, 2750.00
26822, 439, 2750.00
26824, 449, 3125.00
26826, 459, 3500.00
26828, 469, 3750.00
26830, 478, 3750.00
26832, 487, 3625.00
26834, 495, 3500.00
26836, 503, 3250.00
26838, 511, 3125.00
26840, 519, 3000.00
26842, 529, 3000.00
26844, 539, 3250.00
26846, 548, 3500.00
26848, 557, 3625.00
26850, 566, 3500.00
26852, 573, 3375.00
26854, 581, 3125.00
26856, 588, 3000.00
26858, 595, 2750.00
26860, 603, 2750.00
26862, 612, 2750.00
26864, 622, 3000.00
26866, 632, 3375.00
26868, 641, 3625.00
26870, 649, 3625.00
26872, 657, 3375.00
26874, 665, 3125.00
26876, 673, 3000.00
26878, 681, 3000.00
26880, 690, 3000.00
26882, 701, 3125.00
26884, 711, 3500.00
26886, 722, 3750.00
26888, 732, 4000.00
26890, 741, 3875.00
26892, 751, 3750.00
26894, 758, 3625.00
26896, 765, 3250.00
26898, 773, 3000.00
26900, 783, 2750.00
26902, 792, 3125.00
26904, 802, 3375.00
26906, 811, 3625.00
26908, 820, 3500.00
26910, 827, 3500.00
26912, 835, 3125.00
26914, 842, 3000.00
26916, 849, 2750.00
26918, 857, 2750.00
26920, 866, 2750.00
26922, 876, 3000.00
26924, 886, 3375.00
26926, 895, 3625.00
26928, 904, 3625.00
26930, 912, 3500.00
26932, 920, 3250.00
26934, 927, 3125.00
26936, 935, 2875.00
26938, 944, 2875.00
26940, 954, 3000.00
26942, 965, 3375.00
26944, 975, 3750.00
26946, 984, 3875.00
26948, 993, 3750.00
26950, 1002, 3500.00
26952, 1009, 3375.00
26954, 1017, 3125.00
26956, 1025, 3000.00
26958, 1034, 2875.00
26960, 1044, 3125.00
26962, 1054, 3375.00
26964, 1064, 3625.00
26966, 1072, 3750.00
26968, 1080, 3500.00
26970, 1088, 3250.00
26972, 1095, 3000.00
26974, 1102, 2875.00
26976, 1109, 2750.00
26978, 1118, 2625.00
26980, 1128, 2875.00
26982, 1138, 3250.00
26984, 1147, 3625.00
26986, 1156, 3625.00
26988, 1164, 3500.00
26990, 1172, 3250.00
26992, 1179, 3125.00
26994, 1187, 2875.00
26996, 1195, 2875.00
26998, 1206, 2875.00
27000, 1216, 3375.00
27002, 1226, 3625.00
27004, 1235, 3875.00
27006, 1244, 3625.00
27008, 1252, 3500.00
27010, 1260, 3250.00
27012, 1268, 3125.00
27014, 1276, 3000.00
27016, 1285, 3000.00
27018, 1295, 3125.00
27020, 1305, 3375.00
27022, 1314, 3625.00
27024, 1323, 3625.00
27026, 1332, 3500.00
27028, 1340, 3375.00
27030, 1348, 3250.00
27032, 1355, 3125.00
27034, 1363, 2875.00
27036, 1372, 2875.00
27038, 1382, 3000.00
27040, 1392, 3375.00
27042, 1401, 3625.00
27044, 1410, 3625.00
27046, 1418, 3500.00
27048, 1426, 3250.00
27050, 1433, 3125.00
27052, 1441, 2875.00
27054, 1449, 2875.00
27056, 1458, 2875.00
27058, 1468, 3125.00
27060, 1478, 3375.00
27062, 1488, 3625.00
27064, 1496, 3750.00
27066, 1505, 3500.00
27068, 1514, 3375.00
