Time (ms), Position (count), Velocity (count/s)
19076, 151, 0.00
19078, 151, 0.00
19080, 151, 0.00
19082, 151, 0.00
19084, 151, 0.00
19086, 151, 0.00
19088, 151, 0.00
19090, 151, 0.00
19092, 151, 0.00
19094, 151, 0.00
19096, 151, 0.00
19098, 151, 0.00
19100, 151, 0.00
19102, 151, 0.00
19104, 151, 0.00
19106, 151, 0.00
19108, 151, 0.00
19110, 151, 0.00
19112, 151, 0.00
19114, 151, 0.00
19116, 151, 0.00
19118, 151, 0.00
19120, 151, 0.00
19122, 151, 0.00
19124, 151, 0.00
19126, 151, 0.00
19128, 151, 0.00
19130, 151, 0.00
19132, 151, 0.00
19134, 151, 0.00
19136, 151, 0.00
19138, 151, 0.00
19140, 151, 0.00
19142, 151, 0.00
19144, 151, 0.00
19146, 151, 0.00
19148, 151, 0.00
19150, 151, 0.00
19152, 151, 0.00
19154, 151, 0.00
19156, 151, 0.00
19158, 151, 0.00
19160, 151, 0.00
19162, 151, 0.00
19164, 151, 0.00
19166, 151, 0.00
19168, 151, 0.00
19170, 151, 0.00
19172, 151, 0.00
19174, 151, 0.00
19176, 151, 0.00
19178, 151, 0.00
19180, 151, 0.00
19182, 151, 0.00
19184, 151, 0.00
19186, 151, 0.00
19188, 151, 0.00
19190, 151, 0.00
19192, 151, 0.00
19194, 151, 0.00
19196, 151, 0.00
19198, 151, 0.00
19200, 151, 0.00
19202, 151, 0.00
19204, 151, 0.00
19206, 151, 0.00
19208, 151, 0.00
19210, 151, 0.00
19212, 151, 0.00
19214, 151, 0.00
19216, 151, 0.00
19218, 151, 0.00
19220, 151, 0.00
19222, 151, 0.00
19224, 151, 0.00
19226, 151, 0.00
19228, 151, 0.00
19230, 151, 0.00
19232, 151, 0.00
19234, 151, 0.00
19236, 151, 0.00
19238, 151, 0.00
19240, 151, 0.00
19242, 151, 0.00
19244, 151, 0.00
19246, 151, 0.00
19248, 151, 0.00
19250, 151, 0.00
19252, 151, 0.00
19254, 151, 0.00
19256, 151, 0.00
19258, 151, 0.00
19260, 151, 0.00
19262, 151, 0.00
19264, 151, 0.00
19266, 151, 0.00
19268, 151, 0.00
19270, 151, 0.00
19272, 151, 0.00
19274, 151, 0.00
19276, 151, 0.00
19278, 151, 0.00
19280, 151, 0.00
19282, 151, 0.00
19284, 151, 0.00
19286, 151, 0.00
19288, 151, 0.00
19290, 151, 0.00
19292, 151, 0.00
19294, 151, 0.00
19296, 151, 0.00
19298, 151, 0.00
19300, 151, 0.00
19302, 151, 0.00
19304, 151, 0.00
19306, 151, 0.00
19308, 151, 0.00
19310, 151, 0.00
19312, 151, 0.00
19314, 151, 0.00
19316, 151, 0.00
19318, 151, 0.00
19320, 151, 0.00
19322, 151, 0.00
19324, 151, 0.00
19326, 151, 0.00
19328, 151, 0.00
19330, 151, 0.00
19332, 151, 0.00
19334, 151, 0.00
19336, 151, 0.00
19338, 151, 0.00
19340, 151, 0.00
19342, 151, 0.00
19344, 151, 0.00
19346, 151, 0.00
19348, 151, 0.00
19350, 151, 0.00
19352, 151, 0.00
19354, 151, 0.00
19356, 151, 0.00
19358, 151, 0.00
19360, 151, 0.00
19362, 151, 0.00
19364, 151, 0.00
19366, 151, 0.00
19368, 151, 0.00
19370, 151, 0.00
19372, 151, 0.00
19374, 151, 0.00
19376, 151, 0.00
19378, 151, 0.00
19380, 151, 0.00
19382, 151, 0.00
19384, 151, 0.00
19386, 151, 0.00
19388, 151, 0.00
19390, 151, 0.00
19392, 151, 0.00
19394, 151, 0.00
19396, 151, 0.00
19398, 151, 0.00
19400, 151, 0.00
19402, 151, 0.00
19404, 151, 0.00
19406, 151, 0.00
19408, 151, 0.00
19410, 151, 0.00
19412, 151, 0.00
19414, 151, 0.00
19416, 151, 0.00
19418, 151, 0.00
19420, 151, 0.00
19422, 151, 0.00
19424, 151, 0.00
19426, 151, 0.00
19428, 151, 0.00
19430, 151, 0.00
19432, 151, 0.00
19434, 151, 0.00
19436, 151, 0.00
19438, 151, 0.00
19440, 151, 0.00
19442, 151, 0.00
19444, 151, 0.00
19446, 151, 0.00
19448, 151, 0.00
19450, 151, 0.00
19452, 151, 0.00
19454, 151, 0.00
19456, 151, 0.00
19458, 151, 0.00
19460, 151, 0.00
19462, 151, 0.00
19464, 151, 0.00
19466, 151, 0.00
19468, 151, 0.00
19470, 151, 0.00
19472, 151, 0.00
19474, 151, 0.00
19476, 151, 0.00
19478, 151, 0.00
19480, 151, 0.00
19482, 151, 0.00
19484, 151, 0.00
19486, 151, 0.00
19488, 151, 0.00
19490, 151, 0.00
19492, 151, 0.00
19494, 151, 0.00
19496, 151, 0.00
19498, 151, 0.00
19500, 151, 0.00
19502, 151, 0.00
19504, 151, 0.00
19506, 151, 0.00
19508, 151, 0.00
19510, 151, 0.00
19512, 151, 0.00
19514, 151, 0.00
19516, 151, 0.00
19518, 151, 0.00
19520, 151, 0.00
19522, 151, 0.00
19524, 151, 0.00
19526, 151, 0.00
19528, 151, 0.00
19530, 151, 0.00
19532, 151, 0.00
19534, 151, 0.00
19536, 151, 0.00
19538, 151, 0.00
19540, 151, 0.00
19542, 151, 0.00
19544, 151, 0.00
19546, 151, 0.00
19548, 151, 0.00
19550, 151, 0.00
19552, 151, 0.00
19554, 151, 0.00
19556, 151, 0.00
19558, 151, 0.00
19560, 151, 0.00
19562, 151, 0.00
19564, 151, 0.00
19566, 151, 0.00
19568, 151, 0.00
19570, 151, 0.00
19572, 151, 0.00
19574, 151, 0.00
19576, 151, 0.00
19578, 151, 0.00
19580, 151, 0.00
19582, 151, 0.00
19584, 151, 0.00
19586, 151, 0.00
19588, 151, 0.00
19590, 151, 0.00
19592, 151, 0.00
19594, 151, 0.00
19596, 151, 0.00
19598, 151, 0.00
19600, 151, 0.00
19602, 151, 0.00
19604, 151, 0.00
19606, 151, 0.00
19608, 151, 0.00
19610, 151, 0.00
19612, 151, 0.00
19614, 151, 0.00
19616, 151, 0.00
19618, 151, 0.00
19620, 151, 0.00
19622, 151, 0.00
19624, 151, 0.00
19626, 151, 0.00
19628, 151, 0.00
19630, 151, 0.00
19632, 151, 0.00
19634, 151, 0.00
19636, 151, 0.00
19638, 151, 0.00
19640, 151, 0.00
19642, 151, 0.00
19644, 151, 0.00
19646, 151, 0.00
19648, 151, 0.00
19650, 151, 0.00
19652, 151, 0.00
19654, 151, 0.00
19656, 151, 0.00
19658, 151, 0.00
19660, 151, 0.00
19662, 151, 0.00
19664, 151, 0.00
19666, 151, 0.00
19668, 151, 0.00
19670, 151, 0.00
19672, 151, 0.00
19674, 151, 0.00
19676, 151, 0.00
19678, 151, 0.00
19680, 151, 0.00
19682, 151, 0.00
19684, 151, 0.00
19686, 151, 0.00
19688, 151, 0.00
19690, 151, 0.00
19692, 151, 0.00
19694, 151, 0.00
19696, 151, 0.00
19698, 151, 0.00
19700, 151, 0.00
19702, 151, 0.00
19704, 151, 0.00
19706, 151, 0.00
19708, 151, 0.00
19710, 151, 0.00
19712, 151, 0.00
19714, 151, 0.00
19716, 151, 0.00
19718, 151, 0.00
19720, 151, 0.00
19722, 151, 0.00
19724, 151, 0.00
19726, 151, 0.00
19728, 151, 0.00
19730, 151, 0.00
19732, 151, 0.00
19734, 151, 0.00
19736, 151, 0.00
19738, 151, 0.00
19740, 151, 0.00
19742, 151, 0.00
19744, 151, 0.00
19746, 151, 0.00
19748, 151, 0.00
19750, 151, 0.00
19752, 151, 0.00
19754, 151, 0.00
19756, 151, 0.00
19758, 151, 0.00
19760, 151, 0.00
19762, 151, 0.00
19764, 151, 0.00
19766, 151, 0.00
19768, 151, 0.00
19770, 151, 0.00
19772, 151, 0.00
19774, 151, 0.00
19776, 151, 0.00
19778, 151, 0.00
19780, 151, 0.00
19782, 151, 0.00
19784, 151, 0.00
19786, 151, 0.00
19788, 151, 0.00
19790, 151, 0.00
19792, 151, 0.00
19794, 151, 0.00
19796, 151, 0.00
19798, 151, 0.00
19800, 151, 0.00
19802, 151, 0.00
19804, 151, 0.00
19806, 151, 0.00
19808, 151, 0.00
19810, 151, 0.00
19812, 151, 0.00
19814, 151, 0.00
19816, 151, 0.00
19818, 151, 0.00
19820, 151, 0.00
19822, 151, 0.00
19824, 151, 0.00
19826, 151, 0.00
19828, 151, 0.00
19830, 151, 0.00
19832, 151, 0.00
19834, 151, 0.00
19836, 151, 0.00
19838, 151, 0.00
19840, 151, 0.00
19842, 151, 0.00
19844, 151, 0.00
19846, 151, 0.00
19848, 151, 0.00
19850, 151, 0.00
19852, 151, 0.00
19854, 151, 0.00
19856, 151, 0.00
19858, 151, 0.00
19860, 151, 0.00
19862, 151, 0.00
19864, 151, 0.00
19866, 151, 0.00
19868, 151, 0.00
19870, 151, 0.00
19872, 151, 0.00
19874, 151, 0.00
19876, 151, 0.00
19878, 151, 0.00
19880, 151, 0.00
19882, 151, 0.00
19884, 151, 0.00
19886, 151, 0.00
19888, 151, 0.00
19890, 151, 0.00
19892, 151, 0.00
19894, 151, 0.00
19896, 151, 0.00
19898, 151, 0.00
19900, 151, 0.00
19902, 151, 0.00
19904, 151, 0.00
19906, 151, 0.00
19908, 151, 0.00
19910, 151, 0.00
19912, 151, 0.00
19914, 151, 0.00
19916, 151, 0.00
19918, 151, 0.00
19920, 151, 0.00
19922, 151, 0.00
19924, 151, 0.00
19926, 151, 0.00
19928, 151, 0.00
19930, 151, 0.00
19932, 151, 0.00
19934, 151, 0.00
19936, 151, 0.00
19938, 151, 0.00
19940, 151, 0.00
19942, 151, 0.00
19944, 151, 0.00
19946, 151, 0.00
19948, 151, 0.00
19950, 151, 0.00
19952, 151, 0.00
19954, 151, 0.00
19956, 151, 0.00
19958, 151, 0.00
19960, 151, 0.00
19962, 151, 0.00
19964, 151, 0.00
19966, 151, 0.00
19968, 151, 0.00
19970, 151, 0.00
19972, 151, 0.00
19974, 151, 0.00
19976, 151, 0.00
19978, 151, 0.00
19980, 151, 0.00
19982, 151, 0.00
19984, 151, 0.00
19986, 151, 0.00
19988, 151, 0.00
19990, 151, 0.00
19992, 151, 0.00
19994, 151, 0.00
19996, 151, 0.00
19998, 151, 0.00
20000, 151, 0.00
20002, 151, 0.00
20004, 151, 0.00
20006, 151, 0.00
20008, 151, 0.00
20010, 151, 0.00
20012, 151, 0.00
20014, 151, 0.00
20016, 151, 0.00
20018, 151, 0.00
20020, 151, 0.00
20022, 151, 0.00
20024, 151, 0.00
20026, 151, 0.00
20028, 151, 0.00
20030, 151, 0.00
20032, 151, 0.00
20034, 151, 0.00
20036, 151, 0.00
20038, 151, 0.00
20040, 151, 0.00
20042, 151, 0.00
20044, 151, 0.00
20046, 151, 0.00
20048, 151, 0.00
20050, 151, 0.00
20052, 151, 0.00
20054, 151, 0.00
20056, 151, 0.00
20058, 151, 0.00
20060, 151, 0.00
20062, 151, 0.00
20064, 151, 0.00
20066, 151, 0.00
20068, 151, 0.00
20070, 151, 0.00
20072, 151, 0.00
20074, 151, 0.00
20076, 151, 0.00
20078, 151, 0.00
20080, 151, 0.00
20082, 151, 0.00
20084, 151, 0.00
20086, 151, 0.00
20088, 151, 0.00
20090, 151, 0.00
20092, 151, 0.00
20094, 151, 0.00
20096, 151, 0.00
20098, 151, 0.00
20100, 151, 0.00
20102, 151, 0.00
20104, 151, 0.00
20106, 151, 0.00
20108, 151, 0.00
20110, 151, 0.00
20112, 151, 0.00
20114, 151, 0.00
20116, 151, 0.00
20118, 151, 0.00
20120, 151, 0.00
20122, 151, 0.00
20124, 151, 0.00
20126, 151, 0.00
20128, 151, 0.00
20130, 151, 0.00
20132, 151, 0.00
20134, 151, 0.00
20136, 151, 0.00
20138, 151, 0.00
20140, 151, 0.00
20142, 151, 0.00
20144, 151, 0.00
20146, 151, 0.00
20148, 151, 0.00
20150, 151, 0.00
20152, 151, 0.00
20154, 151, 0.00
20156, 151, 0.00
20158, 151, 0.00
20160, 151, 0.00
20162, 151, 0.00
20164, 151, 0.00
20166, 151, 0.00
20168, 151, 0.00
20170, 151, 0.00
20172, 151, 0.00
20174, 151, 0.00
20176, 151, 0.00
20178, 151, 0.00
20180, 151, 0.00
20182, 151, 0.00
20184, 151, 0.00
20186, 151, 0.00
20188, 151, 0.00
20190, 151, 0.00
20192, 151, 0.00
20194, 151, 0.00
20196, 151, 0.00
20198, 151, 0.00
20200, 151, 0.00
20202, 151, 0.00
20204, 151, 0.00
20206, 151, 0.00
20208, 151, 0.00
20210, 151, 0.00
20212, 151, 0.00
20214, 151, 0.00
20216, 151, 0.00
20218, 151, 0.00
20220, 151, 0.00
20222, 151, 0.00
20224, 151, 0.00
20226, 151, 0.00
20228, 151, 0.00
20230, 151, 0.00
20232, 151, 0.00
20234, 151, 0.00
20236, 151, 0.00
20238, 151, 0.00
20240, 151, 0.00
20242, 151, 0.00
20244, 151, 0.00
20246, 151, 0.00
20248, 151, 0.00
20250, 151, 0.00
20252, 151, 0.00
20254, 151, 0.00
20256, 151, 0.00
20258, 151, 0.00
20260, 151, 0.00
20262, 151, 0.00
20264, 151, 0.00
20266, 151, 0.00
20268, 151, 0.00
20270, 151, 0.00
20272, 151, 0.00
20274, 151, 0.00
20276, 151, 0.00
20278, 151, 0.00
20280, 151, 0.00
20282, 151, 0.00
20284, 151, 0.00
20286, 151, 0.00
20288, 151, 0.00
20290, 151, 0.00
20292, 151, 0.00
20294, 151, 0.00
20296, 151, 0.00
20298, 151, 0.00
20300, 151, 0.00
20302, 151, 0.00
20304, 151, 0.00
20306, 151, 0.00
20308, 151, 0.00
20310, 151, 0.00
20312, 151, 0.00
20314, 151, 0.00
20316, 151, 0.00
20318, 151, 0.00
20320, 151, 0.00
20322, 151, 0.00
20324, 151, 0.00
20326, 151, 0.00
20328, 151, 0.00
20330, 151, 0.00
20332, 151, 0.00
20334, 151, 0.00
20336, 151, 0.00
20338, 151, 0.00
20340, 151, 0.00
20342, 151, 0.00
20344, 151, 0.00
20346, 151, 0.00
20348, 151, 0.00
20350, 151, 0.00
20352, 151, 0.00
20354, 151, 0.00
20356, 151, 0.00
20358, 151, 0.00
20360, 151, 0.00
20362, 151, 0.00
20364, 151, 0.00
20366, 151, 0.00
20368, 151, 0.00
20370, 151, 0.00
20372, 151, 0.00
20374, 151, 0.00
20376, 151, 0.00
20378, 151, 0.00
20380, 151, 0.00
20382, 151, 0.00
20384, 151, 0.00
20386, 151, 0.00
20388, 151, 0.00
20390, 151, 0.00
20392, 151, 0.00
20394, 151, 0.00
20396, 151, 0.00
20398, 151, 0.00
20400, 151, 0.00
20402, 151, 0.00
20404, 151, 0.00
20406, 151, 0.00
20408, 151, 0.00
20410, 151, 0.00
20412, 151, 0.00
20414, 151, 0.00
20416, 151, 0.00
20418, 151, 0.00
20420, 151, 0.00
20422, 151, 0.00
20424, 151, 0.00
20426, 151, 0.00
20428, 151, 0.00
20430, 151, 0.00
20432, 151, 0.00
20434, 151, 0.00
20436, 151, 0.00
20438, 151, 0.00
20440, 151, 0.00
20442, 151, 0.00
20444, 151, 0.00
20446, 151, 0.00
20448, 151, 0.00
20450, 151, 0.00
20452, 151, 0.00
20454, 151, 0.00
20456, 151, 0.00
20458, 151, 0.00
20460, 151, 0.00
20462, 151, 0.00
20464, 151, 0.00
20466, 151, 0.00
20468, 151, 0.00
20470, 151, 0.00
20472, 151, 0.00
20474, 151, 0.00
20476, 151, 0.00
20478, 151, 0.00
20480, 151, 0.00
20482, 151, 0.00
20484, 151, 0.00
20486, 151, 0.00
20488, 151, 0.00
20490, 151, 0.00
20492, 151, 0.00
20494, 151, 0.00
20496, 151, 0.00
20498, 151, 0.00
20500, 151, 0.00
20502, 151, 0.00
20504, 151, 0.00
20506, 151, 0.00
20508, 151, 0.00
20510, 151, 0.00
20512, 151, 0.00
20514, 151, 0.00
20516, 151, 0.00
20518, 151, 0.00
20520, 151, 0.00
20522, 151, 0.00
20524, 151, 0.00
20526, 151, 0.00
20528, 151, 0.00
20530, 151, 0.00
20532, 151, 0.00
20534, 151, 0.00
20536, 151, 0.00
20538, 151, 0.00
20540, 151, 0.00
20542, 151, 0.00
20544, 151, 0.00
20546, 151, 0.00
20548, 151, 0.00
20550, 151, 0.00
20552, 151, 0.00
20554, 151, 0.00
20556, 151, 0.00
20558, 151, 0.00
20560, 151, 0.00
20562, 151, 0.00
20564, 151, 0.00
20566, 151, 0.00
20568, 151, 0.00
20570, 151, 0.00
20572, 151, 0.00
20574, 151, 0.00
20576, 151, 0.00
20578, 151, 0.00
20580, 151, 0.00
20582, 151, 0.00
20584, 151, 0.00
20586, 151, 0.00
20588, 151, 0.00
20590, 151, 0.00
20592, 151, 0.00
20594, 151, 0.00
20596, 151, 0.00
20598, 151, 0.00
20600, 151, 0.00
20602, 151, 0.00
20604, 151, 0.00
20606, 151, 0.00
20608, 151, 0.00
20610, 151, 0.00
20612, 151, 0.00
20614, 151, 0.00
20616, 151, 0.00
20618, 151, 0.00
20620, 151, 0.00
20622, 151, 0.00
20624, 151, 0.00
20626, 151, 0.00
20628, 151, 0.00
20630, 151, 0.00
20632, 151, 0.00
20634, 151, 0.00
20636, 151, 0.00
20638, 151, 0.00
20640, 151, 0.00
20642, 151, 0.00
20644, 151, 0.00
20646, 151, 0.00
20648, 151, 0.00
20650, 151, 0.00
20652, 151, 0.00
20654, 151, 0.00
20656, 151, 0.00
20658, 151, 0.00
20660, 151, 0.00
20662, 151, 0.00
20664, 151, 0.00
20666, 151, 0.00
20668, 151, 0.00
20670, 151, 0.00
20672, 151, 0.00
20674, 151, 0.00
20676, 151, 0.00
20678, 151, 0.00
20680, 151, 0.00
20682, 151, 0.00
20684, 151, 0.00
20686, 151, 0.00
20688, 151, 0.00
20690, 151, 0.00
20692, 151, 0.00
20694, 151, 0.00
20696, 151, 0.00
20698, 151, 0.00
20700, 151, 0.00
20702, 151, 0.00
20704, 151, 0.00
20706, 151, 0.00
20708, 151, 0.00
20710, 151, 0.00
20712, 151, 0.00
20714, 151, 0.00
20716, 151, 0.00
20718, 151, 0.00
20720, 151, 0.00
20722, 151, 0.00
20724, 151, 0.00
20726, 151, 0.00
20728, 151, 0.00
20730, 151, 0.00
20732, 151, 0.00
20734, 151, 0.00
20736, 151, 0.00
20738, 151, 0.00
20740, 151, 0.00
20742, 151, 0.00
20744, 151, 0.00
20746, 151, 0.00
20748, 151, 0.00
20750, 151, 0.00
20752, 151, 0.00
20754, 151, 0.00
20756, 151, 0.00
20758, 151, 0.00
20760, 151, 0.00
20762, 151, 0.00
20764, 151, 0.00
20766, 151, 0.00
20768, 151, 0.00
20770, 151, 0.00
20772, 151, 0.00
20774, 151, 0.00
20776, 151, 0.00
20778, 151, 0.00
20780, 151, 0.00
20782, 151, 0.00
20784, 151, 0.00
20786, 151, 0.00
20788, 151, 0.00
20790, 151, 0.00
20792, 151, 0.00
20794, 151, 0.00
20796, 151, 0.00
20798, 151, 0.00
20800, 151, 0.00
20802, 151, 0.00
20804, 151, 0.00
20806, 151, 0.00
20808, 151, 0.00
20810, 151, 0.00
20812, 151, 0.00
20814, 151, 0.00
20816, 151, 0.00
20818, 151, 0.00
20820, 151, 0.00
20822, 151, 0.00
20824, 151, 0.00
20826, 151, 0.00
20828, 151, 0.00
20830, 151, 0.00
20832, 151, 0.00
20834, 151, 0.00
20836, 151, 0.00
20838, 151, 0.00
20840, 151, 0.00
20842, 151, 0.00
20844, 151, 0.00
20846, 151, 0.00
20848, 151, 0.00
20850, 151, 0.00
20852, 151, 0.00
20854, 151, 0.00
