Time (ms), Position (count), Velocity (count/s), Acceleration (count/s2), Desired Vel, Desired Acc, control signal, motorCurrent (raw)
112197, 1604, 1000.00, 6944.44, 2048, 0, 1048, 23.00
112197, 1604, 670.39, 6944.44, 2048, 0, 0, 99.00
112197, 1604, 337.06, 0.00, 2048, 0, 0, 77.00
112197, 1604, 3.72, 0.00, 2048, 0, 0, 65.00
112197, 1604, 0.00, 0.00, 2048, 0, 0, 57.00
112197, 1604, 0.00, 0.00, 2048, 0, 0, 49.00
112197, 1604, 0.00, 0.00, 2048, 0, 0, 43.00
112197, 1604, 0.00, 0.00, 2048, 0, 0, 38.00
112198, 1604, 0.00, 0.00, 2048, 0, 2048, 26.00
112198, 1604, 0.00, 0.00, 2048, 0, 0, 97.00
112198, 1604, 0.00, 0.00, 2048, 0, 0, 76.00
112198, 1604, 0.00, 0.00, 2048, 0, 0, 65.00
112198, 1604, 0.00, 0.00, 2048, 0, 0, 56.00
112198, 1604, 0.00, 0.00, 2048, 0, 0, 48.00
112198, 1604, 0.00, 0.00, 2048, 0, 0, 41.00
112198, 1604, 0.00, 0.00, 2048, 0, 0, 37.00
112198, 1604, 0.00, 0.00, 2048, 0, 0, 32.00
112198, 1604, 0.00, 0.00, 2048, 0, 0, 27.00
112198, 1604, 0.00, 0.00, 2048, 0, 0, 24.00
112200, 1604, 0.00, 0.00, 2048, 0, 2048, 26.00
112203, 1606, 0.00, 0.00, 2048, 0, 2048, 529.00
112206, 1616, 166.67, 0.00, 2048, 0, 1881, 513.00
112209, 1627, 1000.00, 13888.89, 2048, 0, 1048, 477.00
112212, 1640, 1916.67, 83333.34, 2048, 0, 131, 379.00
112215, 1653, 2833.33, 159722.23, 2048, 0, -785, 0.00
112218, 1666, 3083.33, 222222.25, 2048, 0, -1035, 539.00
112221, 1673, 3250.00, 173611.13, 2048, 0, -1202, 490.00
112227, 1686, 2750.00, 111111.11, 2048, 0, -702, 359.00
112230, 1688, 2208.33, 13888.88, 2048, 0, -160, 389.00
112233, 1687, 1291.67, -52083.34, 2048, 0, 756, 305.00
112236, 1688, 625.00, -142361.13, 2048, 0, 1423, 504.00
112239, 1687, 166.67, -177083.33, 2048, 0, 1881, 386.00
112242, 1690, -83.33, -170138.91, 2048, 0, 2131, 385.00
112248, 1705, 250.00, -114583.34, 2048, 0, 1798, 270.00
112251, 1716, 791.67, -45138.89, 2048, 0, 1256, 280.00
112254, 1729, 1791.67, 38194.44, 2048, 0, 256, 187.00
112257, 1742, 2625.00, 142361.13, 2048, 0, -577, 0.00
112260, 1756, 3083.33, 197916.67, 2048, 0, -1035, 455.00
112263, 1762, 3333.33, 190972.23, 2048, 0, -1285, 529.00
112266, 1763, 2750.00, 128472.23, 2048, 0, -702, 446.00
112269, 1764, 1750.00, 10416.66, 2048, 0, 298, 0.00
112275, 1772, 666.67, -111111.13, 2048, 0, 1381, 379.00
112278, 1778, 500.00, -177083.36, 2048, 0, 1548, 378.00
112281, 1788, 916.67, -142361.11, 2048, 0, 1131, 274.00
112284, 1798, 1666.67, -24305.55, 2048, 0, 381, 313.00
112287, 1809, 2166.67, 83333.34, 2048, 0, -118, 89.00
112290, 1818, 2583.33, 138888.88, 2048, 0, -535, 534.00
112293, 1822, 2500.00, 138888.88, 2048, 0, -452, 405.00
112296, 1824, 2000.00, 69444.44, 2048, 0, 47, 0.00
112299, 1824, 1250.00, -13888.86, 2048, 0, 798, 81.00
112302, 1832, 500.00, -111111.10, 2048, 0, 1548, 124.00
112305, 1836, 833.33, -166666.66, 2048, 0, 1214, 70.00
112308, 1840, 1000.00, -97222.23, 2048, 0, 1048, 97.00
112311, 1842, 1333.33, -20833.33, 2048, 0, 714, 66.00
112314, 1845, 833.33, 69444.45, 2048, 0, 1214, 44.00
112317, 1849, 750.00, 0.00, 2048, 0, 1298, 59.00
112320, 1855, 750.00, -20833.33, 2048, 0, 1298, 28.00
112323, 1861, 1083.33, -48611.12, 2048, 0, 964, 65.00
112326, 1866, 1333.33, 20833.33, 2048, 0, 714, 27.00
112329, 1872, 1416.67, 48611.12, 2048, 0, 631, 69.00
112332, 1878, 1416.67, 55555.55, 2048, 0, 631, 26.00
112335, 1884, 1416.67, 27777.77, 2048, 0, 631, 62.00
112338, 1890, 1500.00, 6944.44, 2048, 0, 548, 31.00
112341, 1896, 1500.00, 6944.45, 2048, 0, 548, 32.00
112344, 1901, 1500.00, 6944.45, 2048, 0, 548, 36.00
112347, 1906, 1416.67, 6944.45, 2048, 0, 631, 6.00
112350, 1911, 1333.33, -6944.45, 2048, 0, 714, 43.00
112353, 1916, 1250.00, -13888.90, 2048, 0, 798, 11.00
112356, 1922, 1250.00, -20833.33, 2048, 0, 798, 53.00
112359, 1927, 1333.33, -13888.88, 2048, 0, 714, 17.00
112362, 1933, 1333.33, 0.00, 2048, 0, 714, 73.00
112365, 1940, 1416.67, 6944.44, 2048, 0, 631, 25.00
