Time (ms), Position (count), Velocity (count/s), Acceleration (count/s2), Desired Vel, Desired Acc, control signal, motorCurrent (raw)
58398, 2074, 1583.33, 13888.90, 2048, 0, 929, 217.00
58401, 2074, 916.67, -76388.90, 2048, 0, 2262, 155.00
58404, 2075, 416.67, -131944.44, 2048, 0, 3262, 197.00
58407, 2078, 250.00, -152777.78, 2048, 0, 3596, 127.00
58410, 2081, 333.33, -111111.11, 2048, 0, 3429, 181.00
58413, 2085, 583.33, -48611.11, 2048, 0, 2929, 109.00
58416, 2090, 833.33, 13888.89, 2048, 0, 2429, 143.00
58419, 2094, 1000.00, 48611.12, 2048, 0, 2096, 99.00
58422, 2099, 1083.33, 55555.56, 2048, 0, 1929, 83.00
58425, 2105, 1166.67, 41666.67, 2048, 0, 1762, 98.00
58428, 2111, 1250.00, 27777.77, 2048, 0, 1596, 41.00
58431, 2117, 1416.67, 20833.33, 2048, 0, 1262, 102.00
58434, 2125, 1500.00, 27777.77, 2048, 0, 1096, 40.00
58437, 2132, 1666.67, 27777.78, 2048, 0, 762, 113.00
58440, 2141, 1750.00, 34722.23, 2048, 0, 596, 49.00
58443, 2149, 2000.00, 27777.78, 2048, 0, 96, 94.00
58446, 2159, 2000.00, 41666.66, 2048, 0, 96, 123.00
58449, 2167, 2250.00, 27777.77, 2048, 0, -404, 0.00
58455, 2179, 2166.67, 41666.67, 2048, 0, -237, 283.00
58458, 2180, 2000.00, 17361.12, 2048, 0, 96, 1.00
58461, 2181, 1250.00, 3472.22, 2048, 0, 1595, 226.00
58464, 2181, 666.67, -79861.10, 2048, 0, 2762, 292.00
58467, 2183, 166.67, -125000.01, 2048, 0, 3762, 197.00
58470, 2186, 250.00, -152777.77, 2048, 0, 3596, 190.00
58473, 2191, 416.67, -83333.34, 2048, 0, 3262, 163.00
58476, 2197, 833.33, -20833.32, 2048, 0, 2429, 131.00
58479, 2204, 1166.67, 55555.55, 2048, 0, 1762, 148.00
58482, 2212, 1500.00, 76388.88, 2048, 0, 1096, 76.00
58485, 2222, 1750.00, 90277.77, 2048, 0, 596, 151.00
58488, 2233, 2083.33, 76388.89, 2048, 0, -70, 65.00
58491, 2243, 2416.67, 76388.89, 2048, 0, -737, 356.00
58494, 2249, 2583.33, 76388.90, 2048, 0, -1070, 266.00
58497, 2252, 2250.00, 69444.44, 2048, 0, -404, 282.00
58500, 2254, 1583.33, 13888.89, 2048, 0, 929, 190.00
58503, 2254, 916.67, -69444.46, 2048, 0, 2262, 197.00
58506, 2254, 416.67, -138888.88, 2048, 0, 3262, 168.00
58509, 2258, 166.67, -152777.78, 2048, 0, 3762, 123.00
58512, 2261, 333.33, -118055.55, 2048, 0, 3429, 155.00
58515, 2264, 583.33, -48611.11, 2048, 0, 2929, 85.00
58518, 2269, 833.33, 13888.89, 2048, 0, 2429, 143.00
58521, 2273, 916.67, 55555.56, 2048, 0, 2262, 66.00
58524, 2279, 1000.00, 48611.11, 2048, 0, 2096, 142.00
58527, 2285, 1250.00, 34722.22, 2048, 0, 1596, 64.00
58530, 2291, 1333.33, 34722.22, 2048, 0, 1429, 96.00
58533, 2298, 1500.00, 34722.23, 2048, 0, 1096, 71.00
58536, 2306, 1583.33, 41666.67, 2048, 0, 929, 47.00
58539, 2316, 1750.00, 27777.77, 2048, 0, 596, 84.00
58542, 2325, 2083.33, 34722.22, 2048, 0, -70, 23.00
58545, 2332, 2250.00, 48611.10, 2048, 0, -404, 320.00
