Time (ms), Position (count), Velocity (count/s), Acceleration (count/s2), Desired Vel, Desired Acc, control signal, motorCurrent (raw)
125173, 685, 1166.67, 6944.45, 2048, 0, 881, 25.00
125173, 685, 753.63, 6957.59, 2048, 0, 0, 99.00
125173, 685, 420.29, 13.14, 2048, 0, 0, 76.00
125173, 685, 3.63, 13.14, 2048, 0, 0, 64.00
125173, 685, 0.00, 0.00, 2048, 0, 0, 56.00
125173, 685, 0.00, 0.00, 2048, 0, 0, 49.00
125173, 685, 0.00, 0.00, 2048, 0, 0, 41.00
125173, 685, 0.00, 0.00, 2048, 0, 0, 39.00
125173, 685, 0.00, 0.00, 2048, 0, 0, 34.00
125174, 685, 0.00, 0.00, 2048, 0, 2048, 26.00
125174, 685, 0.00, 0.00, 2048, 0, 0, 99.00
125174, 685, 0.00, 0.00, 2048, 0, 0, 77.00
125174, 685, 0.00, 0.00, 2048, 0, 0, 67.00
125174, 685, 0.00, 0.00, 2048, 0, 0, 58.00
125174, 685, 0.00, 0.00, 2048, 0, 0, 51.00
125174, 685, 0.00, 0.00, 2048, 0, 0, 45.00
125174, 685, 0.00, 0.00, 2048, 0, 0, 40.00
125175, 685, 0.00, 0.00, 2048, 0, 0, 36.00
125175, 685, 0.00, 0.00, 2048, 0, 2048, 54.00
125175, 685, 0.00, 0.00, 2048, 0, 0, 121.00
125178, 685, 0.00, 0.00, 2048, 0, 2048, 22.00
125181, 687, 0.00, 0.00, 2048, 0, 2048, 515.00
125184, 695, 166.67, 0.00, 2048, 0, 1881, 504.00
125187, 705, 833.33, 13888.89, 2048, 0, 1214, 453.00
125190, 717, 1666.67, 69444.45, 2048, 0, 381, 417.00
125193, 733, 2500.00, 138888.89, 2048, 0, -452, 0.00
125196, 733, 3166.67, 194444.44, 2048, 0, -1118, 552.00
125199, 755, 2333.33, 194444.42, 2048, 0, -285, 549.00
125202, 761, 3166.67, 55555.57, 2048, 0, -1118, 526.00
125205, 763, 2333.33, 55555.57, 2048, 0, -285, 521.00
125208, 762, 2500.00, -69444.41, 2048, 0, -452, 507.00
125211, 762, 583.33, 13888.90, 2048, 0, 1464, 0.00
125214, 759, 83.33, -215277.78, 2048, 0, 1964, 533.00
125217, 761, -333.33, -187500.02, 2048, 0, 2381, 519.00
125220, 762, -83.33, -236111.13, 2048, 0, 2131, 508.00
125223, 761, 0.00, -55555.55, 2048, 0, 2048, 498.00
125226, 761, 166.67, -6944.44, 2048, 0, 1881, 445.00
125229, 770, 0.00, 41666.67, 2048, 0, 2048, 404.00
125232, 787, 666.67, 6944.44, 2048, 0, 1381, 369.00
125235, 806, 2166.67, 55555.56, 2048, 0, -118, 305.00
125238, 822, 3750.00, 166666.66, 2048, 0, -1702, 518.00
125241, 835, 4333.33, 312500.00, 2048, 0, -2285, 515.00
125244, 846, 4000.00, 305555.56, 2048, 0, -1952, 430.00
125247, 857, 3333.33, 152777.78, 2048, 0, -1285, 429.00
125250, 863, 2916.67, -34722.21, 2048, 0, -868, 338.00
125253, 864, 2333.33, -118055.56, 2048, 0, -285, 289.00
125259, 863, 1500.00, -138888.88, 2048, 0, 547, 0.00
125262, 863, 541.67, -118055.56, 2048, 0, 1506, 395.00
125265, 863, 41.67, -163194.45, 2048, 0, 2006, 268.00
125268, 862, -41.67, -156250.00, 2048, 0, 2089, 333.00
125271, 862, -83.33, -128472.23, 2048, 0, 2131, 207.00
125274, 862, -83.33, -52083.33, 2048, 0, 2131, 252.00
125277, 867, -83.33, -10416.67, 2048, 0, 2131, 177.00
125280, 873, 416.67, -3472.22, 2048, 0, 1631, 188.00
125283, 882, 916.67, 41666.67, 2048, 0, 1131, 164.00
