Time (ms), Position (count), Velocity (count/s), Acceleration (count/s2), Desired Vel, Desired Acc, control signal, motorCurrent (raw)
105090, 2131, 1083.33, 6944.45, 2048, 0, 964, 23.00
105093, 2132, 754.15, 6944.45, 2048, 0, 1293, 528.00
105096, 2139, 420.82, -20487.62, 2048, 0, 1627, 500.00
105099, 2148, 670.82, -55209.84, 2048, 0, 1377, 483.00
105102, 2160, 1416.67, -34376.50, 2048, 0, 631, 408.00
105105, 2176, 2333.33, 55209.84, 2048, 0, -285, 0.00
105108, 2176, 3083.33, 159376.50, 2048, 0, -1035, 559.00
105111, 2198, 2333.33, 201043.17, 2048, 0, -285, 560.00
105114, 2201, 3166.67, 76388.91, 2048, 0, -1118, 545.00
105117, 2201, 2083.33, 69444.45, 2048, 0, -35, 532.00
105120, 2200, 2083.33, -83333.34, 2048, 0, -35, 19.00
105123, 2201, 166.67, -20833.34, 2048, 0, 1881, 10.00
105126, 2199, 0.00, -250000.00, 2048, 0, 2048, 181.00
105129, 2199, -166.67, -173611.13, 2048, 0, 2214, 129.00
105132, 2199, -83.33, -187500.02, 2048, 0, 2131, 148.00
105135, 2199, -166.67, -20833.33, 2048, 0, 2214, 98.00
105138, 2199, 0.00, -13888.89, 2048, 0, 2048, 109.00
105141, 2199, 0.00, 13888.89, 2048, 0, 2048, 78.00
105144, 2199, 0.00, 6944.44, 2048, 0, 2048, 50.00
105147, 2199, 0.00, 13888.89, 2048, 0, 2048, 74.00
105150, 2199, 0.00, 0.00, 2048, 0, 2048, 41.00
105153, 2200, 0.00, 0.00, 2048, 0, 2048, 71.00
105156, 2201, 83.33, 0.00, 2048, 0, 1964, 36.00
105159, 2203, 166.67, 6944.44, 2048, 0, 1881, 75.00
105162, 2205, 333.33, 13888.89, 2048, 0, 1714, 37.00
105165, 2208, 416.67, 27777.78, 2048, 0, 1631, 72.00
105168, 2212, 583.33, 27777.78, 2048, 0, 1464, 38.00
105171, 2216, 750.00, 34722.23, 2048, 0, 1298, 19.00
105174, 2220, 916.67, 34722.22, 2048, 0, 1131, 43.00
105177, 2224, 1000.00, 41666.67, 2048, 0, 1048, 17.00
105180, 2228, 1000.00, 34722.22, 2048, 0, 1048, 50.00
105183, 2232, 1000.00, 20833.33, 2048, 0, 1048, 20.00
105186, 2235, 1000.00, 6944.44, 2048, 0, 1048, 53.00
105189, 2239, 916.67, 0.00, 2048, 0, 1131, 26.00
105192, 2242, 916.67, -6944.44, 2048, 0, 1131, 62.00
105195, 2245, 833.33, -6944.44, 2048, 0, 1214, 25.00
105198, 2249, 833.33, -13888.89, 2048, 0, 1214, 18.00
105201, 2252, 833.33, -6944.44, 2048, 0, 1214, 32.00
105204, 2256, 833.33, -6944.45, 2048, 0, 1214, 5.00
105207, 2260, 916.67, 0.00, 2048, 0, 1131, 43.00
105210, 2264, 916.67, 6944.45, 2048, 0, 1131, 13.00
105213, 2268, 1000.00, 6944.45, 2048, 0, 1048, 46.00
105216, 2273, 1000.00, 13888.88, 2048, 0, 1048, 21.00
